id,iso_code_2t,iso_code_2b,iso_code_1,name,frequency,iso_code_3
2293,,,,Kalispel-Pend d'Oreille,0,fla
2294,,,,Foau,0,flh
2295,,,,Fali,0,fli
2296,,,,North Fali,0,fll
2297,,,,Flinders Island,0,fln
2298,,,,Fuliiru,0,flr
2299,,,,Tsotsitaal,0,fly
2300,,,,Fe'fe',0,fmp
2301,,,,Far Western Muria,0,fmu
2302,,,,Fanagalo,0,fng
2303,,,,Fania,0,fni
2304,,,,Foodo,0,fod
2305,,,,Foi,0,foi
2306,,,,Foma,0,fom
133,fon,fon,,Fon,1,fon
2307,,,,Fore,0,for
2308,,,,Siraya,0,fos
2309,,,,Fernando Po Creole English,0,fpe
2310,,,,Fas,0,fqs
2311,,,,Cajun French,0,frc
2312,,,,Fordata,0,frd
2313,,,,Frankish,0,frk
135,frm,frm,,"French, Middle (ca.1400-1600)",0,frm
2314,,,,Arpitan,0,frp
2315,,,,Forak,0,frq
484,frr,frr,,"Frisian, Northern",1,frr
485,frs,frs,,"Frisian, Eastern",1,frs
2316,,,,Fortsenal,0,frt
137,fry,fry,fy,"Frisian, Western",1,fry
2317,,,,Finnish Sign Language,0,fse
2318,,,,French Sign Language,0,fsl
2319,,,,Finland-Swedish Sign Language,0,fss
2320,,,,Adamawa Fulfulde,0,fub
2321,,,,Pulaar,0,fuc
2322,,,,East Futuna,0,fud
2323,,,,Borgu Fulfulde,0,fue
2324,,,,Pular,0,fuf
2325,,,,Western Niger Fulfulde,0,fuh
2326,,,,Bagirmi Fulfulde,0,fui
2327,,,,Ko,0,fuj
138,ful,ful,ff,Fulah,1,ful
2328,,,,Fum,0,fum
2329,,,,Fulniô,0,fun
2330,,,,Central-Eastern Niger Fulfulde,0,fuq
139,fur,fur,,Friulian,1,fur
2331,,,,Futuna-Aniwa,0,fut
2332,,,,Furu,0,fuu
2333,,,,Nigerian Fulfulde,0,fuv
2334,,,,Fuyug,0,fuy
2335,,,,Fur,0,fvr
2336,,,,Fwâi,0,fwa
2337,,,,Fwe,0,fwe
140,gaa,gaa,,Ga,1,gaa
2338,,,,Gabri,0,gab
2339,,,,Mixed Great Andamanese,0,gac
2340,,,,Gaddang,0,gad
2341,,,,Guarequena,0,gae
2342,,,,Gende,0,gaf
2343,,,,Gagauz,0,gag
2344,,,,Alekano,0,gah
2345,,,,Borei,0,gai
2346,,,,Gadsup,0,gaj
2347,,,,Gamkonora,0,gak
2348,,,,Galoli,0,gal
2349,,,,Kandawo,0,gam
2350,,,,Gan Chinese,0,gan
2351,,,,Gants,0,gao
2352,,,,Gal,0,gap
2353,,,,Gata',0,gaq
2354,,,,Galeya,0,gar
2355,,,,Adiwasi Garasia,0,gas
2356,,,,Kenati,0,gat
2357,,,,Mudhili Gadaba,0,gau
2358,,,,Nobonob,0,gaw
2359,,,,Borana-Arsi-Guji Oromo,0,gax
141,gay,gay,,Gayo,1,gay
2360,,,,West Central Oromo,0,gaz
142,gba,gba,,Gbaya,1,gba
2361,,,,Kaytetye,0,gbb
2362,,,,Karadjeri,0,gbd
2363,,,,Niksek,0,gbe
2364,,,,Gaikundi,0,gbf
2365,,,,Gbanziri,0,gbg
2366,,,,Defi Gbe,0,gbh
2367,,,,Galela,0,gbi
2368,,,,Bodo Gadaba,0,gbj
2369,,,,Gaddi,0,gbk
2370,,,,Gamit,0,gbl
2371,,,,Garhwali,0,gbm
2372,,,,Mo'da,0,gbn
2373,,,,Northern Grebo,0,gbo
2374,,,,Gbaya-Bossangoa,0,gbp
2375,,,,Gbaya-Bozoum,0,gbq
2376,,,,Gbagyi,0,gbr
2377,,,,Gbesi Gbe,0,gbs
2378,,,,Gagadu,0,gbu
2379,,,,Gbanu,0,gbv
2380,,,,Eastern Xwla Gbe,0,gbx
2381,,,,Gbari,0,gby
2382,,,,Zoroastrian Dari,0,gbz
2383,,,,Mali,0,gcc
2384,,,,Ganggalida,0,gcd
2385,,,,Galice,0,gce
2386,,,,Guadeloupean Creole French,0,gcf
2387,,,,Grenadian Creole English,0,gcl
2388,,,,Gaina,0,gcn
2389,,,,Guianese Creole French,0,gcr
2390,,,,Colonia Tovar German,0,gct
2391,,,,Gade Lohar,0,gda
2392,,,,Pottangi Ollar Gadaba,0,gdb
2393,,,,Gugu Badhun,0,gdc
2394,,,,Gedaged,0,gdd
2395,,,,Gude,0,gde
2396,,,,Guduf-Gava,0,gdf
2397,,,,Ga'dang,0,gdg
2398,,,,Gadjerawang,0,gdh
2399,,,,Gundi,0,gdi
2400,,,,Gurdjar,0,gdj
2401,,,,Gadang,0,gdk
2402,,,,Dirasha,0,gdl
2403,,,,Laal,0,gdm
2404,,,,Umanakaina,0,gdn
2405,,,,Ghodoberi,0,gdo
2406,,,,Mehri,0,gdq
2407,,,,Wipi,0,gdr
2408,,,,Ghandruk Sign Language,0,gds
2409,,,,Gudu,0,gdu
2410,,,,Godwari,0,gdx
2411,,,,Geruma,0,gea
2412,,,,Kire,0,geb
2413,,,,Gboloo Grebo,0,gec
2414,,,,Gade,0,ged
2415,,,,Gengle,0,geg
2416,,,,Hutterite German,0,geh
2417,,,,Gebe,0,gei
2418,,,,Gen,0,gej
2419,,,,Yiwom,0,gek
2420,,,,ut-Ma'in,0,gel
2421,,,,Geme,0,geq
2422,,,,Geser-Gorom,0,ges
2423,,,,Gera,0,gew
2424,,,,Garre,0,gex
2425,,,,Enya,0,gey
146,gez,gez,,Geez,1,gez
2426,,,,Patpatar,0,gfk
2427,,,,Gafat,0,gft
2428,,,,Mangetti Dune !Xung,0,gfx
2429,,,,Gao,0,gga
2430,,,,Gbii,0,ggb
2431,,,,Gugadj,0,ggd
2432,,,,Guragone,0,gge
2433,,,,Gurgula,0,ggg
2434,,,,Kungarakany,0,ggk
2435,,,,Ganglau,0,ggl
2436,,,,Eastern Gurung,0,ggn
2437,,,,Southern Gondi,0,ggo
2438,,,,Aghu Tharnggalu,0,ggr
2439,,,,Gitua,0,ggt
2440,,,,Gagu,0,ggu
2441,,,,Gogodala,0,ggw
2442,,,,Ghadamès,0,gha
2443,,,,Hiberno-Scottish Gaelic,0,ghc
2444,,,,Southern Ghale,0,ghe
2445,,,,Northern Ghale,0,ghh
2446,,,,Geko Karen,0,ghk
2447,,,,Ghulfan,0,ghl
2448,,,,Ghanongga,0,ghn
2449,,,,Ghomara,0,gho
2450,,,,Ghera,0,ghr
2451,,,,Guhu-Samane,0,ghs
2452,,,,Kuke,0,ght
2453,,,,Kitja,0,gia
2454,,,,Gibanawa,0,gib
2455,,,,Gail,0,gic
2456,,,,Gidar,0,gid
2457,,,,Goaria,0,gig
147,gil,gil,,Gilbertese,1,gil
2458,,,,Gimi (Eastern Highlands),0,gim
2459,,,,Hinukh,0,gin
2460,,,,Gimi (West New Britain),0,gip
2461,,,,Green Gelao,0,giq
2462,,,,Red Gelao,0,gir
2463,,,,North Giziga,0,gis
2464,,,,Gitxsan,0,git
2465,,,,Mulao,0,giu
2466,,,,White Gelao,0,giw
2467,,,,Gilima,0,gix
2468,,,,Giyug,0,giy
2469,,,,South Giziga,0,giz
2470,,,,Geji,0,gji
2471,,,,Kachi Koli,0,gjk
2472,,,,Gonja,0,gjn
2473,,,,Gujari,0,gju
2474,,,,Guya,0,gka
2475,,,,Ndai,0,gke
2476,,,,Gokana,0,gkn
2477,,,,Kok-Nar,0,gko
2478,,,,Guinea Kpelle,0,gkp
148,gla,gla,gd,Scottish Gaelic,1,gla
2479,,,,Bon Gula,0,glc
2480,,,,Nanai,0,gld
149,gle,gle,ga,Irish,1,gle
150,glg,glg,gl,Galician,1,glg
2481,,,,Northwest Pashayi,0,glh
2482,,,,Guliguli,0,gli
2483,,,,Gula Iro,0,glj
2484,,,,Gilaki,0,glk
2485,,,,Galambu,0,glo
2486,,,,Glaro-Twabo,0,glr
2487,,,,Gula (Chad),0,glu
151,glv,glv,gv,Manx,1,glv
2488,,,,Glavda,0,glw
2489,,,,Gule,0,gly
2490,,,,Gambera,0,gma
2491,,,,Gula'alaa,0,gmb
2492,,,,Mághdì,0,gmd
152,gmh,gmh,,"German, Middle High (ca.1050-1500)",0,gmh
2493,,,,Middle Low German,0,gml
2494,,,,Gbaya-Mbodomo,0,gmm
2495,,,,Gimnime,0,gmn
2496,,,,Gumalu,0,gmu
2497,,,,Gamo,0,gmv
2498,,,,Magoma,0,gmx
2499,,,,Mycenaean Greek,0,gmy
2500,,,,Kaansa,0,gna
2501,,,,Gangte,0,gnb
2502,,,,Guanche,0,gnc
2503,,,,Zulgo-Gemzek,0,gnd
2504,,,,Ganang,0,gne
2505,,,,Ngangam,0,gng
2506,,,,Lere,0,gnh
2507,,,,Gooniyandi,0,gni
2508,,,,//Gana,0,gnk
2509,,,,Gangulu,0,gnl
2510,,,,Ginuman,0,gnm
2511,,,,Gumatj,0,gnn
2512,,,,Northern Gondi,0,gno
2513,,,,Gana,0,gnq
2514,,,,Gureng Gureng,0,gnr
2515,,,,Guntai,0,gnt
2516,,,,Gnau,0,gnu
2517,,,,Western Bolivian Guaraní,0,gnw
2518,,,,Ganzi,0,gnz
2519,,,,Guro,0,goa
2520,,,,Playero,0,gob
2521,,,,Gorakor,0,goc
2522,,,,Godié,0,god
2523,,,,Gongduk,0,goe
2524,,,,Gofa,0,gof
2525,,,,Gogo,0,gog
153,goh,goh,,"German, Old High (ca.750-1050)",0,goh
2526,,,,Gobasi,0,goi
2527,,,,Gowlan,0,goj
2528,,,,Gowli,0,gok
2529,,,,Gola,0,gol
2530,,,,Goan Konkani,0,gom
154,gon,gon,,Gondi,1,gon
2531,,,,Gone Dau,0,goo
2532,,,,Yeretuar,0,gop
2533,,,,Gorap,0,goq
155,gor,gor,,Gorontalo,1,gor
2534,,,,Gronings,0,gos
156,got,got,,Gothic,1,got
2535,,,,Gavar,0,gou
2536,,,,Gorowa,0,gow
2537,,,,Gobu,0,gox
2538,,,,Goundo,0,goy
2539,,,,Gozarkhani,0,goz
2540,,,,Gupa-Abawa,0,gpa
2541,,,,Ghanaian Pidgin English,0,gpe
2542,,,,Taiap,0,gpn
2543,,,,Ga'anda,0,gqa
2544,,,,Guiqiong,0,gqi
2545,,,,Guana (Brazil),0,gqn
2546,,,,Gor,0,gqr
2547,,,,Qau,0,gqu
2548,,,,Rajput Garasia,0,gra
157,grb,grb,,Grebo,1,grb
158,grc,grc,,"Greek, Ancient",1,grc
2549,,,,Guruntum-Mbaaru,0,grd
2550,,,,Madi,0,grg
2551,,,,Gbiri-Niragu,0,grh
2552,,,,Ghari,0,gri
2553,,,,Southern Grebo,0,grj
2554,,,,Kota Marudu Talantang,0,grm
160,grn,grn,gn,Guarani,1,grn
2555,,,,Groma,0,gro
2556,,,,Gorovu,0,grq
2557,,,,Taznatit,0,grr
2558,,,,Gresi,0,grs
2559,,,,Garo,0,grt
2560,,,,Kistane,0,gru
2561,,,,Central Grebo,0,grv
2562,,,,Gweda,0,grw
2563,,,,Guriaso,0,grx
2564,,,,Barclayville Grebo,0,gry
2565,,,,Guramalum,0,grz
2566,,,,Ghanaian Sign Language,0,gse
2567,,,,German Sign Language,0,gsg
2568,,,,Gusilay,0,gsl
2569,,,,Guatemalan Sign Language,0,gsm
2570,,,,Gusan,0,gsn
2571,,,,Southwest Gbaya,0,gso
2572,,,,Wasembo,0,gsp
2573,,,,Greek Sign Language,0,gss
476,gsw,gsw,,"German, Swiss",1,gsw
2574,,,,Guató,0,gta
2575,,,,Gbati-ri,0,gti
2576,,,,Shiki,0,gua
2577,,,,Guajajára,0,gub
2578,,,,Wayuu,0,guc
2579,,,,Yocoboué Dida,0,gud
2580,,,,Gurinji,0,gue
2581,,,,Gupapuyngu,0,guf
2582,,,,Paraguayan Guaraní,0,gug
2583,,,,Guahibo,0,guh
2584,,,,Eastern Bolivian Guaraní,0,gui
161,guj,guj,gu,Gujarati,1,guj
2585,,,,Gumuz,0,guk
2586,,,,Sea Island Creole English,0,gul
2587,,,,Guambiano,0,gum
2588,,,,Mbyá Guaraní,0,gun
2589,,,,Guayabero,0,guo
2590,,,,Gunwinggu,0,gup
2591,,,,Aché,0,guq
2592,,,,Farefare,0,gur
2593,,,,Guinean Sign Language,0,gus
2594,,,,Maléku Jaíka,0,gut
2595,,,,Yanomamö,0,guu
2596,,,,Gey,0,guv
2597,,,,Gun,0,guw
2598,,,,Gourmanchéma,0,gux
2599,,,,Gusii,0,guz
2600,,,,Guana (Paraguay),0,gva
2601,,,,Guanano,0,gvc
2602,,,,Duwet,0,gve
2603,,,,Golin,0,gvf
2604,,,,Guajá,0,gvj
2605,,,,Gulay,0,gvl
2606,,,,Gurmana,0,gvm
2607,,,,Kuku-Yalanji,0,gvn
2608,,,,Gavião Do Jiparaná,0,gvo
2609,,,,Pará Gavião,0,gvp
2610,,,,Western Gurung,0,gvr
2611,,,,Gumawana,0,gvs
2612,,,,Guyani,0,gvy
2613,,,,Mbato,0,gwa
2614,,,,Gwa,0,gwb
2615,,,,Kalami,0,gwc
2616,,,,Gawwada,0,gwd
2617,,,,Gweno,0,gwe
2618,,,,Gowro,0,gwf
2619,,,,Moo,0,gwg
162,gwi,gwi,,Gwich'in,1,gwi
2620,,,,/Gwi,0,gwj
2621,,,,Awngthim,0,gwm
2622,,,,Gwandara,0,gwn
2623,,,,Gwere,0,gwr
2624,,,,Gawar-Bati,0,gwt
2625,,,,Guwamu,0,gwu
2626,,,,Kwini,0,gww
2627,,,,Gua,0,gwx
2628,,,,Wè Southern,0,gxx
2629,,,,Northwest Gbaya,0,gya
2630,,,,Garus,0,gyb
2631,,,,Kayardild,0,gyd
2632,,,,Gyem,0,gye
2633,,,,Gungabula,0,gyf
2634,,,,Gbayi,0,gyg
2635,,,,Gyele,0,gyi
2636,,,,Gayil,0,gyl
2637,,,,Ngäbere,0,gym
2638,,,,Guyanese Creole English,0,gyn
2639,,,,Guarayu,0,gyr
2640,,,,Gunya,0,gyy
2641,,,,Ganza,0,gza
2642,,,,Gazi,0,gzi
2643,,,,Gane,0,gzn
2644,,,,Han,0,haa
2645,,,,Hanoi Sign Language,0,hab
2646,,,,Gurani,0,hac
2647,,,,Hatam,0,had
2648,,,,Eastern Oromo,0,hae
2649,,,,Haiphong Sign Language,0,haf
2650,,,,Hanga,0,hag
2651,,,,Hahon,0,hah
163,hai,hai,,Haida,1,hai
2652,,,,Hajong,0,haj
2653,,,,Hakka Chinese,0,hak
2654,,,,Halang,0,hal
2655,,,,Hewa,0,ham
2656,,,,Hangaza,0,han
2657,,,,Hakö,0,hao
2658,,,,Hupla,0,hap
2659,,,,Ha,0,haq
2660,,,,Harari,0,har
2661,,,,Haisla,0,has
164,hat,hat,ht,Haitian Creole,1,hat
165,hau,hau,ha,Hausa,1,hau
2662,,,,Havu,0,hav
166,haw,haw,,Hawaiian,1,haw
2663,,,,Southern Haida,0,hax
2664,,,,Haya,0,hay
2665,,,,Hazaragi,0,haz
2666,,,,Hamba,0,hba
2667,,,,Huba,0,hbb
2668,,,,Heiban,0,hbn
2669,,,,Ancient Hebrew,0,hbo
2670,,,sh,Serbo-Croatian,0,hbs
2671,,,,Habu,0,hbu
2672,,,,Andaman Creole Hindi,0,hca
2673,,,,Huichol,0,hch
2674,,,,Northern Haida,0,hdn
2675,,,,Honduras Sign Language,0,hds
2676,,,,Hadiyya,0,hdy
2677,,,,Northern Qiandong Miao,0,hea
167,heb,heb,he,Hebrew,1,heb
2678,,,,Herdé,0,hed
2679,,,,Helong,0,heg
2680,,,,Hehe,0,heh
2681,,,,Heiltsuk,0,hei
2682,,,,Hemba,0,hem
168,her,her,hz,Herero,1,her
2683,,,,Hai//om,0,hgm
2684,,,,Haigwai,0,hgw
2685,,,,Hoia Hoia,0,hhi
2686,,,,Kerak,0,hhr
2687,,,,Hoyahoya,0,hhy
2688,,,,Lamang,0,hia
2689,,,,Hibito,0,hib
2690,,,,Hidatsa,0,hid
2691,,,,Fiji Hindi,0,hif
2692,,,,Kamwe,0,hig
2693,,,,Pamosu,0,hih
2694,,,,Hinduri,0,hii
2695,,,,Hijuk,0,hij
2696,,,,Seit-Kaitetu,0,hik
169,hil,hil,,Hiligaynon,1,hil
171,hin,hin,hi,Hindi,1,hin
2697,,,,Tsoa,0,hio
2698,,,,Himarimã,0,hir
172,hit,hit,,Hittite,0,hit
2699,,,,Hiw,0,hiw
2700,,,,Hixkaryána,0,hix
2701,,,,Haji,0,hji
2702,,,,Kahe,0,hka
2703,,,,Hunde,0,hke
2704,,,,Hunjara-Kaina Ke,0,hkk
2705,,,,Hong Kong Sign Language,0,hks
2706,,,,Halia,0,hla
2707,,,,Halbi,0,hlb
2708,,,,Halang Doan,0,hld
2709,,,,Hlersu,0,hle
2710,,,,Matu Chin,0,hlt
2711,,,,Hieroglyphic Luwian,0,hlu
2712,,,,Southern Mashan Hmong,0,hma
2713,,,,Humburi Senni Songhay,0,hmb
2714,,,,Central Huishui Hmong,0,hmc
2715,,,,Large Flowery Miao,0,hmd
2716,,,,Eastern Huishui Hmong,0,hme
2717,,,,Hmong Don,0,hmf
2718,,,,Southwestern Guiyang Hmong,0,hmg
2719,,,,Southwestern Huishui Hmong,0,hmh
2720,,,,Northern Huishui Hmong,0,hmi
2721,,,,Ge,0,hmj
2722,,,,Maek,0,hmk
2723,,,,Luopohe Hmong,0,hml
2724,,,,Central Mashan Hmong,0,hmm
173,hmn,hmn,,Hmong,1,hmn
174,hmo,hmo,ho,Hiri Motu,1,hmo
2725,,,,Northern Mashan Hmong,0,hmp
2726,,,,Eastern Qiandong Miao,0,hmq
2727,,,,Hmar,0,hmr
2728,,,,Southern Qiandong Miao,0,hms
2729,,,,Hamtai,0,hmt
2730,,,,Hamap,0,hmu
2731,,,,Hmong Dô,0,hmv
2732,,,,Western Mashan Hmong,0,hmw
2733,,,,Southern Guiyang Hmong,0,hmy
2734,,,,Hmong Shua,0,hmz
2735,,,,Mina (Cameroon),0,hna
2736,,,,Southern Hindko,0,hnd
2737,,,,Chhattisgarhi,0,hne
2738,,,,//Ani,0,hnh
2739,,,,Hani,0,hni
2740,,,,Hmong Njua,0,hnj
2741,,,,Hanunoo,0,hnn
2742,,,,Northern Hindko,0,hno
2743,,,,Caribbean Hindustani,0,hns
2744,,,,Hung,0,hnu
2745,,,,Hoava,0,hoa
2746,,,,Mari (Madang Province),0,hob
2747,,,,Ho,0,hoc
2748,,,,Holma,0,hod
2749,,,,Horom,0,hoe
2750,,,,Hobyót,0,hoh
2751,,,,Holikachuk,0,hoi
2752,,,,Hadothi,0,hoj
2753,,,,Holu,0,hol
2754,,,,Homa,0,hom
2755,,,,Holoholo,0,hoo
2756,,,,Hopi,0,hop
2757,,,,Horo,0,hor
2758,,,,Ho Chi Minh City Sign Language,0,hos
2759,,,,Hote,0,hot
2760,,,,Hovongan,0,hov
2761,,,,Honi,0,how
2762,,,,Holiya,0,hoy
2763,,,,Hozo,0,hoz
2764,,,,Hpon,0,hpo
2765,,,,Hawai'i Pidgin Sign Language,0,hps
2766,,,,Hrangkhol,0,hra
2767,,,,Hre,0,hre
2768,,,,Haruku,0,hrk
2769,,,,Horned Miao,0,hrm
2770,,,,Haroi,0,hro
2771,,,,Hértevin,0,hrt
2772,,,,Hruso,0,hru
366,hrv,hrv,hr,Croatian,1,hrv
2773,,,,Hunsrik,0,hrx
2774,,,,Harzani,0,hrz
175,hsb,hsb,,"Sorbian, Upper",1,hsb
2775,,,,Hungarian Sign Language,0,hsh
2776,,,,Hausa Sign Language,0,hsl
2777,,,,Xiang Chinese,0,hsn
2778,,,,Harsusi,0,hss
2779,,,,Hoti,0,hti
2780,,,,Minica Huitoto,0,hto
2781,,,,Hadza,0,hts
2782,,,,Hitu,0,htu
2783,,,,Middle Hittite,0,htx
2784,,,,Huambisa,0,hub
2785,,,,=/Hua,0,huc
2786,,,,Huaulu,0,hud
2787,,,,San Francisco Del Mar Huave,0,hue
2788,,,,Humene,0,huf
2789,,,,Huachipaeri,0,hug
2790,,,,Huilliche,0,huh
2791,,,,Huli,0,hui
2792,,,,Northern Guiyang Hmong,0,huj
2793,,,,Hulung,0,huk
2794,,,,Hula,0,hul
2795,,,,Hungana,0,hum
176,hun,hun,hu,Hungarian,1,hun
2796,,,,Hu,0,huo
177,hup,hup,,Hupa,1,hup
2797,,,,Tsat,0,huq
2798,,,,Halkomelem,0,hur
2799,,,,Huastec,0,hus
2800,,,,Humla,0,hut
2801,,,,Murui Huitoto,0,huu
2802,,,,San Mateo Del Mar Huave,0,huv
2803,,,,Hukumina,0,huw
2804,,,,Nüpode Huitoto,0,hux
2805,,,,Hulaulá,0,huy
2806,,,,Hunzib,0,huz
2807,,,,Haitian Vodoun Culture Language,0,hvc
2808,,,,San Dionisio Del Mar Huave,0,hve
2809,,,,Haveke,0,hvk
2810,,,,Sabu,0,hvn
2811,,,,Santa María Del Mar Huave,0,hvv
2812,,,,Wané,0,hwa
2813,,,,Hawai'i Creole English,0,hwc
2814,,,,Hwana,0,hwo
2815,,,,Hya,0,hya
21,hye,arm,hy,Armenian,1,hye
2816,,,,Iaai,0,iai
2817,,,,Iatmul,0,ian
2818,,,,Iapama,0,iap
2819,,,,Purari,0,iar
178,iba,iba,,Iban,1,iba
2820,,,,Ibibio,0,ibb
2821,,,,Iwaidja,0,ibd
2822,,,,Akpes,0,ibe
2823,,,,Ibanag,0,ibg
2824,,,,Ibaloi,0,ibl
2825,,,,Agoi,0,ibm
2826,,,,Ibino,0,ibn
179,ibo,ibo,ig,Igbo,1,ibo
2827,,,,Ibuoro,0,ibr
2828,,,,Ibu,0,ibu
2829,,,,Ibani,0,iby
2830,,,,Ede Ica,0,ica
2831,,,,Etkywan,0,ich
2832,,,,Icelandic Sign Language,0,icl
2833,,,,Islander Creole English,0,icr
2834,,,,Idakho-Isukha-Tiriki,0,ida
2835,,,,Indo-Portuguese,0,idb
2836,,,,Idon,0,idc
2837,,,,Ede Idaca,0,idd
2838,,,,Idere,0,ide
2839,,,,Idi,0,idi
181,ido,ido,io,Ido,1,ido
2840,,,,Indri,0,idr
2841,,,,Idesa,0,ids
2842,,,,Idaté,0,idt
2843,,,,Idoma,0,idu
2844,,,,Amganad Ifugao,0,ifa
2845,,,,Batad Ifugao,0,ifb
2846,,,,Ifè,0,ife
2847,,,,Ifo,0,iff
2848,,,,Tuwali Ifugao,0,ifk
2849,,,,Teke-Fuumu,0,ifm
2850,,,,Mayoyao Ifugao,0,ifu
2851,,,,Keley-I Kallahan,0,ify
2852,,,,Ebira,0,igb
2853,,,,Igede,0,ige
2854,,,,Igana,0,igg
2855,,,,Igala,0,igl
2856,,,,Kanggape,0,igm
2857,,,,Ignaciano,0,ign
2858,,,,Isebe,0,igo
2859,,,,Interglossa,0,igs
2860,,,,Igwe,0,igw
2861,,,,Iha Based Pidgin,0,ihb
2862,,,,Ihievbe,0,ihi
2863,,,,Iha,0,ihp
2864,,,,Bidhawal,0,ihw
182,iii,iii,ii,Sichuan Yi,1,iii
2865,,,,Izon,0,ijc
2866,,,,Biseni,0,ije
2867,,,,Ede Ije,0,ijj
2868,,,,Kalabari,0,ijn
2869,,,,Southeast Ijo,0,ijs
2870,,,,Eastern Canadian Inuktitut,0,ike
2871,,,,Iko,0,iki
2872,,,,Ika,0,ikk
2873,,,,Ikulu,0,ikl
2874,,,,Olulumo-Ikom,0,iko
2875,,,,Ikpeshi,0,ikp
2876,,,,Inuinnaqtun,0,ikt
184,iku,iku,iu,Inuktitut,1,iku
2877,,,,Iku-Gora-Ankwa,0,ikv
2878,,,,Ikwere,0,ikw
2879,,,,Ik,0,ikx
2880,,,,Ikizu,0,ikz
2881,,,,Ile Ape,0,ila
2882,,,,Ila,0,ilb
185,ile,ile,ie,Interlingue,1,ile
2883,,,,Garig-Ilgar,0,ilg
2884,,,,Ili Turki,0,ili
2885,,,,Ilongot,0,ilk
2886,,,,Iranun,0,ill
186,ilo,ilo,,Iloko,1,ilo
2887,,,,International Sign,0,ils
2888,,,,Ili'uun,0,ilu
2889,,,,Ilue,0,ilv
2890,,,,Talur,0,ilw
2891,,,,Mala Malasar,0,ima
2892,,,,Imeraguen,0,ime
2893,,,,Anamgura,0,imi
2894,,,,Miluk,0,iml
2895,,,,Imonda,0,imn
2896,,,,Imbongu,0,imo
2897,,,,Imroing,0,imr
2898,,,,Marsian,0,ims
2899,,,,Milyan,0,imy
187,ina,ina,ia,Interlingua,1,ina
2900,,,,Inga,0,inb
189,ind,ind,id,Indonesian,1,ind
2901,,,,Degexit'an,0,ing
191,inh,inh,,Ingush,1,inh
2902,,,,Jungle Inga,0,inj
2903,,,,Indonesian Sign Language,0,inl
2904,,,,Minaean,0,inm
2905,,,,Isinai,0,inn
2906,,,,Inoke-Yate,0,ino
2907,,,,Iñapari,0,inp
2908,,,,Indian Sign Language,0,ins
2909,,,,Intha,0,int
2910,,,,Ineseño,0,inz
2911,,,,Inor,0,ior
2912,,,,Tuma-Irumu,0,iou
2913,,,,Iowa-Oto,0,iow
2914,,,,Ipili,0,ipi
192,ipk,ipk,ik,Inupiaq,1,ipk
2915,,,,Ipiko,0,ipo
2916,,,,Iquito,0,iqu
2917,,,,Iresim,0,ire
2918,,,,Irarutu,0,irh
2919,,,,Irigwe,0,iri
2920,,,,Iraqw,0,irk
2921,,,,Irántxe,0,irn
2922,,,,Ir,0,irr
2923,,,,Irula,0,iru
2924,,,,Kamberau,0,irx
2925,,,,Iraya,0,iry
2926,,,,Isabi,0,isa
2927,,,,Isconahua,0,isc
2928,,,,Isnag,0,isd
2929,,,,Italian Sign Language,0,ise
2930,,,,Irish Sign Language,0,isg
2931,,,,Esan,0,ish
2932,,,,Nkem-Nkum,0,isi
2933,,,,Ishkashimi,0,isk
180,isl,ice,is,Icelandic,1,isl
2934,,,,Masimasi,0,ism
2935,,,,Isanzu,0,isn
2936,,,,Isoko,0,iso
2937,,,,Israeli Sign Language,0,isr
2938,,,,Istriot,0,ist
2939,,,,Isu (Menchum Division),0,isu
2980,,,,Jamaican Creole English,1,jam
2940,,,,Binongan Itneg,0,itb
2941,,,,Itene,0,ite
2942,,,,Inlaod Itneg,0,iti
2943,,,,Judeo-Italian,0,itk
2944,,,,Itelmen,0,itl
2945,,,,Itu Mbon Uzo,0,itm
2946,,,,Itonama,0,ito
2947,,,,Iteri,0,itr
2948,,,,Isekiri,0,its
2949,,,,Maeng Itneg,0,itt
2950,,,,Itawit,0,itv
2951,,,,Ito,0,itw
2952,,,,Itik,0,itx
2953,,,,Moyadan Itneg,0,ity
2954,,,,Itzá,0,itz
2955,,,,Iu Mien,0,ium
2956,,,,Ibatan,0,ivb
2957,,,,Ivatan,0,ivv
2958,,,,I-Wak,0,iwk
2959,,,,Iwam,0,iwm
2960,,,,Iwur,0,iwo
2961,,,,Sepik Iwam,0,iws
2962,,,,Ixcatec,0,ixc
2963,,,,Ixil,0,ixl
2964,,,,Iyayu,0,iya
2965,,,,Mesaka,0,iyo
2966,,,,Yaka (Congo),0,iyx
2968,,,,Izi-Ezaa-Ikwo-Mgbo,0,izi
2969,,,,Izere,0,izr
2970,,,,Jamamadí,0,jaa
2971,,,,Hyam,0,jab
2972,,,,Popti',0,jac
2973,,,,Jahanka,0,jad
2974,,,,Yabem,0,jae
2975,,,,Jara,0,jaf
2976,,,,Jah Hut,0,jah
2977,,,,Zazao,0,jaj
2978,,,,Jakun,0,jak
2979,,,,Yalahatan,0,jal
2981,,,,Jandai,0,jan
2982,,,,Yanyuwa,0,jao
2983,,,,Yaqay,0,jaq
2984,,,,New Caledonian Javanese,0,jas
2985,,,,Jakati,0,jat
2986,,,,Yaur,0,jau
196,jav,jav,jv,Javanese,1,jav
2987,,,,Jambi Malay,0,jax
2988,,,,Yan-nhangu,0,jay
2989,,,,Jawe,0,jaz
2990,,,,Judeo-Berber,0,jbe
