32bit or 64bit os,3d glasses included,3d ready,<page title>,backlit keyboard,battery cells,battery life hrs,battery life range,battery type,bluetooth version,built in speakers,color,condition,cpu brand,cpu cache mb,cpu core,cpu series,cpu speed,cpu speed range,depth in,display type,energy star compliant,esata port,fingerprint reader,gpu chipset,gpu memory,gpu video type,hard drive capacity,hard drive capacity range,hard drive interface,hard drive speed,hard drive type,hdmi outputs,hdmi ports,headphone jacks number,height in,included software bundles,item weight lbs,laptop type,lifestyle,manufacturer warranty hardware,manufacturer warranty labor,manufacturer warranty software,max resolution format,maximum memory supported,maximum screen resolution,memory range,memory type,mouse type,networking capability,numeric keypad,operating system,operating system version,optical audio port,optical drive type,package contents,pc card type,screen size by diagonal measure,screen size range,ssd boot drive,total firewire ports,total parallel ports,total serial ports,total system memory,total usb 20 ports,total usb 30 ports,touch screen,tv tuner,vga out,webcam included,widi ready intel wireless display,width in,wireless networking,general warranty,aspect ratio,audio channels,battery capacity ma,bluray read speed max,bluray rewrite speed max,bluray write speed max,cd read speed max,cdr write speed max,cdrw rewrite speed max,dvd read speed max,dvd rewrite speed max,dvd write speed max,microphone jacks,multimedia card built in,multimedia card type,power supply capacity in watts,product bundle,security lock slot,memory speed,64bit computing processor chipset,audio features audio video,capacity battery,chipset processor chipset,color miscellaneous,cpu processor chipset,depth dimensions weight,features display,features input,features miscellaneous,features processor chipset,graphics processor audio video,height dimensions weight,included accessories miscellaneous,included service general,input ac adapter,interfaces connections expansion,lcd backlight technology display,main storage storage,max turbo speed processor chipset,mechanical design general,memory card reader connections expansion,number of cores processor chipset,operating system general,output ac adapter,product type general,ram memory,resolution display,run time battery,sound audio video,speed memory,technology memory,touchscreen display,type display,type input,weight dimensions weight,widescreen display,width dimensions weight,wireless communications,camera in megapixels,caching techology storage,codec audio video,color support display,compliant standards audio video,compliant standards miscellaneous,empty slots memory,epeat compliant environmental standards,features modem,form factor memory,front side bus processor chipset,humidity range operating environmental parameters,interface storage,localization miscellaneous,manufacturer selling program miscellaneous,max transfer rate modem,memory allocation technology audio video,microsoft office preloaded software,min operating temperature environmental parameters,network interface communications,platform technology processor chipset,power efficiency processor chipset,protocols specifications modem,slots connections expansion,slots qty memory,sound emission environmental parameters,the worlds best engineering in action,wireless controller communications,optical drive storage,software included software,cool and quiet design,expansion bays connections expansion,image aspect ratio display,installed qty battery,integrated options miscellaneous,max supported qty battery,outstanding battery life,service support details manufacturer warranty,switchable graphics,system type general
32-bit,None,No,Buy  IBM - Lenovo ThinkPad T60 Intel Core Duo 1.8GHz 1GB RAM 60GB DVD-CDRW Windows 7 Home - Refurbished ENERGY STAR® - T60-PL from MyGofer.com,No,6-cell,3.0,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,2,Dual-core,Core 2 Duo,1.8,1.4 to 1.9 GHz,10.6,LCD,Yes,Yes,Yes,ATI,256MB,N/A,100GB,Less than 128GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,No,0,1.0,1.0,N/A,6.4,PC laptops,Business,N/A,N/A,N/A,None,4GB,1280 x 800,2GB or less,DDR2,Touchpad,LAN & Wireless,No,Windows,Windows 7 Home,Coaxial,DVD+/-R/RW,"Laptop , Battery & Charger",None,14.1,11 inches to 14.9 inches,No,None,None,None,1024.0,3,0.0,No,Yes,Yes,No,No,10.0,802.11G,,16 : 9 ( Widescreen ),,,,,,,,,,,,1.0,No,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Dell Latitude XT2 Core 2 Duo 1.6GHz GB RAM 120GB HDD WIN7-H - Refurbished ENERGY STAR® - Latitude XT2 from MyGofer.com,No,6-cell,5.0,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,2,Dual-core,Core 2 Duo,1600,1.4 to 1.9 GHz,8.7,LCD,Yes,Yes,No,Intel,Intel,Intel,5000,500GB to 749GB,SATA II ( 3 Gb/s ),7200 rpm,Traditional,No,None,1.0,1.1,None,3.7,PC laptops,"Home & Student , Business",N/A,N/A,N/A,None,8GB,1280 x 800,6.1GB - 8GB,DDR3,Touchpad,802.11b/g/n,No,Windows,Windows 7 Home Premium,Optical,None,Laptop & charger,PCMCIA,12.1,11 inches to 14.9 inches,No,1,None,None,2.0,2,0.0,Yes,No,Yes,No,No,11.7,"802.11N , 802.11G , 802.11B",,16 : 9 ( Widescreen ),2.1,,No Drive,No Drive,No Drive,,,,No Drive,No Drive,No Drive,2.0,No,,305.0,No,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Dell Latitude E6400 Core 2 Duo 2.2GHz 2GB RAM 80GB HDD CDRW WIN7-H - Refurbished ENERGY STAR® - Latitude E6400 from MyGofer.com,Yes,6-cell,5.0,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,2,Dual-core,Core 2 Duo,2200,2.0 to 3 GHz,9.37,LCD,Yes,Yes,No,Intel,Intel,Intel,7500,750GB to 999GB,SATA II ( 3 Gb/s ),7200 rpm,Traditional,No,None,1.0,1.1,None,4.3,PC laptops,"Home & Student , Business",N/A,N/A,N/A,None,8GB,1280 x 800,6.1GB - 8GB,DDR2,Touchpad,802.11b/g/n,No,Windows,Windows 7 Home Premium,Optical,DVD+/-R/RW,Laptop & charger,PCMCIA,14.1,11 inches to 14.9 inches,No,1,None,None,2.0,4,0.0,No,No,Yes,No,No,13.1,"802.11N , 802.11G , 802.11B",,16 : 9 ( Widescreen ),2.1,,No Drive,No Drive,No Drive,,,,8X,8X,8X,2.0,No,,135.0,No,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6420 refurbished laptop PC I5 2.5/4GB/500GB/DVDRW/14/Webcam/W7P64 - E6420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Lenovo ThinkPad T410 Core i5 2.5GHz 2GB RAM 160GB HDD WIN7-H Refurbished ENERGY STAR® - ThinkPad T410 from MyGofer.com,Yes,9-cell,5.5,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,L3 - 3 MB,Dual-core,Core i5,2500,2.0 to 3 GHz,9.4,TFT,Yes,Yes,Yes,Intel,Yes,Integrated,Refurbished,250GB to 499GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.3,Laptop & adapter,5.4,PC laptops,"Home & Student , Business",3 years warranty,3 years warranty,3 years warranty,720p,8 GB,1280 x 800,2GB or less,DDR3,Touchpad,"WiFi , LAN",No,Windows,32-bit,No port,CD-RW/DVD Combo Drive,No,None,14.1,11 inches to 14.9 inches,Yes,None,None,None,2048.0,4,0.0,No,No,Yes,No,No,14.1,"802.11N , 802.11G , 802.11B",3 years warranty,16 : 9 ( Widescreen ),2.1,,No Drive,No Drive,No Drive,16X,16X,32X,,,,,,,,,,,Yes,,,Mobile Intel QM57 Express,,Intel Core i5 520M / 2.4 GHz,9.4 in,Anti-glare,"Spill-resistant , multi-touch touchpad","Security lock slot ( cable lock sold separately ) , administrator password , hard drive password , power-on password , ThinkVantage Active Protection System , ThinkPad Roll Cage , Intel Active Management Technology ( iAMT )",Hyper-Threading Technology,NVIDIA NVS 3100M - 256 MB,1.3 in,,,AC 120/230 V ( 50/60 Hz ),LAN ¦ Microphone input ¦ Headphone output ¦ DisplayPort ¦ 3 x USB 2.0 ¦ USB 2.0/eSATA ¦ VGA ¦ PoweredUSB 2.0,LED backlight,,,,"5 in 1 ( SD Card , Memory Stick , Memory Stick PRO , MultiMediaCard , SDHC Memory Card )",Dual-Core,,"90 Watt , 20 V",,2 GB ( 1 x 2 GB ),1280 x 800 ( WXGA ),Up to 8.3 hours,"Stereo speakers , microphone",1066 MHz / PC3-8500,DDR3 SDRAM,,14.1 '',"Keyboard , TrackPoint , UltraNav",5.3 lbs,Yes,13.2 in,"802.11 a/b/g/n , Bluetooth 2.1",0.0,,CX20585,,High Definition Audio,"MPR II , BSMI , GOST , cUL , MPR III , NOM , SASO , VCCI-II , UL 60950 , CB , FCC Part 15 B , CER , CCC , MIC , RoHS",1.0,EPEAT Gold,V.92 upgradable,SO DIMM 204-pin,,,Serial ATA-300,English,Global Models Plus,56 Kbps,,Includes a pre-loaded image of select Microsoft Office 2010 suites . Purchase an Office 2010 Product Key Card or disc to activate preloaded software on this PC .,,Gigabit Ethernet,Intel vPro Technology,,ITU V.90,1 x ExpressCard/34 ( 1 free ),2.0,,,Intel WiFi Link 6200,DVD-Writer - removable,"ThinkVantage Access Connections , Adobe Flash Player , ThinkVantage Power Manager , ThinkVantage Rescue and Recovery , Adobe Reader , Fingerprint Software , Skype , ThinkVantage System Update , Roxio My DVD , Lenovo Password Manager , Norton Internet",Best engineered fan technology for focused air flow which provides for cooler systems and balanced temperatures across the system .,1 x Ultrabay Slim,16 : 10,1.0,ThinkLight,2.0,Power management feature enables extended battery life . The enhanced battery stretch feature also allows users to select the most efficient power management on demand .,Limited warranty - parts and labor - 3 years - on-site - response time : next business day - availability : 9 hours a day / Monday-Friday ¦ Limited warranty - battery - 1 year,Provision for an easy switch between discrete and integrated graphics processing unit which enables maximized battery life and performance .,Notebook
64-bit,None,No,Buy  Dell Dell E6420 refurbished laptop PC I5 2.5/4GB/750GB/DVDRW/14/W7P64 - E6420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  HP NC6400 Refurbished 14.1 Laptop, Intel CoreDuo 1.8GHz, 2GB, 80GB, CDRW/DVD, Windows7 Home Premium ENERGY STAR® - NHN640-M18HEEDG from MyGofer.com",No,6-cell,2.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,2MB,Dual-core,Intel Core Duo,1800,1.4 to 1.9 GHz,9.4,LCD,Yes,No,No,Intel,Shared with system memory,Intergrated,80,Less than 128GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.2,"Windows7 Home Premium , Open Office , Windows Live Essentials , Firefox , Adobe Reader X , Adobe Flash Player",5.2,PC laptops,Home & Student,90 Days Parts and Labor,90 Days Parts and Labor,90 Days Parts and Labor,None,4GB,1280 x 800,2GB or less,DDR2,None,"10/100/1000 NIC , Gigabit LAN",No,Windows,Windows 7 Home Premium,No port,CD-RW/DVD Combo Drive,"Computer System , AC Adaptor , Welcome Letter , Warranty Card , System Recovery Instructions",PCMCIA,14.1,11 inches to 14.9 inches,No,None,None,None,2.0,3,3.0,No,No,Yes,No,No,13.0,802.11G,90 days parts and labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  HP NC6400 Refurbished 14.1 Laptop, Intel CoreDuo 1.8GHz, 2GB, 80GB, CDRW/DVD, Windows7 Home Premium ENERGY STAR® - NHN640-M18HEEDG from MyGofer.com",No,6-cell,2.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,2MB,Dual-core,Intel Core Duo,1800,1.4 to 1.9 GHz,9.4,LCD,Yes,No,No,Intel,Shared with system memory,Intergrated,80,Less than 128GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.2,"Windows7 Home Premium , Open Office , Windows Live Essentials , Firefox , Adobe Reader X , Adobe Flash Player",5.2,PC laptops,Home & Student,90 Days Parts and Labor,90 Days Parts and Labor,90 Days Parts and Labor,None,4GB,1280 x 800,2GB or less,DDR2,None,"10/100/1000 NIC , Gigabit LAN",No,Windows,Windows 7 Home Premium,No port,CD-RW/DVD Combo Drive,"Computer System , AC Adaptor , Welcome Letter , Warranty Card , System Recovery Instructions",PCMCIA,14.1,11 inches to 14.9 inches,No,None,None,None,2.0,3,3.0,No,No,Yes,No,No,13.0,802.11G,90 days parts and labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6420 refurbished laptop PC I5 2.5/4GB/750GB/DVDRW/14/Webcam/W7P64 - E6420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6520 refurbished laptop PC I5 2.5/4GB/500GB/DVDRW/15.6/W7P64 - E6520 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,500,500GB to 749GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,1,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,15.6,15 inches to 15.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Lenovo Lenovo T420 refurbished laptop PC I5 2.5/4GB/750GB/DVDRW/14/Webcam/W7P64 - T420 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Black,Refurbished,Intel,4MB,Dual-core,Core I series,2.5,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,Yes,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Lenovo T410 refurbished laptop PC I5-2.4/4096/250/DVDRW/14""/W7P64/Webcam - T410 from MyGofer.com",No,4-cell,2.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Multi color,Refurbished,Intel,2MB,Dual-core,Iseries,2.4,2.0 to 3 GHz,1.2,LCD,No,No,No,Intel,up to 64MB Shared Memory,Integrated Graphic,250GB,250GB to 499GB,SATA ( 1.5Gb/s ),5400 rpm,Traditional,No,None,1.0,13.2,N/A,5.0,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,4GB,1280 x 800,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional,No port,DVD+/-R/RW,"PC , power cord , set up guide",ExpressCard,14.0,11 inches to 14.9 inches,No,None,None,None,4.0,2,0.0,No,No,No,Yes,No,9.4,802.11G,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,"Buy  Dell Latitude Refurbished E6400 14.1"" Laptop Intel Core 2 Duo 2.2GHz 2GB Ram 80GB HDD CDRW/DVD Window7 HP (B Grade: Scratch & Dent) ENERGY STAR® - NBDEE64M22MECBG from MyGofer.com",No,6-cell,1.0,0-2.9 Hrs,Lithium polymer,No Bluetooth,Yes,Black,Refurbished,Intel,4,Dual-core,Core 2 Duo,2200,2.0 to 3 GHz,1.0,LCD,Yes,No,No,Intel,4,Integrated Intel GMA X3100,80,Less than 128GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,No,None,1.0,1.0,"Window 7 Home Premium , Libre Office , AVG , Win Live Essentials , Adobe Reader",4.3,Netbooks,"Home & Student , Business",1 Year Parts and Labor,1 Year,None,720p,4,1440 x 900,2GB or less,DDR2,Touchpad,10/100/1000 Gigabit Ethernet network interface adaptor,No,Windows,Window 7 Home Premium 64 bits,No port,CD-RW/DVD Combo Drive,"Laptop , AC Adaptor , Welcome Letter",PCMCIA,13.3,11 inches to 14.9 inches,No,1,None,1,2.0,2,0.0,No,No,Yes,No,No,13.1,"802.11G , 802.11A",1 Year,,,,No Drive,No Drive,No Drive,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-bit,None,No,Buy  Lenovo ThinkPad X61 Core 2 Duo 1.6GHz 1GB RAM 80GB HDD WIN7-H Refurbished ENERGY STAR® - ThinkPad X61 from MyGofer.com,Yes,4-cell,5.5,3hrs - 5.9hrs,Lithium-Ion ( LiIon ),No Bluetooth,Yes,Black,Refurbished,Intel,L2 - 4 MB,Dual-core,Core 2 Duo,1600,1.4 to 1.9 GHz,8.9,TFT,Yes,Yes,Yes,Intel,Yes,Integrated,Refurbished,500GB to 749GB,SATA II ( 3 Gb/s ),5400 rpm,Standard,No,None,1.0,1.3,Laptop & adapter,3.3,PC laptops,"Home & Student , Business",Limited warranty - parts and labor - 3 years - carry-in,Limited warranty - parts and labor - 3 years - carry-in,Limited warranty - parts and labor - 3 years - carry-in,720p,4 GB,1024 x 768,2GB or less,DDR2,Touchpad,"WiFi , LAN",No,Windows,32-bit,No port,None,No,None,12.1,11 inches to 14.9 inches,Yes,1,None,None,1024.0,2,0.0,Yes,No,Yes,No,No,12.1,"802.11N , 802.11G , 802.11B",Limited warranty - parts and labor - 3 years - carry-in,4 : 3 ( Standard ),2.1,,No Drive,No Drive,No Drive,No Drive,No Drive,No Drive,,,,,,,,,,,Yes,,,Mobile Intel GM965 Express,,Intel Core 2 Duo L7500 / 1.6 GHz,9.6 in,"Anti-glare , anti-reflective , MultiView",,"Security lock slot ( cable lock sold separately ) , administrator password , hard drive password , power-on password , ThinkVantage Active Protection System , CardBus Plus , ThinkPad Roll Cage","Enhanced SpeedStep technology , Execute Disable Bit capability , Intel Virtualization Technology , Intel 64 Technology , Intel Dynamic Acceleration",Intel GMA X3100,1.3 in,,,AC 120/230 V ( 50/60 Hz ),3 x USB 2.0 - 4 pin USB Type A ¦ 1 x display / video - VGA - 15 pin HD D-Sub ( HD-15 ) ¦ 1 x modem - phone line - RJ-11 ¦ 1 x network - Ethernet 10Base-T/100Base-TX/1000Base-T - RJ-45 ¦ 1 x microphone - input - mini-phone,,160 GB HDD / 5400 rpm,,Convertible design,Yes ( SD Card ),Dual-Core,,,Notebook,2 GB ( 2 x 1 GB ),1024 x 768 ( XGA ),Up to 2.9 hours,"Stereo speakers , microphone",667 MHz / PC2-5300,DDR2 SDRAM,Yes ( multi-touch ),12.1 '',"Keyboard , digitizer , touch-screen , TrackPoint , digital pen",4 lbs,No,10.8 in,"Bluetooth , 802.11a/b/g/n ( draft )",0.0,Intel Turbo Memory ( 1 GB ),AD1984HD,24-bit ( 16.7 million colors ),High Definition Audio,"MPR II , BSMI , VCCI Class B ITE , CISPR 22 Class B , NOM , SASO , IEC 60950 , CSA 22.2 No . 950 , FCC Part 15 B , CER , CCC , RoHS",0.0,EPEAT Silver,V.92 upgradable,SO DIMM 200-pin,800 MHz,8 - 95 %,SATA 1.5 Gb/s,German / Germany,TopSeller,56 Kbps,Dynamic Video Memory Technology 4.0,Includes a preinstalled image of select 2007 Microsoft Office suites . Purchase a Medialess License Kit ( MLK ) to activate the software .,41 °F,Gigabit Ethernet,Intel Centrino Duo,Low-Voltage ( LV ),ITU V.90,2 x memory ( 0 free ) ¦ 1 x CardBus ( 1 free ),2.0,41 dB,"Is it an amazingly capable notebook or an ultra-light tablet ? Actually , it 's both . Capable of going up to seven hours unplugged , the ThinkPad X61 Tablet is an incredibly versatile convertible . With ThinkVantage Client Security Solution , an integrated bi-directional fingerprint reader and the ability to disable ports at the BIOS level , it 's also the most secure X Series Tablet ever .",Intel Wireless WiFi Link 4965AGN,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6410 refurbished laptop PC I5 2.67/4GB/750GB/DVDRW/14.1/W7P64 - E6410 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.67,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.1,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-bit,None,No,Buy  Dell Dell E6410 refurbished laptop PC I5 2.67/4GB/750GB/DVDRW/14.1/W7P64 - E6410 from MyGofer.com,No,4-cell,1.0,0-2.9 Hrs,Lithium-Ion ( LiIon ),2.1 + EDR ( Enhanced Data Rate ),Yes,Silver/gray,Refurbished,Intel,4MB,Dual-core,Core I series,2.67,2.0 to 3 GHz,1.23,LCD,No,No,No,Intel,up to 256MB Shared Memory,Integrated Graphics,750,750GB to 999GB,SATA ( 1.5Gb/s ),5400 rpm,Standard,Yes,None,1.0,2.0,W7 Professional 64 BITS,4.7,PC laptops,Business,"One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher","One Year from Joy Systems , Microsoft 's largest Authorized Refurbisher",One Year from Microsoft online support,None,8GB,1600 X 900,2.1GB - 4GB,DDR3,Touchpad,Integrated Ethernet 10/100,No,Windows,W7 Professional 64 BITS,No port,DVD+/-R/RW,"PC , power cord , set up guide .",ExpressCard,14.1,11 inches to 14.9 inches,No,None,None,None,4096.0,4,0.0,No,No,Yes,No,No,9.3,802.11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
