<page title>,category,manufacturer,options,product
"Miniprice.ca - Lenovo ThinkPad X201 362613F 12.1"" LED Notebook - Core i5 i5-520M 2.4GHz - Black 1280 x 800 WXGA Display - 2 GB RAM - 160 GB HDD - Intel Graphics Media Accelerator HD - Bluetooth - Webcam - Finger Pri (362613F)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X201 362613F 12.1 '' LED Notebook - Core i5 i5-520M 2.4GHz - Black 1280 x 800 WXGA Display - 2 GB RAM - 160 GB HDD - Intel Graphics Media Accelerator HD - Bluetooth - Webcam - Finger Pri
"Miniprice.ca - Lenovo ThinkPad L440 20AS002GUS 14"" LED Notebook - Intel Core i5 i5-4200M 2.50 GHz - 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth (20AS002GUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS002GUS 14 '' LED Notebook - Intel Core i5 i5-4200M 2.50 GHz - 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A8001LUS 14"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth (20A8001LUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A8001LUS 14 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad 20A8002GUS 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit (20A8002GUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20A8002GUS 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit
"Miniprice.ca - Lenovo ThinkPad T440s 20AR0041US 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 240 GB SSD - Intel HD 4400 - Windows 7 Professional 64-b (20AR0041US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440s 20AR0041US 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 240 GB SSD - Intel HD 4400 - Windows 7 Professional 64-b
"Miniprice.ca - Lenovo ThinkPad X120e 06112DU 11.6"" LED Notebook E-240 1.5GHz - Matte Black 1366 x 768 WXGA Display - 2 GB RAM - 320 GB HDD - AMD Radeon HD 6310 - Webcam - Windows 7 Professional - 6 Hour Battery - HD (06112DU)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X120e 06112DU 11.6 '' LED Notebook E-240 1.5GHz - Matte Black 1366 x 768 WXGA Display - 2 GB RAM - 320 GB HDD - AMD Radeon HD 6310 - Webcam - Windows 7 Professional - 6 Hour Battery - HD
"Miniprice.ca - Lenovo ThinkPad L440 20AS001NUS 14"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth (20AS001NUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS001NUS 14 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad W540 20BH001VUS 15.6"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 1926 (20BH001VUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH001VUS 15.6 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 1926"
"Miniprice.ca - Lenovo ThinkPad Helix 36984MU Ultrabook/Tablet - 11.6"" - Intel - Core i5 i5-3427U 1.8GHz - 4 GB RAM - 180 GB SSD - Genuine Windows 8 Pro 64-bit - Convertible - 1920 x 1080 Multi-touch Screen Display (36984MU)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad Helix 36984MU Ultrabook/Tablet - 11.6 '' - Intel - Core i5 i5-3427U 1.8GHz - 4 GB RAM - 180 GB SSD - Genuine Windows 8 Pro 64-bit - Convertible - 1920 x 1080 Multi-touch Screen Display
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C0004JUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 256 GB SSD - Windows 8 Pro 64-bit - Conv (20C0004JUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C0004JUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 256 GB SSD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A7002YUS 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetoot (20A7002YUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A7002YUS 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetoot
"Miniprice.ca - Toshiba Tecra R950-02V 15.6"" LED Notebook - Intel Core i5 i5-3320M 2.60 GHz - Black 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4000 Graphics - Genuine Windows 7 Professional - 1366 x 768 Display (PT535C-02V024)",Computer - Laptop computers - Laptop computers,Toshiba,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Toshiba Tecra R950-02V 15.6 '' LED Notebook - Intel Core i5 i5-3320M 2.60 GHz - Black 4 GB RAM - 128 GB SSD - DVD-Writer - Intel HD 4000 Graphics - Genuine Windows 7 Professional - 1366 x 768 Display
"Miniprice.ca - Lenovo ThinkPad L440 20AS002DUS 14"" LED Notebook - Intel Core i3 i3-4000M 2.40 GHz - 2 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth (20AS002DUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS002DUS 14 '' LED Notebook - Intel Core i3 i3-4000M 2.40 GHz - 2 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad W540 20BH001FUS 15.6"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 1926 x 1080 Displ (20BH001FUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH001FUS 15.6 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 1926 x 1080 Displ"
"Miniprice.ca - Lenovo ThinkPad X201 31139BF 12.1"" LED Tablet PC - Core i5 i5-520M 2.4GHz - Black 1280 x 800 WXGA Display - 2 GB RAM - 160 GB HDD - Intel Graphics Media Accelerator HD - Bluetooth - Webcam - Finger Pr (31139BF)",Computer - Laptop computers - Tablet PC,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X201 31139BF 12.1 '' LED Tablet PC - Core i5 i5-520M 2.4GHz - Black 1280 x 800 WXGA Display - 2 GB RAM - 160 GB HDD - Intel Graphics Media Accelerator HD - Bluetooth - Webcam - Finger Pr
"Miniprice.ca - Lenovo ThinkPad T440s 20AR000TUS 14"" Touchscreen LED Ultrabook - Intel - Core i5 i5-4300U 1.9GHz - Graphite Black - 8 GB RAM - 500 GB HDD - 16 GB SSD - Intel HD 4400 Graphics - Windows 8 Pro 64-bit (20AR000TUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440s 20AR000TUS 14 '' Touchscreen LED Ultrabook - Intel - Core i5 i5-4300U 1.9GHz - Graphite Black - 8 GB RAM - 500 GB HDD - 16 GB SSD - Intel HD 4400 Graphics - Windows 8 Pro 64-bit
"Miniprice.ca - Lenovo ThinkPad 20CD00AYUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 500 GB HDD - 16 GB SSD - Windows 8.1 Pro 64-bit - Conve (20CD00AYUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20CD00AYUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 500 GB HDD - 16 GB SSD - Windows 8.1 Pro 64-bit - Conve
"Miniprice.ca - Lenovo ThinkPad L440 20AS002WUS 14"" LED Notebook - Intel Core i5 i5-4330M 2.80 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth (20AS002WUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS002WUS 14 '' LED Notebook - Intel Core i5 i5-4330M 2.80 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A80046US 14"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 240 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetooth (20A80046US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A80046US 14 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 240 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T430u 33522NF 14"" LED Ultrabook - Intel - Core i5 i5-3427U 1.8GHz - Black 1366 x 768 HD Display - 4 GB RAM - 500 GB HDD - Intel HD 4000 Graphics Card - Bluetooth - Finger Print Reader (33522NF)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T430u 33522NF 14 '' LED Ultrabook - Intel - Core i5 i5-3427U 1.8GHz - Black 1366 x 768 HD Display - 4 GB RAM - 500 GB HDD - Intel HD 4000 Graphics Card - Bluetooth - Finger Print Reader
"Miniprice.ca - Lenovo ThinkPad T440p 20AW0000US 14"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4600 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AW0000US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW0000US 14 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4600 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad W540 20BH002DUS 15.5"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 2880 (20BH002DUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH002DUS 15.5 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 2880"
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A8001GUS 14"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8.1 64-bit - 1600 x 900 Display - Bluetooth (20A8001GUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A8001GUS 14 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8.1 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C0004EUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Windows 8 Pro 64-bit - Conv (20C0004EUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C0004EUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 180 GB SSD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad W540 20BH002MUS 15.6"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 1926 (20BH002MUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH002MUS 15.6 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 1926"
"Miniprice.ca - Lenovo ThinkPad X240 20AM005BUS 12.5"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro (20AM005BUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM005BUS 12.5 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad X240 20AM004WUS 12.5"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 13 (20AM004WUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM004WUS 12.5 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 13
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20CD002HUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 256 GB SSD - Windows 8.1 Pro 64 (20CD002HUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20CD002HUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 256 GB SSD - Windows 8.1 Pro 64
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A7002HUS 14"" LED Ultrabook - Intel - Core i5 i5-4200U 1.6GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 7 Professional 64-bit - 1600 x 900 Display (20A7002HUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A7002HUS 14 '' LED Ultrabook - Intel - Core i5 i5-4200U 1.6GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 7 Professional 64-bit - 1600 x 900 Display
"Miniprice.ca - Lenovo ThinkPad L440 20AS002UUS 14"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth (20AS002UUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AS002UUS 14 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X240 20AM009JUS 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1366 x 768 Display (20AM009JUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM009JUS 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1366 x 768 Display
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C0004BUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Windows 8 Pro 64-bit - Conv (20C0004BUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C0004BUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad X240 20AL008HUS 12.5"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4200U 1.60 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8 Pro (20AL008HUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AL008HUS 12.5 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4200U 1.60 GHz - Black - 4 GB RAM - 128 GB SSD - Intel HD 4400 - Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad T430u 3351B3U 14"" LED Ultrabook - Intel - Core i5 i5-3337U 1.8GHz - Black - 1366 x 768 HD Display - 4 GB RAM - 500 GB HDD - Intel HD 4000 Graphics - Bluetooth - Genuine Windows 8 Pro (3351B3U)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T430u 3351B3U 14 '' LED Ultrabook - Intel - Core i5 i5-3337U 1.8GHz - Black - 1366 x 768 HD Display - 4 GB RAM - 500 GB HDD - Intel HD 4000 Graphics - Bluetooth - Genuine Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad T440p 20AW0004US 14"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4600 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AW0004US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW0004US 14 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4600 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A70035US 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetooth (20A70035US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A70035US 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 8 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad L540 20AV002PUS 15.6"" LED Notebook - Intel - Core i7 i7-4600M 2.9GHz - 4 GB RAM - 1 TB HDD - DVD-Writer - Intel HD 4600 Graphics - Windows 7 Professional 64-bit - 1920 x 1080 Display (20AV002PUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L540 20AV002PUS 15.6 '' LED Notebook - Intel - Core i7 i7-4600M 2.9GHz - 4 GB RAM - 1 TB HDD - DVD-Writer - Intel HD 4600 Graphics - Windows 7 Professional 64-bit - 1920 x 1080 Display
"Miniprice.ca - Lenovo ThinkPad T430u 86143LU 14"" LED Ultrabook - Intel - Core i7 i7-3517U 1.9GHz - Black 1366 x 768 HD Display - 4 GB RAM - 128 GB SSD - NVIDIA GeForce GT620M Graphics - Bluetooth - Finger Print Read (86143LU)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T430u 86143LU 14 '' LED Ultrabook - Intel - Core i7 i7-3517U 1.9GHz - Black 1366 x 768 HD Display - 4 GB RAM - 128 GB SSD - NVIDIA GeForce GT620M Graphics - Bluetooth - Finger Print Read
"Miniprice.ca - Lenovo ThinkPad T430u 33522SF 14"" LED Ultrabook - Intel - Core i5 i5-3427U 1.8GHz - Black 1366 x 768 HD Display - 4 GB RAM - 128 GB SSD - Intel HD 4000 Graphics Card - Bluetooth - Finger Print Reader (33522SF)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T430u 33522SF 14 '' LED Ultrabook - Intel - Core i5 i5-3427U 1.8GHz - Black 1366 x 768 HD Display - 4 GB RAM - 128 GB SSD - Intel HD 4000 Graphics Card - Bluetooth - Finger Print Reader
"Miniprice.ca - Lenovo ThinkPad 20AQ005YCA 14"" LED Ultrabook - Intel Core i7 i7-4600M 2.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD 4600 Graphics - Genuine Windows 7 Professional 64-bit (French) - 1920 x 1080 Display (20AQ005YCA)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20AQ005YCA 14 '' LED Ultrabook - Intel Core i7 i7-4600M 2.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD 4600 Graphics - Genuine Windows 7 Professional 64-bit ( French ) - 1920 x 1080 Display
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C0004FUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 500 GB HDD - Windows 8 Pro 64-bit - Conv (20C0004FUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C0004FUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 500 GB HDD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad Yoga 11e 20DA001GUS Tablet PC - 11.6"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Celeron N2930 1.83 GHz - Graphite Black - 4 GB RAM - 500 GB HDD - Windows 8.1 Pro 64 (20DA001GUS)",Computer - Laptop computers - Tablet PC,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad Yoga 11e 20DA001GUS Tablet PC - 11.6 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Celeron N2930 1.83 GHz - Graphite Black - 4 GB RAM - 500 GB HDD - Windows 8.1 Pro 64
"Miniprice.ca - Ordinateur portable Lenovo ThinkPad - 17"" - Core 2 Quad Q9100 2,26 GHz 1920 x 1200 WUXGA Display - 4Go RAM - 320Go HDD - Graveur DVD - nVIDIA Quadro FX 3700M - Bluetooth - Webcam - Lecteur d'Empreinte (2752EPU)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable Lenovo ThinkPad - 17 '' - Core 2 Quad Q9100 2,26 GHz 1920 x 1200 WUXGA Display - 4Go RAM - 320Go HDD - Graveur DVD - nVIDIA Quadro FX 3700M - Bluetooth - Webcam - Lecteur d'Empreinte"
