store_id,manager_staff_id,address_id,address,address2,district,city_id,postal_code,phone
1,1,197,447 Surakarta Loop,,Nyanza,271,10428,940830176580
2,2,197,447 Surakarta Loop,,Nyanza,271,10428,940830176580
1,1,198,345 Oshawa Boulevard,,Tokyo-to,204,32114,104491201771
2,2,198,345 Oshawa Boulevard,,Tokyo-to,204,32114,104491201771
1,1,199,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,477,15540,419419591240
2,2,199,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,477,15540,419419591240
1,1,200,1074 Binzhou Manor,,Baden-Wrttemberg,325,36490,331132568928
2,2,200,1074 Binzhou Manor,,Baden-Wrttemberg,325,36490,331132568928
1,1,201,817 Bradford Loop,,Jiangsu,109,89459,264286442804
2,2,201,817 Bradford Loop,,Jiangsu,109,89459,264286442804
1,1,202,955 Bamenda Way,,Ondo & Ekiti,218,1545,768481779568
2,2,202,955 Bamenda Way,,Ondo & Ekiti,218,1545,768481779568
1,1,203,1149 A Corua (La Corua) Boulevard,,Haiphong,194,95824,470884141195
2,2,203,1149 A Corua (La Corua) Boulevard,,Haiphong,194,95824,470884141195
1,1,204,387 Mwene-Ditu Drive,,Ahal,35,8073,764477681869
2,2,204,387 Mwene-Ditu Drive,,Ahal,35,8073,764477681869
1,1,205,68 Molodetno Manor,,Nordrhein-Westfalen,575,4662,146640639760
2,2,205,68 Molodetno Manor,,Nordrhein-Westfalen,575,4662,146640639760
1,1,206,642 Nador Drive,,Maharashtra,77,3924,369050085652
2,2,206,642 Nador Drive,,Maharashtra,77,3924,369050085652
1,1,207,1688 Nador Lane,,Sulawesi Utara,184,61613,652218196731
2,2,207,1688 Nador Lane,,Sulawesi Utara,184,61613,652218196731
1,1,208,1215 Pyongyang Parkway,,Usak,557,25238,646237101779
2,2,208,1215 Pyongyang Parkway,,Usak,557,25238,646237101779
1,1,209,1679 Antofagasta Street,,Alto Paran,122,86599,905903574913
2,2,209,1679 Antofagasta Street,,Alto Paran,122,86599,905903574913
1,1,210,1304 s-Hertogenbosch Way,,Santa Catarina,83,10925,90336226227
2,2,210,1304 s-Hertogenbosch Way,,Santa Catarina,83,10925,90336226227
1,1,211,850 Salala Loop,,Kitaa,371,10800,403404780639
2,2,211,850 Salala Loop,,Kitaa,371,10800,403404780639
1,1,212,624 Oshawa Boulevard,,West Bengali,51,89959,49677664184
2,2,212,624 Oshawa Boulevard,,West Bengali,51,89959,49677664184
1,1,213,43 Dadu Avenue,,Rajasthan,74,4855,95666951770
2,2,213,43 Dadu Avenue,,Rajasthan,74,4855,95666951770
1,1,214,751 Lima Loop,,Aden,7,99405,756460337785
2,2,214,751 Lima Loop,,Aden,7,99405,756460337785
1,1,215,1333 Haldia Street,,Jilin,174,82161,408304391718
2,2,215,1333 Haldia Street,,Jilin,174,82161,408304391718
1,1,216,660 Jedda Boulevard,,Washington,65,25053,168758068397
2,2,216,660 Jedda Boulevard,,Washington,65,25053,168758068397
1,1,217,1001 Miyakonojo Lane,,Taizz,518,67924,584316724815
2,2,217,1001 Miyakonojo Lane,,Taizz,518,67924,584316724815
1,1,218,226 Brest Manor,,California,508,2299,785881412500
2,2,218,226 Brest Manor,,California,508,2299,785881412500
1,1,219,1229 Valencia Parkway,,Haskovo,498,99124,352679173732
2,2,219,1229 Valencia Parkway,,Haskovo,498,99124,352679173732
1,1,220,1201 Qomsheh Manor,,Gois,28,21464,873492228462
2,2,220,1201 Qomsheh Manor,,Gois,28,21464,873492228462
1,1,221,866 Shivapuri Manor,,Uttar Pradesh,448,22474,778502731092
2,2,221,866 Shivapuri Manor,,Uttar Pradesh,448,22474,778502731092
1,1,222,1168 Najafabad Parkway,,Kabol,251,40301,886649065861
2,2,222,1168 Najafabad Parkway,,Kabol,251,40301,886649065861
1,1,223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,567,20657,991802825778
2,2,223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,567,20657,991802825778
1,1,224,1842 Luzinia Boulevard,,Zanzibar West,593,94420,706878974831
2,2,224,1842 Luzinia Boulevard,,Zanzibar West,593,94420,706878974831
1,1,225,1926 Gingoog Street,,Sisilia,511,22824,469738825391
2,2,225,1926 Gingoog Street,,Sisilia,511,22824,469738825391
1,1,226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235,73431,516331171356
2,2,226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235,73431,516331171356
1,1,227,1820 Maring Parkway,,Punjab,324,88307,99760893676
2,2,227,1820 Maring Parkway,,Punjab,324,88307,99760893676
1,1,228,60 Poos de Caldas Street,,Rajasthan,243,82338,963063788669
2,2,228,60 Poos de Caldas Street,,Rajasthan,243,82338,963063788669
1,1,229,1014 Loja Manor,,Tamil Nadu,22,66851,460795526514
2,2,229,1014 Loja Manor,,Tamil Nadu,22,66851,460795526514
1,1,230,201 Effon-Alaiye Way,,Asuncin,37,64344,684192903087
2,2,230,201 Effon-Alaiye Way,,Asuncin,37,64344,684192903087
1,1,231,430 Alessandria Loop,,Saarland,439,47446,669828224459
2,2,231,430 Alessandria Loop,,Saarland,439,47446,669828224459
1,1,232,754 Valencia Place,,Phnom Penh,406,87911,594319417514
2,2,232,754 Valencia Place,,Phnom Penh,406,87911,594319417514
1,1,233,356 Olomouc Manor,,Gois,26,93323,22326410776
2,2,233,356 Olomouc Manor,,Gois,26,93323,22326410776
1,1,234,1256 Bislig Boulevard,,Botosani,86,50598,479007229460
2,2,234,1256 Bislig Boulevard,,Botosani,86,50598,479007229460
1,1,235,954 Kimchon Place,,West Bengali,559,42420,541327526474
2,2,235,954 Kimchon Place,,West Bengali,559,42420,541327526474
1,1,236,885 Yingkou Manor,,Kaduna,596,31390,588964509072
2,2,236,885 Yingkou Manor,,Kaduna,596,31390,588964509072
1,1,237,1736 Cavite Place,,Qina,216,98775,431770603551
2,2,237,1736 Cavite Place,,Qina,216,98775,431770603551
1,1,238,346 Skikda Parkway,,Hawalli,233,90628,630424482919
2,2,238,346 Skikda Parkway,,Hawalli,233,90628,630424482919
1,1,239,98 Stara Zagora Boulevard,,Valle,96,76448,610173756082
2,2,239,98 Stara Zagora Boulevard,,Valle,96,76448,610173756082
1,1,240,1479 Rustenburg Boulevard,,Southern Tagalog,527,18727,727785483194
2,2,240,1479 Rustenburg Boulevard,,Southern Tagalog,527,18727,727785483194
1,1,241,647 A Corua (La Corua) Street,,Chollanam,357,36971,792557457753
2,2,241,647 A Corua (La Corua) Street,,Chollanam,357,36971,792557457753
1,1,242,1964 Gijn Manor,,Karnataka,473,14408,918119601885
2,2,242,1964 Gijn Manor,,Karnataka,473,14408,918119601885
1,1,243,47 Syktyvkar Lane,,West Java,118,22236,63937119031
2,2,243,47 Syktyvkar Lane,,West Java,118,22236,63937119031
1,1,244,1148 Saarbrcken Parkway,,Fukushima,226,1921,137773001988
2,2,244,1148 Saarbrcken Parkway,,Fukushima,226,1921,137773001988
1,1,245,1103 Bilbays Parkway,,Hubei,578,87660,279979529227
2,2,245,1103 Bilbays Parkway,,Hubei,578,87660,279979529227
1,1,246,1246 Boksburg Parkway,,Hebei,422,28349,890283544295
2,2,246,1246 Boksburg Parkway,,Hebei,422,28349,890283544295
1,1,247,1483 Pathankot Street,,Tucumn,454,37288,686015532180
2,2,247,1483 Pathankot Street,,Tucumn,454,37288,686015532180
1,1,248,582 Papeete Loop,,Central Visayas,294,27722,569868543137
2,2,248,582 Papeete Loop,,Central Visayas,294,27722,569868543137
1,1,249,300 Junan Street,,Kyonggi,553,81314,890289150158
2,2,249,300 Junan Street,,Kyonggi,553,81314,890289150158
1,1,250,829 Grand Prairie Way,,Paran,328,6461,741070712873
2,2,250,829 Grand Prairie Way,,Paran,328,6461,741070712873
1,1,251,1473 Changhwa Parkway,,Mxico,124,75933,266798132374
2,2,251,1473 Changhwa Parkway,,Mxico,124,75933,266798132374
1,1,252,1309 Weifang Street,,Florida,520,57338,435785045362
2,2,252,1309 Weifang Street,,Florida,520,57338,435785045362
1,1,253,1760 Oshawa Manor,,Tianjin,535,38140,56257502250
2,2,253,1760 Oshawa Manor,,Tianjin,535,38140,56257502250
1,1,254,786 Stara Zagora Way,,Oyo & Osun,390,98332,716256596301
2,2,254,786 Stara Zagora Way,,Oyo & Osun,390,98332,716256596301
1,1,255,1966 Tonghae Street,,Anhalt Sachsen,198,36481,567359279425
2,2,255,1966 Tonghae Street,,Anhalt Sachsen,198,36481,567359279425
1,1,256,1497 Yuzhou Drive,,England,312,3433,246810237916
2,2,256,1497 Yuzhou Drive,,England,312,3433,246810237916
1,1,258,752 Ondo Loop,,Miyazaki,338,32474,134673576619
2,2,258,752 Ondo Loop,,Miyazaki,338,32474,134673576619
1,1,259,1338 Zalantun Lane,,Minas Gerais,413,45403,840522972766
2,2,259,1338 Zalantun Lane,,Minas Gerais,413,45403,840522972766
1,1,260,127 Iwakuni Boulevard,,Central Luzon,192,20777,987442542471
2,2,260,127 Iwakuni Boulevard,,Central Luzon,192,20777,987442542471
1,1,261,51 Laredo Avenue,,Sagaing,342,68146,884536620568
2,2,261,51 Laredo Avenue,,Sagaing,342,68146,884536620568
1,1,262,771 Yaound Manor,,Sofala,64,86768,245477603573
2,2,262,771 Yaound Manor,,Sofala,64,86768,245477603573
1,1,263,532 Toulon Street,,Santiago,460,69517,46871694740
2,2,263,532 Toulon Street,,Santiago,460,69517,46871694740
1,1,264,1027 Banjul Place,,West Bengali,197,50390,538241037443
2,2,264,1027 Banjul Place,,West Bengali,197,50390,538241037443
1,1,265,1158 Mandi Bahauddin Parkway,,Shanxi,136,98484,276555730211
2,2,265,1158 Mandi Bahauddin Parkway,,Shanxi,136,98484,276555730211
1,1,266,862 Xintai Lane,,Cagayan Valley,548,30065,265153400632
2,2,266,862 Xintai Lane,,Cagayan Valley,548,30065,265153400632
1,1,267,816 Cayenne Parkway,,Manab,414,93629,282874611748
2,2,267,816 Cayenne Parkway,,Manab,414,93629,282874611748
1,1,268,1831 Nam Dinh Loop,,National Capital Reg,323,51990,322888976727
2,2,268,1831 Nam Dinh Loop,,National Capital Reg,323,51990,322888976727
1,1,269,446 Kirovo-Tepetsk Lane,,Osaka,203,19428,303967439816
2,2,269,446 Kirovo-Tepetsk Lane,,Osaka,203,19428,303967439816
1,1,270,682 Halisahar Place,,Severn Morava,378,20536,475553436330
2,2,270,682 Halisahar Place,,Severn Morava,378,20536,475553436330
1,1,271,1587 Loja Manor,,Salzburg,447,5410,621625204422
2,2,271,1587 Loja Manor,,Salzburg,447,5410,621625204422
1,1,272,1762 Paarl Parkway,,Hunan,298,53928,192459639410
2,2,272,1762 Paarl Parkway,,Hunan,298,53928,192459639410
1,1,273,1519 Ilorin Place,,Kerala,395,49298,357445645426
2,2,273,1519 Ilorin Place,,Kerala,395,49298,357445645426
1,1,274,920 Kumbakonam Loop,,California,446,75090,685010736240
2,2,274,920 Kumbakonam Loop,,California,446,75090,685010736240
1,1,275,906 Goinia Way,,Wielkopolskie,255,83565,701767622697
2,2,275,906 Goinia Way,,Wielkopolskie,255,83565,701767622697
1,1,276,1675 Xiangfan Manor,,Tamil Nadu,283,11763,271149517630
2,2,276,1675 Xiangfan Manor,,Tamil Nadu,283,11763,271149517630
1,1,277,85 San Felipe de Puerto Plata Drive,,Shandong,584,46063,170739645687
2,2,277,85 San Felipe de Puerto Plata Drive,,Shandong,584,46063,170739645687
1,1,278,144 South Hill Loop,,Guanajuato,445,2012,45387294817
2,2,278,144 South Hill Loop,,Guanajuato,445,2012,45387294817
1,1,279,1884 Shikarpur Avenue,,Haryana,263,85548,959949395183
2,2,279,1884 Shikarpur Avenue,,Haryana,263,85548,959949395183
1,1,280,1980 Kamjanets-Podilskyi Street,,Illinois,404,89502,874337098891
2,2,280,1980 Kamjanets-Podilskyi Street,,Illinois,404,89502,874337098891
1,1,281,1944 Bamenda Way,,Michigan,573,24645,75975221996
2,2,281,1944 Bamenda Way,,Michigan,573,24645,75975221996
1,1,282,556 Baybay Manor,,Oyo & Osun,374,55802,363982224739
2,2,282,556 Baybay Manor,,Oyo & Osun,374,55802,363982224739
1,1,283,457 Tongliao Loop,,Bursa,222,56254,880756161823
2,2,283,457 Tongliao Loop,,Bursa,222,56254,880756161823
1,1,284,600 Bradford Street,,East Azerbaidzan,514,96204,117592274996
2,2,284,600 Bradford Street,,East Azerbaidzan,514,96204,117592274996
1,1,285,1006 Santa Brbara dOeste Manor,,Ondo & Ekiti,389,36229,85059738746
2,2,285,1006 Santa Brbara dOeste Manor,,Ondo & Ekiti,389,36229,85059738746
1,1,286,1308 Sumy Loop,,Fujian,175,30657,583021225407
2,2,286,1308 Sumy Loop,,Fujian,175,30657,583021225407
1,1,287,1405 Chisinau Place,,Ponce,411,8160,62781725285
2,2,287,1405 Chisinau Place,,Ponce,411,8160,62781725285
1,1,288,226 Halifax Street,,Xinxiang,277,58492,790651020929
2,2,288,226 Halifax Street,,Xinxiang,277,58492,790651020929
1,1,289,1279 Udine Parkway,,Edo & Delta,69,75860,195003555232
2,2,289,1279 Udine Parkway,,Edo & Delta,69,75860,195003555232
1,1,290,1336 Benin City Drive,,Shiga,386,46044,341242939532
2,2,290,1336 Benin City Drive,,Shiga,386,46044,341242939532
1,1,291,1155 Liaocheng Place,,Oyo & Osun,152,22650,558236142492
2,2,291,1155 Liaocheng Place,,Oyo & Osun,152,22650,558236142492
1,1,292,1993 Tabuk Lane,,Tamil Nadu,522,64221,648482415405
2,2,292,1993 Tabuk Lane,,Tamil Nadu,522,64221,648482415405
1,1,293,86 Higashiosaka Lane,,Guanajuato,563,33768,957128697225
2,2,293,86 Higashiosaka Lane,,Guanajuato,563,33768,957128697225
1,1,294,1912 Allende Manor,,Kowloon and New Kowl,279,58124,172262454487
2,2,294,1912 Allende Manor,,Kowloon and New Kowl,279,58124,172262454487
1,1,295,544 Tarsus Boulevard,,Gurico,562,53145,892523334
2,2,295,544 Tarsus Boulevard,,Gurico,562,53145,892523334
1,1,296,1936 Cuman Avenue,,Virginia,433,61195,976798660411
2,2,296,1936 Cuman Avenue,,Virginia,433,61195,976798660411
1,1,297,1192 Tongliao Street,,Sharja,470,19065,350970907017
2,2,297,1192 Tongliao Street,,Sharja,470,19065,350970907017
1,1,298,44 Najafabad Way,,Baskimaa,146,61391,96604821070
2,2,298,44 Najafabad Way,,Baskimaa,146,61391,96604821070
1,1,299,32 Pudukkottai Lane,,Ohio,140,38834,967274728547
2,2,299,32 Pudukkottai Lane,,Ohio,140,38834,967274728547
1,1,300,661 Chisinau Lane,,Pietari,274,8856,816436065431
2,2,300,661 Chisinau Lane,,Pietari,274,8856,816436065431
1,1,301,951 Stara Zagora Manor,,Punjab,400,98573,429925609431
2,2,301,951 Stara Zagora Manor,,Punjab,400,98573,429925609431
1,1,302,922 Vila Velha Loop,,Maharashtra,9,4085,510737228015
2,2,302,922 Vila Velha Loop,,Maharashtra,9,4085,510737228015
1,1,303,898 Jining Lane,,Pohjois-Pohjanmaa,387,40070,161643343536
2,2,303,898 Jining Lane,,Pohjois-Pohjanmaa,387,40070,161643343536
1,1,304,1635 Kuwana Boulevard,,Hiroshima,205,52137,710603868323
2,2,304,1635 Kuwana Boulevard,,Hiroshima,205,52137,710603868323
1,1,305,41 El Alto Parkway,,Maharashtra,398,56883,51917807050
2,2,305,41 El Alto Parkway,,Maharashtra,398,56883,51917807050
1,1,306,1883 Maikop Lane,,Kaliningrad,254,68469,96110042435
2,2,306,1883 Maikop Lane,,Kaliningrad,254,68469,96110042435
1,1,307,1908 Gaziantep Place,,Liaoning,536,58979,108053751300
2,2,307,1908 Gaziantep Place,,Liaoning,536,58979,108053751300
1,1,308,687 Alessandria Parkway,,Sanaa,455,57587,407218522294
2,2,308,687 Alessandria Parkway,,Sanaa,455,57587,407218522294
1,1,309,827 Yuncheng Drive,,Callao,99,79047,504434452842
2,2,309,827 Yuncheng Drive,,Callao,99,79047,504434452842
1,1,310,913 Coacalco de Berriozbal Loop,,Texas,33,42141,262088367001
2,2,310,913 Coacalco de Berriozbal Loop,,Texas,33,42141,262088367001
1,1,311,715 So Bernardo do Campo Lane,,Kedah,507,84804,181179321332
2,2,311,715 So Bernardo do Campo Lane,,Kedah,507,84804,181179321332
1,1,312,1354 Siegen Street,,Rio de Janeiro,25,80184,573441801529
2,2,312,1354 Siegen Street,,Rio de Janeiro,25,80184,573441801529
1,1,313,1191 Sungai Petani Boulevard,,Missouri,262,9668,983259819766
2,2,313,1191 Sungai Petani Boulevard,,Missouri,262,9668,983259819766
1,1,314,1224 Huejutla de Reyes Boulevard,,Lombardia,91,70923,806016930576
2,2,314,1224 Huejutla de Reyes Boulevard,,Lombardia,91,70923,806016930576
1,1,315,543 Bergamo Avenue,,Minas Gerais,215,59686,103602195112
2,2,315,543 Bergamo Avenue,,Minas Gerais,215,59686,103602195112
1,1,316,746 Joliet Lane,,Kursk,286,94878,688485191923
2,2,316,746 Joliet Lane,,Kursk,286,94878,688485191923
1,1,317,780 Kimberley Way,,Tabuk,515,17032,824396883951
2,2,317,780 Kimberley Way,,Tabuk,515,17032,824396883951
1,1,318,1774 Yaound Place,,Hubei,166,91400,613124286867
2,2,318,1774 Yaound Place,,Hubei,166,91400,613124286867
1,1,319,1957 Yantai Lane,,So Paulo,490,59255,704948322302
2,2,319,1957 Yantai Lane,,So Paulo,490,59255,704948322302
1,1,320,1542 Lubumbashi Boulevard,,Tel Aviv,57,62472,508800331065
2,2,320,1542 Lubumbashi Boulevard,,Tel Aviv,57,62472,508800331065
1,1,321,651 Pathankot Loop,,Maharashtra,336,59811,139378397418
2,2,321,651 Pathankot Loop,,Maharashtra,336,59811,139378397418
1,1,322,1359 Zhoushan Parkway,,Streymoyar,545,29763,46568045367
2,2,322,1359 Zhoushan Parkway,,Streymoyar,545,29763,46568045367
1,1,323,1769 Iwaki Lane,,Kujawsko-Pomorskie,97,25787,556100547674
2,2,323,1769 Iwaki Lane,,Kujawsko-Pomorskie,97,25787,556100547674
1,1,324,1145 Vilnius Manor,,Mxico,451,73170,674805712553
2,2,324,1145 Vilnius Manor,,Mxico,451,73170,674805712553
1,1,325,1892 Nabereznyje Telny Lane,,Tutuila,516,28396,478229987054
2,2,325,1892 Nabereznyje Telny Lane,,Tutuila,516,28396,478229987054
1,1,326,470 Boksburg Street,,Central,81,97960,908029859266
2,2,326,470 Boksburg Street,,Central,81,97960,908029859266
1,1,327,1427 A Corua (La Corua) Place,,Buenos Aires,45,85799,972574862516
2,2,327,1427 A Corua (La Corua) Place,,Buenos Aires,45,85799,972574862516
1,1,328,479 San Felipe del Progreso Avenue,,Morelos,130,54949,869051782691
2,2,328,479 San Felipe del Progreso Avenue,,Morelos,130,54949,869051782691
1,1,329,867 Benin City Avenue,,Henan,591,78543,168884817145
2,2,329,867 Benin City Avenue,,Henan,591,78543,168884817145
1,1,330,981 Kumbakonam Place,,Distrito Federal,89,87611,829116184079
2,2,330,981 Kumbakonam Place,,Distrito Federal,89,87611,829116184079
1,1,331,1016 Iwakuni Street,,St George,269,49833,961370847344
2,2,331,1016 Iwakuni Street,,St George,269,49833,961370847344
1,1,332,663 Baha Blanca Parkway,,Adana,5,33463,834418779292
2,2,332,663 Baha Blanca Parkway,,Adana,5,33463,834418779292
1,1,333,1860 Taguig Loop,,West Java,119,59550,38158430589
2,2,333,1860 Taguig Loop,,West Java,119,59550,38158430589
1,1,334,1816 Bydgoszcz Loop,,Dhaka,234,64308,965273813662
2,2,334,1816 Bydgoszcz Loop,,Dhaka,234,64308,965273813662
1,1,335,587 Benguela Manor,,Illinois,42,91590,165450987037
2,2,335,587 Benguela Manor,,Illinois,42,91590,165450987037
1,1,336,430 Kumbakonam Drive,,Santa F,457,28814,105470691550
2,2,336,430 Kumbakonam Drive,,Santa F,457,28814,105470691550
1,1,337,1838 Tabriz Lane,,Dhaka,143,1195,38988715447
2,2,337,1838 Tabriz Lane,,Dhaka,143,1195,38988715447
1,1,338,431 Szkesfehrvr Avenue,,Baki,48,57828,119501405123
2,2,338,431 Szkesfehrvr Avenue,,Baki,48,57828,119501405123
1,1,339,503 Sogamoso Loop,,Sumqayit,505,49812,834626715837
2,2,339,503 Sogamoso Loop,,Sumqayit,505,49812,834626715837
1,1,340,507 Smolensk Loop,,Sousse,492,22971,80303246192
2,2,340,507 Smolensk Loop,,Sousse,492,22971,80303246192
1,1,341,1920 Weifang Avenue,,Uttar Pradesh,427,15643,869507847714
2,2,341,1920 Weifang Avenue,,Uttar Pradesh,427,15643,869507847714
1,1,342,124 al-Manama Way,,Hiroshima,382,52368,647899404952
2,2,342,124 al-Manama Way,,Hiroshima,382,52368,647899404952
1,1,343,1443 Mardan Street,,Western Cape,392,31483,231383037471
2,2,343,1443 Mardan Street,,Western Cape,392,31483,231383037471
1,1,344,1909 Benguela Lane,,Henan,581,19913,624138001031
2,2,344,1909 Benguela Lane,,Henan,581,19913,624138001031
1,1,345,68 Ponce Parkway,,Hanoi,201,85926,870635127812
2,2,345,68 Ponce Parkway,,Hanoi,201,85926,870635127812
1,1,346,1217 Konotop Avenue,,Gelderland,151,504,718917251754
2,2,346,1217 Konotop Avenue,,Gelderland,151,504,718917251754
1,1,347,1293 Nam Dinh Way,,Roraima,84,71583,697656479977
2,2,347,1293 Nam Dinh Way,,Roraima,84,71583,697656479977
1,1,348,785 Vaduz Street,,Baja California,335,36170,895616862749
2,2,348,785 Vaduz Street,,Baja California,335,36170,895616862749
1,1,349,1516 Escobar Drive,,Tongatapu,370,46069,64536069371
2,2,349,1516 Escobar Drive,,Tongatapu,370,46069,64536069371
1,1,350,1628 Nagareyama Lane,,Central,453,60079,20064292617
2,2,350,1628 Nagareyama Lane,,Central,453,60079,20064292617
1,1,351,1157 Nyeri Loop,,Adygea,320,56380,262744791493
2,2,351,1157 Nyeri Loop,,Adygea,320,56380,262744791493
1,1,352,1673 Tangail Drive,,Daugavpils,137,26857,627924259271
2,2,352,1673 Tangail Drive,,Daugavpils,137,26857,627924259271
1,1,353,381 Kabul Way,,Taipei,209,87272,55477302294
2,2,353,381 Kabul Way,,Taipei,209,87272,55477302294
1,1,354,953 Hodeida Street,,Southern Tagalog,221,18841,53912826864
2,2,354,953 Hodeida Street,,Southern Tagalog,221,18841,53912826864
1,1,355,469 Nakhon Sawan Street,,Tuvassia,531,58866,689199636560
2,2,355,469 Nakhon Sawan Street,,Tuvassia,531,58866,689199636560
1,1,356,1378 Beira Loop,,Krasnojarsk,597,40792,840957664136
2,2,356,1378 Beira Loop,,Krasnojarsk,597,40792,840957664136
1,1,357,1641 Changhwa Place,,Nord-Ouest,52,37636,256546485220
2,2,357,1641 Changhwa Place,,Nord-Ouest,52,37636,256546485220
1,1,358,1698 Southport Loop,,Hidalgo,393,49009,754358349853
2,2,358,1698 Southport Loop,,Hidalgo,393,49009,754358349853
1,1,359,519 Nyeri Manor,,So Paulo,461,37650,764680915323
2,2,359,519 Nyeri Manor,,So Paulo,461,37650,764680915323
1,1,360,619 Hunuco Avenue,,Shimane,331,81508,142596392389
2,2,360,619 Hunuco Avenue,,Shimane,331,81508,142596392389
1,1,361,45 Aparecida de Goinia Place,,Madhya Pradesh,464,7431,650496654258
2,2,361,45 Aparecida de Goinia Place,,Madhya Pradesh,464,7431,650496654258
1,1,362,482 Kowloon and New Kowloon Manor,,Bratislava,90,97056,738968474939
2,2,362,482 Kowloon and New Kowloon Manor,,Bratislava,90,97056,738968474939
1,1,363,604 Bern Place,,Jharkhand,429,5373,620719383725
2,2,363,604 Bern Place,,Jharkhand,429,5373,620719383725
1,1,364,1623 Kingstown Drive,,Buenos Aires,20,91299,296394569728
2,2,364,1623 Kingstown Drive,,Buenos Aires,20,91299,296394569728
1,1,365,1009 Zanzibar Lane,,Arecibo,32,64875,102396298916
2,2,365,1009 Zanzibar Lane,,Arecibo,32,64875,102396298916
1,1,366,114 Jalib al-Shuyukh Manor,,Centre,585,60440,845378657301
2,2,366,114 Jalib al-Shuyukh Manor,,Centre,585,60440,845378657301
1,1,367,1163 London Parkway,,Par,66,6066,675120358494
2,2,367,1163 London Parkway,,Par,66,6066,675120358494
1,1,368,1658 Jastrzebie-Zdrj Loop,,Central,372,96584,568367775448
2,2,368,1658 Jastrzebie-Zdrj Loop,,Central,372,96584,568367775448
1,1,369,817 Laredo Avenue,,Jalisco,188,77449,151249681135
2,2,369,817 Laredo Avenue,,Jalisco,188,77449,151249681135
1,1,370,1565 Tangail Manor,,Okinawa,377,45750,634445428822
2,2,370,1565 Tangail Manor,,Okinawa,377,45750,634445428822
1,1,371,1912 Emeishan Drive,,Balikesir,50,33050,99883471275
2,2,371,1912 Emeishan Drive,,Balikesir,50,33050,99883471275
1,1,372,230 Urawa Drive,,Andhra Pradesh,8,2738,166898395731
2,2,372,230 Urawa Drive,,Andhra Pradesh,8,2738,166898395731
1,1,373,1922 Miraj Way,,Esfahan,356,13203,320471479776
2,2,373,1922 Miraj Way,,Esfahan,356,13203,320471479776
1,1,374,433 Florencia Street,,Chihuahua,250,91330,561729882725
2,2,374,433 Florencia Street,,Chihuahua,250,91330,561729882725
1,1,375,1049 Matamoros Parkway,,Karnataka,191,69640,960505250340
2,2,375,1049 Matamoros Parkway,,Karnataka,191,69640,960505250340
1,1,376,1061 Ede Avenue,,Southern Tagalog,98,57810,333390595558
2,2,376,1061 Ede Avenue,,Southern Tagalog,98,57810,333390595558
1,1,377,154 Oshawa Manor,,East Java,415,72771,440365973660
2,2,377,154 Oshawa Manor,,East Java,415,72771,440365973660
1,1,378,1191 Tandil Drive,,Southern Tagalog,523,6362,45554316010
2,2,378,1191 Tandil Drive,,Southern Tagalog,523,6362,45554316010
1,1,379,1133 Rizhao Avenue,,Pernambuco,572,2800,600264533987
2,2,379,1133 Rizhao Avenue,,Pernambuco,572,2800,600264533987
1,1,380,1519 Santiago de los Caballeros Loop,,East Kasai,348,22025,409315295763
2,2,380,1519 Santiago de los Caballeros Loop,,East Kasai,348,22025,409315295763
1,1,381,1618 Olomouc Manor,,Kurgan,285,26385,96846695220
2,2,381,1618 Olomouc Manor,,Kurgan,285,26385,96846695220
1,1,382,220 Hidalgo Drive,,Kermanshah,265,45298,342720754566
2,2,382,220 Hidalgo Drive,,Kermanshah,265,45298,342720754566
1,1,383,686 Donostia-San Sebastin Lane,,Guangdong,471,97390,71857599858
2,2,383,686 Donostia-San Sebastin Lane,,Guangdong,471,97390,71857599858
1,1,384,97 Mogiljov Lane,,Gujarat,73,89294,924815207181
2,2,384,97 Mogiljov Lane,,Gujarat,73,89294,924815207181
1,1,385,1642 Charlotte Amalie Drive,,Slaskie,549,75442,821476736117
2,2,385,1642 Charlotte Amalie Drive,,Slaskie,549,75442,821476736117
1,1,386,1368 Maracabo Boulevard,,,493,32716,934352415130
2,2,386,1368 Maracabo Boulevard,,,493,32716,934352415130
1,1,387,401 Sucre Boulevard,,New Hampshire,322,25007,486395999608
2,2,387,401 Sucre Boulevard,,New Hampshire,322,25007,486395999608
1,1,388,368 Hunuco Boulevard,,Namibe,360,17165,106439158941
2,2,388,368 Hunuco Boulevard,,Namibe,360,17165,106439158941
1,1,389,500 Lincoln Parkway,,Jiangsu,210,95509,550306965159
2,2,389,500 Lincoln Parkway,,Jiangsu,210,95509,550306965159
1,1,390,102 Chapra Drive,,Ibaragi,521,14073,776031833752
2,2,390,102 Chapra Drive,,Ibaragi,521,14073,776031833752
1,1,391,1793 Meixian Place,,Hmelnytskyi,258,33535,619966287415
2,2,391,1793 Meixian Place,,Hmelnytskyi,258,33535,619966287415
1,1,392,514 Ife Way,,Shaba,315,69973,900235712074
2,2,392,514 Ife Way,,Shaba,315,69973,900235712074
1,1,393,717 Changzhou Lane,,Southern Tagalog,104,21615,426255288071
