negozio_id,capo_personale_id,indirizzo_id,indirizzo,indirizzo2,distretto,città_id,codice_postale,telefono
1,1,450,203 Tambaram Street,,Buenos Aires,161,73942.0,411549550611.0
1,1,438,596 Huixquilucan Place,,Nampula,351,65892.0,342709348083.0
2,2,31,217 Botshabelo Place,,Southern Mindanao,138,49521.0,665356572025.0
2,2,423,437 Chungho Drive,,Puerto Plata,450,59489.0,491271355190.0
1,1,168,842 Salzburg Lane,,Adana,529,3313.0,697151428760.0
2,2,539,1332 Gaziantep Lane,,Shandong,80,22813.0,383353187467.0
2,2,452,207 Cuernavaca Loop,,Tatarstan,352,52671.0,782900030287.0
2,2,11,900 Santiago de Compostela Parkway,,Central Serbia,280,93896.0,716571220373.0
1,1,576,1351 Sousse Lane,,Coahuila de Zaragoza,341,37815.0,203804046132.0
2,2,404,734 Béchar Place,,Punjab,375,30586.0,280578750435.0
1,1,530,1003 Qinhuangdao Street,,West Java,419,25972.0,35533115997.0
2,2,230,201 Effon-Alaiye Way,,Asunción,37,64344.0,684192903087.0
2,2,182,1891 Rizhao Boulevard,,São Paulo,456,47288.0,391065549876.0
1,1,164,1623 Bahía Blanca Manor,,Moskova,310,81511.0,149981248346.0
2,2,117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132,10885.0,358178933857.0
2,2,379,1133 Rizhao Avenue,,Pernambuco,572,2800.0,600264533987.0
1,1,68,1966 Amroha Avenue,,Sichuan,139,70385.0,333489324603.0
2,2,569,1342 Abha Boulevard,,Bukarest,95,10714.0,997453607116.0
2,2,56,939 Probolinggo Loop,,Galicia,1,4166.0,680428310138.0
1,1,138,765 Southampton Drive,,al-Qalyubiya,421,4285.0,23712411567.0
2,2,445,495 Bhimavaram Lane,,Maharashtra,144,3.0,82088937724.0
1,1,174,1877 Ezhou Lane,,Rajasthan,550,63337.0,264541743403.0
1,1,506,414 Mandaluyong Street,,Lubelskie,314,16370.0,52709222667.0
1,1,46,1632 Bislig Avenue,,Nonthaburi,394,61117.0,471675840679.0
1,1,588,966 Asunción Way,,Hidalgo,212,62703.0,995527378381.0
2,2,340,507 Smolensk Loop,,Sousse,492,22971.0,80303246192.0
1,1,309,827 Yuncheng Drive,,Callao,99,79047.0,504434452842.0
1,1,538,1817 Livorno Way,,Khanh Hoa,100,79401.0,478380208348.0
1,1,61,943 Tokat Street,,Vaduz,560,45428.0,889318963672.0
1,1,471,1322 Mosul Parkway,,Shandong,145,95400.0,268053970382.0
2,2,494,591 Sungai Petani Drive,,Okayama,376,46400.0,37247325001.0
2,2,487,1785 São Bernardo do Campo Street,,Veracruz,125,71182.0,684529463244.0
2,2,512,1269 Ipoh Avenue,,Eskisehir,163,54674.0,402630109080.0
1,1,203,1149 A Coruña (La Coruña) Boulevard,,Haiphong,194,95824.0,470884141195.0
1,1,519,962 Tama Loop,,,583,65952.0,282667506728.0
2,2,65,915 Ponce Place,,Basel-Stadt,56,83980.0,1395251317.0
1,1,250,829 Grand Prairie Way,,Paraná,328,6461.0,741070712873.0
2,2,372,230 Urawa Drive,,Andhra Pradesh,8,2738.0,166898395731.0
2,2,308,687 Alessandria Parkway,,Sanaa,455,57587.0,407218522294.0
2,2,180,757 Rustenburg Avenue,,Skikda,483,89668.0,506134035434.0
1,1,327,1427 A Coruña (La Coruña) Place,,Buenos Aires,45,85799.0,972574862516.0
2,2,367,1163 London Parkway,,Par,66,6066.0,675120358494.0
2,2,405,530 Lausanne Lane,,Texas,135,11067.0,775235029633.0
1,1,20,360 Toulouse Parkway,,England,495,54308.0,949312333307.0
2,2,570,415 Pune Avenue,,Shandong,580,44274.0,203202500108.0
2,2,270,682 Halisahar Place,,Severn Morava,378,20536.0,475553436330.0
2,2,318,1774 Yaoundé Place,,Hubei,166,91400.0,613124286867.0
2,2,144,1666 Beni-Mellal Place,,Tennessee,123,13377.0,9099941466.0
2,2,519,962 Tama Loop,,,583,65952.0,282667506728.0
2,2,140,788 Atšinsk Street,,Karnataka,211,81691.0,146497509724.0
2,2,598,42 Fontana Avenue,,Fejr,512,14684.0,437829801725.0
2,2,514,1747 Rustenburg Place,,Bihar,110,51369.0,442673923363.0
2,2,358,1698 Southport Loop,,Hidalgo,393,49009.0,754358349853.0
2,2,295,544 Tarsus Boulevard,,Gurico,562,53145.0,892523334.0
2,2,422,289 Santo André Manor,,al-Sharqiya,16,72410.0,214976066017.0
1,1,343,1443 Mardan Street,,Western Cape,392,31483.0,231383037471.0
1,1,295,544 Tarsus Boulevard,,Gurico,562,53145.0,892523334.0
2,2,346,1217 Konotop Avenue,,Gelderland,151,504.0,718917251754.0
1,1,500,362 Rajkot Lane,,Gansu,47,98030.0,962020153680.0
1,1,103,588 Vila Velha Manor,,Kyongsangbuk,268,51540.0,333339908719.0
2,2,321,651 Pathankot Loop,,Maharashtra,336,59811.0,139378397418.0
1,1,307,1908 Gaziantep Place,,Liaoning,536,58979.0,108053751300.0
1,1,469,1872 Toulon Loop,,OHiggins,428,7939.0,928809465153.0
1,1,433,1823 Hoshiarpur Lane,,Komi,510,33191.0,307133768620.0
1,1,404,734 Béchar Place,,Punjab,375,30586.0,280578750435.0
1,1,494,591 Sungai Petani Drive,,Okayama,376,46400.0,37247325001.0
1,1,539,1332 Gaziantep Lane,,Shandong,80,22813.0,383353187467.0
1,1,185,682 Garden Grove Place,,Tennessee,333,67497.0,72136330362.0
1,1,364,1623 Kingstown Drive,,Buenos Aires,20,91299.0,296394569728.0
2,2,481,1153 Allende Way,,Québec,179,20336.0,856872225376.0
1,1,320,1542 Lubumbashi Boulevard,,Tel Aviv,57,62472.0,508800331065.0
2,2,565,1741 Hoshiarpur Boulevard,,al-Sharqiya,79,22372.0,855066328617.0
2,2,247,1483 Pathankot Street,,Tucumn,454,37288.0,686015532180.0
1,1,318,1774 Yaoundé Place,,Hubei,166,91400.0,613124286867.0
1,1,289,1279 Udine Parkway,,Edo & Delta,69,75860.0,195003555232.0
2,2,26,28 Charlotte Amalie Street,,Rabat-Sal-Zammour-Z,443,37551.0,161968374323.0
2,2,596,1759 Niznekamsk Avenue,,al-Manama,14,39414.0,864392582257.0
1,1,198,345 Oshawa Boulevard,,Tokyo-to,204,32114.0,104491201771.0
2,2,439,1351 Aparecida de Goiânia Parkway,,Northern Mindanao,391,41775.0,959834530529.0
2,2,225,1926 Gingoog Street,,Sisilia,511,22824.0,469738825391.0
1,1,360,619 Huánuco Avenue,,Shimane,331,81508.0,142596392389.0
2,2,104,1913 Kamakura Place,,Lipetsk,238,97287.0,942570536750.0
1,1,205,68 Molodetšno Manor,,Nordrhein-Westfalen,575,4662.0,146640639760.0
2,2,276,1675 Xi´angfan Manor,,Tamil Nadu,283,11763.0,271149517630.0
2,2,337,1838 Tabriz Lane,,Dhaka,143,1195.0,38988715447.0
1,1,299,32 Pudukkottai Lane,,Ohio,140,38834.0,967274728547.0
2,2,557,1407 Pachuca de Soto Place,,Rio Grande do Sul,21,26284.0,380077794770.0
2,2,168,842 Salzburg Lane,,Adana,529,3313.0,697151428760.0
2,2,297,1192 Tongliao Street,,Sharja,470,19065.0,350970907017.0
2,2,590,247 Jining Parkway,,Banjul,54,53446.0,170115379190.0
1,1,254,786 Stara Zagora Way,,Oyo & Osun,390,98332.0,716256596301.0
2,2,455,1947 Paarl Way,,Central Java,509,23636.0,834061016202.0
2,2,460,659 Gatineau Boulevard,,La Paz,153,28587.0,205524798287.0
1,1,89,1557 Kütahya Boulevard,,England,88,88002.0,720998247660.0
2,2,537,958 Sagamihara Lane,,Mie,287,88408.0,427274926505.0
2,2,560,1447 Imus Place,,Gujarat,426,12905.0,62127829280.0
1,1,358,1698 Southport Loop,,Hidalgo,393,49009.0,754358349853.0
1,1,265,1158 Mandi Bahauddin Parkway,,Shanxi,136,98484.0,276555730211.0
1,1,313,1191 Sungai Petani Boulevard,,Missouri,262,9668.0,983259819766.0
2,2,167,1287 Xi´angfan Boulevard,,Gifu,253,57844.0,819416131190.0
1,1,120,544 Malmö Parkway,,Central Java,403,63502.0,386759646229.0
2,2,12,478 Joliet Way,,Hamilton,200,77948.0,657282285970.0
1,1,92,1942 Ciparay Parkway,,Cheju,113,82624.0,978987363654.0
1,1,416,1445 Carmen Parkway,,West Java,117,70809.0,598912394463.0
2,2,298,44 Najafabad Way,,Baskimaa,146,61391.0,96604821070.0
2,2,166,1740 Le Mans Loop,,Pays de la Loire,297,22853.0,168476538960.0
1,1,75,492 Cam Ranh Street,,Eastern Visayas,61,50805.0,565018274456.0
2,2,228,60 Poços de Caldas Street,,Rajasthan,243,82338.0,963063788669.0
1,1,437,1766 Almirante Brown Street,,KwaZulu-Natal,364,63104.0,617567598243.0
2,2,413,692 Amroha Drive,,Northern,230,35575.0,359478883004.0
1,1,197,447 Surakarta Loop,,Nyanza,271,10428.0,940830176580.0
2,2,25,262 A Coruña (La Coruña) Parkway,,Dhaka,525,34418.0,892775750063.0
1,1,173,1294 Firozabad Drive,,Ji´angxi,407,70618.0,161801569569.0
2,2,74,1124 Buenaventura Drive,,Mekka,13,6856.0,407733804223.0
2,2,8,1566 Inegöl Manor,,Mandalay,349,53561.0,705814003527.0
1,1,76,89 Allappuzha (Alleppey) Manor,,National Capital Reg,517,75444.0,255800440636.0
2,2,48,1998 Halifax Drive,,Lipetsk,308,76022.0,177727722820.0
2,2,81,1692 Ede Loop,,São Paulo,30,9223.0,918711376618.0
1,1,37,127 Purnea (Purnia) Manor,,Piemonte,17,79388.0,911872220378.0
2,2,289,1279 Udine Parkway,,Edo & Delta,69,75860.0,195003555232.0
1,1,336,430 Kumbakonam Drive,,Santa Fé,457,28814.0,105470691550.0
2,2,370,1565 Tangail Manor,,Okinawa,377,45750.0,634445428822.0
2,2,552,390 Wroclaw Way,,Hainan,462,5753.0,357593328658.0
2,2,176,29 Pyongyang Loop,,Batman,58,47753.0,734780743462.0
1,1,367,1163 London Parkway,,Par,66,6066.0,675120358494.0
1,1,279,1884 Shikarpur Avenue,,Haryana,263,85548.0,959949395183.0
2,2,507,1197 Sokoto Boulevard,,West Bengali,478,87687.0,868602816371.0
2,2,511,1152 al-Qatif Lane,,Kalimantan Barat,412,44816.0,131370665218.0
2,2,378,1191 Tandil Drive,,Southern Tagalog,523,6362.0,45554316010.0
2,2,466,118 Jaffna Loop,,Northern Mindanao,182,10447.0,325526730021.0
1,1,553,1421 Quilmes Lane,,Ishikawa,260,19151.0,135407755975.0
1,1,602,1101 Bucuresti Boulevard,,West Greece,401,97661.0,199514580428.0
1,1,568,1342 Sharja Way,,Sokoto & Kebbi & Zam,488,93655.0,946114054231.0
2,2,53,725 Isesaki Place,,Mekka,237,74428.0,876295323994.0
2,2,268,1831 Nam Dinh Loop,,National Capital Reg,323,51990.0,322888976727.0
2,2,451,1704 Tambaram Manor,,West Bengali,554,2834.0,39463554936.0
1,1,380,1519 Santiago de los Caballeros Loop,,East Kasai,348,22025.0,409315295763.0
1,1,350,1628 Nagareyama Lane,,Central,453,60079.0,20064292617.0
2,2,561,1497 Fengshan Drive,,KwaZulu-Natal,112,63022.0,368738360376.0
1,1,9,53 Idfu Parkway,,Nantou,361,42399.0,10655648674.0
1,1,73,1031 Daugavpils Parkway,,Béchar,63,59025.0,107137400143.0
2,2,24,1688 Okara Way,,Nothwest Border Prov,327,21954.0,144453869132.0
2,2,374,433 Florencia Street,,Chihuahua,250,91330.0,561729882725.0
1,1,268,1831 Nam Dinh Loop,,National Capital Reg,323,51990.0,322888976727.0
2,2,130,1666 Qomsheh Drive,,São Paulo,410,66255.0,582835362905.0
2,2,459,251 Florencia Drive,,Michoacn de Ocampo,556,16119.0,118011831565.0
2,2,424,1948 Bayugan Parkway,,Bihar,264,60622.0,987306329957.0
1,1,192,1166 Changhwa Street,,Caraga,62,58852.0,650752094490.0
2,2,47,1447 Imus Way,,Tahiti,167,48942.0,539758313890.0
1,1,187,1839 Székesfehérvár Parkway,,Gois,317,55709.0,947468818183.0
1,1,355,469 Nakhon Sawan Street,,Tuvassia,531,58866.0,689199636560.0
2,2,49,1718 Valencia Street,,Antofagasta,27,37359.0,675292816413.0
1,1,378,1191 Tandil Drive,,Southern Tagalog,523,6362.0,45554316010.0
1,1,172,475 Atšinsk Way,,Gansu,240,59571.0,201705577290.0
2,2,119,1107 Nakhon Sawan Avenue,,Mxico,365,75149.0,867546627903.0
1,1,565,1741 Hoshiarpur Boulevard,,al-Sharqiya,79,22372.0,855066328617.0
1,1,534,486 Ondo Parkway,,Benguela,67,35202.0,105882218332.0
2,2,158,798 Cianjur Avenue,,Shanxi,590,76990.0,499408708580.0
1,1,122,333 Goiânia Way,,Texas,185,78625.0,909029256431.0
2,2,293,86 Higashiosaka Lane,,Guanajuato,563,33768.0,957128697225.0
2,2,517,548 Uruapan Street,,Ontario,312,35653.0,879347453467.0
2,2,14,1531 Salé Drive,,Esfahan,162,53628.0,648856936185.0
2,2,433,1823 Hoshiarpur Lane,,Komi,510,33191.0,307133768620.0
1,1,133,1854 Tieli Street,,Shandong,302,15819.0,509492324775.0
2,2,313,1191 Sungai Petani Boulevard,,Missouri,262,9668.0,983259819766.0
1,1,83,586 Tete Way,,Kanagawa,256,1079.0,18581624103.0
2,2,483,632 Usolje-Sibirskoje Parkway,,Ha Darom,36,73085.0,667648979883.0
1,1,208,1215 Pyongyang Parkway,,Usak,557,25238.0,646237101779.0
1,1,459,251 Florencia Drive,,Michoacn de Ocampo,556,16119.0,118011831565.0
2,2,484,98 Pyongyang Boulevard,,Ohio,11,88749.0,191958435142.0
2,2,515,886 Tonghae Place,,Volgograd,259,19450.0,711928348157.0
2,2,435,740 Udaipur Lane,,Nizni Novgorod,150,33505.0,497288595103.0
1,1,573,1407 Surakarta Manor,,Moskova,466,33224.0,324346485054.0
1,1,368,1658 Jastrzebie-Zdrój Loop,,Central,372,96584.0,568367775448.0
1,1,560,1447 Imus Place,,Gujarat,426,12905.0,62127829280.0
1,1,478,1078 Stara Zagora Drive,,Aceh,301,69221.0,932992626595.0
1,1,369,817 Laredo Avenue,,Jalisco,188,77449.0,151249681135.0
1,1,474,1469 Plock Lane,,Galicia,388,95835.0,622884741180.0
2,2,496,775 Šostka Drive,,al-Daqahliya,337,22358.0,171973024401.0
1,1,223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,567,20657.0,991802825778.0
1,1,540,949 Allende Lane,,Uttar Pradesh,24,67521.0,122981120653.0
2,2,294,1912 Allende Manor,,Kowloon and New Kowl,279,58124.0,172262454487.0
2,2,141,1749 Daxian Place,,Gelderland,29,11044.0,963369996279.0
1,1,88,125 Città del Vaticano Boulevard,,Puebla,40,67912.0,48417642933.0
1,1,562,869 Shikarpur Way,,England,496,57380.0,590764256785.0
1,1,342,124 al-Manama Way,,Hiroshima,382,52368.0,647899404952.0
2,2,240,1479 Rustenburg Boulevard,,Southern Tagalog,527,18727.0,727785483194.0
2,2,416,1445 Carmen Parkway,,West Java,117,70809.0,598912394463.0
2,2,226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235,73431.0,516331171356.0
1,1,241,647 A Coruña (La Coruña) Street,,Chollanam,357,36971.0,792557457753.0
2,2,118,442 Rae Bareli Place,,Nordrhein-Westfalen,148,24321.0,886636413768.0
2,2,288,226 Halifax Street,,Xinxiang,277,58492.0,790651020929.0
2,2,579,521 San Juan Bautista Tuxtepec Place,,Qaraghandy,598,95093.0,844018348565.0
2,2,181,146 Johannesburg Way,,Tamaulipas,330,54132.0,953689007081.0
2,2,261,51 Laredo Avenue,,Sagaing,342,68146.0,884536620568.0
1,1,516,1574 Goiânia Boulevard,,Heilongjiang,502,39529.0,59634255214.0
1,1,111,1532 Dzerzinsk Way,,Buenos Aires,334,9599.0,330838016880.0
1,1,405,530 Lausanne Lane,,Texas,135,11067.0,775235029633.0
1,1,229,1014 Loja Manor,,Tamil Nadu,22,66851.0,460795526514.0
2,2,431,1596 Acuña Parkway,,Jharkhand,418,70425.0,157133457169.0
1,1,458,138 Caracas Boulevard,,Zulia,326,16790.0,974433019532.0
1,1,286,1308 Sumy Loop,,Fujian,175,30657.0,583021225407.0
2,2,44,671 Graz Street,,Oriental,353,94399.0,680768868518.0
1,1,50,46 Pjatigorsk Lane,,Moscow (City),343,23616.0,262076994845.0
2,2,300,661 Chisinau Lane,,Pietari,274,8856.0,816436065431.0
2,2,187,1839 Székesfehérvár Parkway,,Gois,317,55709.0,947468818183.0
1,1,245,1103 Bilbays Parkway,,Hubei,578,87660.0,279979529227.0
1,1,264,1027 Banjul Place,,West Bengali,197,50390.0,538241037443.0
2,2,533,556 Asunción Way,,Mogiljov,339,35364.0,338244023543.0
1,1,334,1816 Bydgoszcz Loop,,Dhaka,234,64308.0,965273813662.0
1,1,476,270 Tambaram Parkway,,Gauteng,244,9668.0,248446668735.0
1,1,1,47 MySakila Drive,,Alberta,300,,
2,2,415,432 Garden Grove Street,,Ontario,430,65630.0,615964523510.0
2,2,403,1190 0 Place,,Rio Grande do Sul,44,10417.0,841876514789.0
2,2,538,1817 Livorno Way,,Khanh Hoa,100,79401.0,478380208348.0
2,2,505,519 Brescia Parkway,,East Java,318,69504.0,793996678771.0
2,2,312,1354 Siegen Street,,Rio de Janeiro,25,80184.0,573441801529.0
1,1,125,211 Chiayi Drive,,Uttar Pradesh,164,58186.0,665993880048.0
1,1,346,1217 Konotop Avenue,,Gelderland,151,504.0,718917251754.0
1,1,233,356 Olomouc Manor,,Gois,26,93323.0,22326410776.0
1,1,227,1820 Maringá Parkway,,Punjab,324,88307.0,99760893676.0
1,1,485,984 Novotšerkassk Loop,,Gaziantep,180,28165.0,435118527255.0
1,1,237,1736 Cavite Place,,Qina,216,98775.0,431770603551.0
1,1,228,60 Poços de Caldas Street,,Rajasthan,243,82338.0,963063788669.0
1,1,79,1551 Rampur Lane,,Changhwa,108,72394.0,251164340471.0
1,1,566,1229 Varanasi (Benares) Manor,,Buenos Aires,43,40195.0,817740355461.0
1,1,594,1464 Kursk Parkway,,Shandong,574,17381.0,338758048786.0
2,2,402,616 Hagonoy Avenue,,Krasnojarsk,39,46043.0,604177838256.0
1,1,18,770 Bydgoszcz Avenue,,California,120,16266.0,517338314235.0
2,2,401,168 Cianjur Manor,,Saitama,228,73824.0,679095087143.0
1,1,577,1501 Pangkal Pinang Avenue,,Mazowieckie,409,943.0,770864062795.0
2,2,73,1031 Daugavpils Parkway,,Béchar,63,59025.0,107137400143.0
2,2,419,397 Sunnyvale Avenue,,Guanajuato,19,55566.0,680851640676.0
2,2,269,446 Kirovo-Tšepetsk Lane,,Osaka,203,19428.0,303967439816.0
2,2,255,1966 Tonghae Street,,Anhalt Sachsen,198,36481.0,567359279425.0
1,1,102,669 Firozabad Loop,,Abu Dhabi,12,92265.0,412903167998.0
2,2,314,1224 Huejutla de Reyes Boulevard,,Lombardia,91,70923.0,806016930576.0
2,2,529,600 Purnea (Purnia) Avenue,,Nghe An,571,18043.0,638409958875.0
1,1,287,1405 Chisinau Place,,Ponce,411,8160.0,62781725285.0
1,1,108,1386 Yangor Avenue,,Provence-Alpes-Cte,543,80720.0,449216226468.0
2,2,22,320 Brest Avenue,,Kaduna,252,43331.0,747791594069.0
1,1,85,320 Baiyin Parkway,,Mahajanga,319,37307.0,223664661973.0
2,2,1,47 MySakila Drive,,Alberta,300,,
1,1,302,922 Vila Velha Loop,,Maharashtra,9,4085.0,510737228015.0
2,2,200,1074 Binzhou Manor,,Baden-Wrttemberg,325,36490.0,331132568928.0
2,2,173,1294 Firozabad Drive,,Ji´angxi,407,70618.0,161801569569.0
1,1,298,44 Najafabad Way,,Baskimaa,146,61391.0,96604821070.0
1,1,86,927 Bahía Blanca Parkway,,Krim,479,9495.0,821972242086.0
2,2,280,1980 Kamjanets-Podilskyi Street,,Illinois,404,89502.0,874337098891.0
1,1,428,1727 Matamoros Place,,Sawhaj,465,78813.0,129673677866.0
2,2,209,1679 Antofagasta Street,,Alto Paran,122,86599.0,905903574913.0
2,2,96,984 Effon-Alaiye Avenue,,Gois,183,17119.0,132986892228.0
2,2,232,754 Valencia Place,,Phnom Penh,406,87911.0,594319417514.0
2,2,94,1952 Chatsworth Drive,,Guangdong,332,25958.0,991562402283.0
1,1,123,1987 Coacalco de Berriozábal Loop,,al-Qalyubiya,476,96065.0,787654415858.0
2,2,29,934 San Felipe de Puerto Plata Street,,Sind,472,99780.0,196495945706.0
2,2,165,97 Shimoga Avenue,,Tel Aviv,533,44660.0,177167004331.0
1,1,582,1568 Celaya Parkway,,Kaohsiung,168,34750.0,278669994384.0
1,1,512,1269 Ipoh Avenue,,Eskisehir,163,54674.0,402630109080.0
1,1,561,1497 Fengshan Drive,,KwaZulu-Natal,112,63022.0,368738360376.0
1,1,167,1287 Xi´angfan Boulevard,,Gifu,253,57844.0,819416131190.0
1,1,475,434 Ourense (Orense) Manor,,Hodeida,206,14122.0,562370137426.0
2,2,139,943 Johannesburg Avenue,,Maharashtra,417,5892.0,90921003005.0
2,2,593,1402 Zanzibar Boulevard,,Guanajuato,106,71102.0,387448063440.0
1,1,5,1913 Hanoi Way,,Nagasaki,463,35200.0,28303384290.0
1,1,246,1246 Boksburg Parkway,,Hebei,422,28349.0,890283544295.0
2,2,234,1256 Bislig Boulevard,,Botosani,86,50598.0,479007229460.0
1,1,275,906 Goiânia Way,,Wielkopolskie,255,83565.0,701767622697.0
1,1,311,715 São Bernardo do Campo Lane,,Kedah,507,84804.0,181179321332.0
2,2,28,96 Tafuna Way,,Córdoba,128,99865.0,934730187245.0
2,2,136,898 Belém Manor,,Free State,87,49757.0,707169393853.0
2,2,256,1497 Yuzhou Drive,,England,312,3433.0,246810237916.0
1,1,101,1599 Plock Drive,,Tete,534,71986.0,817248913162.0
1,1,239,98 Stara Zagora Boulevard,,Valle,96,76448.0,610173756082.0
1,1,49,1718 Valencia Street,,Antofagasta,27,37359.0,675292816413.0
1,1,398,954 Lapu-Lapu Way,,Moskova,278,8816.0,737229003916.0
1,1,359,519 Nyeri Manor,,São Paulo,461,37650.0,764680915323.0
1,1,96,984 Effon-Alaiye Avenue,,Gois,183,17119.0,132986892228.0
2,2,339,503 Sogamoso Loop,,Sumqayit,505,49812.0,834626715837.0
1,1,463,935 Aden Boulevard,,Central Java,532,64709.0,335052544020.0
2,2,183,1089 Iwatsuki Avenue,,Kirov,270,35109.0,866092335135.0
1,1,495,656 Matamoros Drive,,Boyac,487,19489.0,17305839123.0
2,2,195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,369,65387.0,812824036424.0
2,2,366,114 Jalib al-Shuyukh Manor,,Centre,585,60440.0,845378657301.0
1,1,455,1947 Paarl Way,,Central Java,509,23636.0,834061016202.0
1,1,333,1860 Taguig Loop,,West Java,119,59550.0,38158430589.0
1,1,182,1891 Rizhao Boulevard,,São Paulo,456,47288.0,391065549876.0
2,2,43,306 Antofagasta Place,,Esprito Santo,569,3989.0,378318851631.0
1,1,317,780 Kimberley Way,,Tabuk,515,17032.0,824396883951.0
1,1,112,1002 Ahmadnagar Manor,,Mxico,213,93026.0,371490777743.0
1,1,394,753 Ilorin Avenue,,Sichuan,157,3656.0,464511145118.0
2,2,443,1836 Korla Parkway,,Copperbelt,272,55405.0,689681677428.0
1,1,273,1519 Ilorin Place,,Kerala,395,49298.0,357445645426.0
1,1,124,241 Mosul Lane,,Risaralda,147,76157.0,765345144779.0
2,2,479,1854 Okara Boulevard,,Drenthe,158,42123.0,131912793873.0
2,2,332,663 Bahía Blanca Parkway,,Adana,5,33463.0,834418779292.0
1,1,117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132,10885.0,358178933857.0
1,1,33,786 Aurora Avenue,,Yamaguchi,474,65750.0,18461860151.0
1,1,285,1006 Santa Bárbara d´Oeste Manor,,Ondo & Ekiti,389,36229.0,85059738746.0
1,1,556,346 Cam Ranh Avenue,,Zhejiang,599,39976.0,978430786151.0
1,1,43,306 Antofagasta Place,,Esprito Santo,569,3989.0,378318851631.0
1,1,484,98 Pyongyang Boulevard,,Ohio,11,88749.0,191958435142.0
2,2,604,1331 Usak Boulevard,,Vaud,296,61960.0,145308717464.0
1,1,258,752 Ondo Loop,,Miyazaki,338,32474.0,134673576619.0
1,1,510,48 Maracaíbo Place,,Central Luzon,519,1570.0,82671830126.0
1,1,457,535 Ahmadnagar Manor,,Abu Dhabi,3,41136.0,985109775584.0
2,2,548,1658 Cumaná Loop,,Sumatera Selatan,396,51309.0,784907335610.0
1,1,315,543 Bergamo Avenue,,Minas Gerais,215,59686.0,103602195112.0
1,1,216,660 Jedda Boulevard,,Washington,65,25053.0,168758068397.0
1,1,119,1107 Nakhon Sawan Avenue,,Mxico,365,75149.0,867546627903.0
2,2,122,333 Goiânia Way,,Texas,185,78625.0,909029256431.0
1,1,244,1148 Saarbrücken Parkway,,Fukushima,226,1921.0,137773001988.0
1,1,480,421 Yaoundé Street,,Sumy,385,11363.0,726875628268.0
2,2,528,1176 Southend-on-Sea Manor,,Southern Tagalog,458,81651.0,236679267178.0
2,2,108,1386 Yangor Avenue,,Provence-Alpes-Cte,543,80720.0,449216226468.0
2,2,138,765 Southampton Drive,,al-Qalyubiya,421,4285.0,23712411567.0
1,1,389,500 Lincoln Parkway,,Ji´angsu,210,95509.0,550306965159.0
2,2,384,97 Mogiljov Lane,,Gujarat,73,89294.0,924815207181.0
1,1,502,1515 Korla Way,,England,589,57197.0,959467760895.0
2,2,458,138 Caracas Boulevard,,Zulia,326,16790.0,974433019532.0
1,1,63,1213 Ranchi Parkway,,Karnataka,350,94352.0,800024380485.0
1,1,319,1957 Yantai Lane,,São Paulo,490,59255.0,704948322302.0
2,2,102,669 Firozabad Loop,,Abu Dhabi,12,92265.0,412903167998.0
1,1,549,454 Qinhuangdao Drive,,Tadla-Azilal,68,25866.0,786270036240.0
1,1,564,505 Madiun Boulevard,,Dolnoslaskie,577,97271.0,970638808606.0
1,1,165,97 Shimoga Avenue,,Tel Aviv,533,44660.0,177167004331.0
1,1,40,334 Munger (Monghyr) Lane,,Markazi,31,38145.0,481183273622.0
1,1,563,1059 Yuncheng Avenue,,Vilna,570,47498.0,107092893983.0
1,1,292,1993 Tabuk Lane,,Tamil Nadu,522,64221.0,648482415405.0
2,2,63,1213 Ranchi Parkway,,Karnataka,350,94352.0,800024380485.0
1,1,337,1838 Tabriz Lane,,Dhaka,143,1195.0,38988715447.0
1,1,528,1176 Southend-on-Sea Manor,,Southern Tagalog,458,81651.0,236679267178.0
1,1,276,1675 Xi´angfan Manor,,Tamil Nadu,283,11763.0,271149517630.0
2,2,486,64 Korla Street,,Mwanza,347,25145.0,510383179153.0
2,2,601,844 Bucuresti Place,,Liaoning,242,36603.0,935952366111.0
1,1,523,608 Birgunj Parkway,,Taipei,116,400.0,627425618482.0
1,1,445,495 Bhimavaram Lane,,Maharashtra,144,3.0,82088937724.0
1,1,306,1883 Maikop Lane,,Kaliningrad,254,68469.0,96110042435.0
2,2,536,166 Jinchang Street,,Buenos Aires,165,86760.0,717566026669.0
2,2,581,186 Skikda Lane,,Morelos,131,89422.0,14465669789.0
1,1,326,470 Boksburg Street,,Central,81,97960.0,908029859266.0
1,1,34,1668 Anápolis Street,,Taipei,316,50199.0,525255540978.0
1,1,66,1717 Guadalajara Lane,,Missouri,441,85505.0,914090181665.0
1,1,179,431 Xi´angtan Avenue,,Kerala,18,4854.0,230250973122.0
2,2,120,544 Malmö Parkway,,Central Java,403,63502.0,386759646229.0
2,2,448,614 Denizli Parkway,,Rio Grande do Sul,486,29444.0,876491807547.0
2,2,45,42 Brindisi Place,,Yerevan,586,16744.0,42384721397.0
1,1,323,1769 Iwaki Lane,,Kujawsko-Pomorskie,97,25787.0,556100547674.0
1,1,329,867 Benin City Avenue,,Henan,591,78543.0,168884817145.0
