payment_id,customer_id,pstaff_id,amount,payment_date,rental_id,rental_date,inventory_id,customer_id,return_date,rstaff_id
3576,132,2,0.99,2005-07-27 17:31:40,7432,2005-07-27 17:31:40,3169,132,2005-07-28 17:44:40,2
3577,132,1,1.99,2005-07-28 01:01:15,7631,2005-07-28 01:01:15,2437,132,2005-08-01 06:16:15,2
3578,132,2,4.99,2005-08-01 02:18:46,10243,2005-08-01 02:18:46,2236,132,2005-08-06 21:45:46,1
3579,132,1,6.99,2005-08-01 07:18:24,10400,2005-08-01 07:18:24,3897,132,2005-08-10 08:38:24,1
3580,132,2,3.99,2005-08-01 15:07:04,10619,2005-08-01 15:07:04,2189,132,2005-08-07 11:42:04,2
3581,132,1,6.99,2005-08-01 15:44:20,10638,2005-08-01 15:44:20,2239,132,2005-08-08 16:05:20,2
3582,132,2,0.99,2005-08-02 09:27:45,11140,2005-08-02 09:27:45,3836,132,2005-08-05 04:10:45,1
3583,132,2,0.99,2005-08-17 12:00:54,11812,2005-08-17 12:00:54,119,132,2005-08-18 16:08:54,1
3584,132,2,0.99,2005-08-17 23:47:16,12133,2005-08-17 23:47:16,1958,132,2005-08-19 03:46:16,2
3585,132,1,4.99,2005-08-23 16:30:55,15874,2005-08-23 16:30:55,621,132,2005-08-28 20:57:55,1
3586,133,1,6.99,2005-05-26 17:09:53,275,2005-05-26 17:09:53,1718,133,2005-06-04 22:35:53,1
3587,133,2,2.99,2005-05-27 18:57:02,447,2005-05-27 18:57:02,3890,133,2005-06-05 18:38:02,1
3588,133,2,3.99,2005-06-16 00:17:39,1522,2005-06-16 00:17:39,235,133,2005-06-22 05:38:39,1
3589,133,2,7.99,2005-06-19 11:12:35,2665,2005-06-19 11:12:35,4531,133,2005-06-26 11:55:35,2
3590,133,1,0.99,2005-06-20 10:10:29,3006,2005-06-20 10:10:29,1677,133,2005-06-22 07:26:29,2
3591,133,2,0.99,2005-06-21 12:55:48,3365,2005-06-21 12:55:48,657,133,2005-06-23 13:38:48,2
3592,133,2,6.99,2005-07-08 02:22:18,4506,2005-07-08 02:22:18,1484,133,2005-07-13 04:54:18,2
3593,133,2,2.99,2005-07-08 05:18:50,4566,2005-07-08 05:18:50,4302,133,2005-07-15 01:53:50,1
3594,133,1,6.99,2005-07-08 10:36:03,4681,2005-07-08 10:36:03,1025,133,2005-07-16 09:21:03,2
3595,133,2,2.99,2005-07-08 17:54:18,4829,2005-07-08 17:54:18,2661,133,2005-07-11 23:41:18,1
3596,133,2,2.99,2005-07-09 04:37:31,5063,2005-07-09 04:37:31,1027,133,2005-07-13 09:56:31,2
3597,133,1,4.99,2005-07-11 09:48:16,6157,2005-07-11 09:48:16,4481,133,2005-07-16 05:00:16,2
3598,133,1,3.99,2005-07-12 08:19:41,6609,2005-07-12 08:19:41,3332,133,2005-07-19 08:19:41,2
3599,133,1,2.99,2005-07-27 08:07:39,7177,2005-07-27 08:07:39,3818,133,2005-07-30 03:17:39,2
3600,133,1,0.99,2005-07-27 16:16:37,7400,2005-07-27 16:16:37,2874,133,2005-07-31 12:34:37,2
3601,133,2,6.99,2005-07-29 05:50:09,8389,2005-07-29 05:50:09,1241,133,2005-08-06 05:15:09,2
3602,133,2,2.99,2005-07-30 10:11:52,9139,2005-07-30 10:11:52,2809,133,2005-08-03 12:44:52,1
3603,133,1,0.99,2005-07-30 11:47:48,9175,2005-07-30 11:47:48,358,133,2005-08-02 08:13:48,1
3604,133,2,0.99,2005-07-31 06:33:41,9671,2005-07-31 06:33:41,920,133,2005-08-02 07:50:41,1
3605,133,1,0.99,2005-08-01 16:56:17,10665,2005-08-01 16:56:17,3594,133,2005-08-03 18:58:17,1
3606,133,1,4.99,2005-08-18 10:01:48,12419,2005-08-18 10:01:48,3111,133,2005-08-19 13:40:48,1
3607,133,1,4.99,2005-08-19 01:47:30,12834,2005-08-19 01:47:30,757,133,2005-08-24 20:08:30,1
3608,133,2,2.99,2005-08-19 19:48:07,13323,2005-08-19 19:48:07,1055,133,2005-08-23 15:28:07,1
3609,133,1,1.99,2005-08-20 00:32:17,13455,2005-08-20 00:32:17,1315,133,2005-08-26 19:33:17,1
3610,133,2,2.99,2005-08-20 16:30:49,13910,2005-08-20 16:30:49,252,133,2005-08-24 13:30:49,2
3611,133,2,0.99,2005-08-22 11:11:51,15080,2005-08-22 11:11:51,927,133,2005-08-23 13:09:51,1
3612,133,1,6.99,2005-08-23 21:07:59,16009,2005-08-23 21:07:59,3055,133,2005-08-29 16:54:59,2
3613,134,1,3.99,2005-05-27 07:33:54,366,2005-05-27 07:33:54,360,134,2005-06-04 01:55:54,2
3614,134,2,0.99,2005-05-29 17:23:43,798,2005-05-29 17:23:43,1102,134,2005-06-01 13:06:43,2
3615,134,1,6.99,2005-05-29 20:16:12,814,2005-05-29 20:16:12,1572,134,2005-06-07 17:47:12,1
3616,134,2,4.99,2005-05-31 16:49:34,1124,2005-05-31 16:49:34,4560,134,2005-06-04 19:32:34,2
3617,134,1,9.99,2005-06-16 07:08:38,1618,2005-06-16 07:08:38,3741,134,2005-06-25 05:26:38,2
3618,134,2,0.99,2005-06-16 19:25:32,1784,2005-06-16 19:25:32,3792,134,2005-06-20 00:00:32,2
3619,134,2,0.99,2005-06-17 03:09:56,1881,2005-06-17 03:09:56,159,134,2005-06-18 01:49:56,1
3620,134,1,5.99,2005-06-21 04:55:21,3267,2005-06-21 04:55:21,1118,134,2005-06-29 23:46:21,1
3621,134,1,4.99,2005-07-09 16:09:19,5315,2005-07-09 16:09:19,585,134,2005-07-14 21:10:19,1
3622,134,2,2.99,2005-07-11 13:48:11,6226,2005-07-11 13:48:11,2758,134,2005-07-15 17:18:11,2
3623,134,1,0.99,2005-07-12 11:18:05,6659,2005-07-12 11:18:05,2285,134,2005-07-16 16:45:05,2
3624,134,2,2.99,2005-07-27 20:55:28,7516,2005-07-27 20:55:28,2178,134,2005-07-30 00:50:28,1
3625,134,2,4.99,2005-07-28 13:52:57,7965,2005-07-28 13:52:57,3671,134,2005-07-29 14:54:57,1
3626,134,2,1.99,2005-07-29 14:59:04,8650,2005-07-29 14:59:04,1272,134,2005-08-04 13:13:04,2
3627,134,1,6.99,2005-08-02 00:18:59,10864,2005-08-02 00:18:59,1694,134,2005-08-08 22:20:59,1
3628,134,1,3.99,2005-08-02 14:34:33,11280,2005-08-02 14:34:33,1846,134,2005-08-08 15:40:33,2
3629,134,1,4.99,2005-08-02 14:39:46,11283,2005-08-02 14:39:46,312,134,2005-08-05 10:19:46,2
3630,134,2,4.99,2005-08-02 22:24:31,11482,2005-08-02 22:24:31,1400,134,2005-08-04 01:48:31,1
3631,134,1,7.99,2005-08-18 22:37:41,12754,2005-08-18 22:37:41,4154,134,2005-08-27 20:17:41,2
3632,134,2,2.99,2005-08-19 07:11:44,12987,2005-08-19 07:11:44,3665,134,2005-08-20 04:17:44,1
3633,134,2,2.99,2005-08-19 07:47:16,13006,2005-08-19 07:47:16,3157,134,2005-08-21 06:17:16,1
3634,134,2,2.99,2005-08-21 06:20:14,14265,2005-08-21 06:20:14,3116,134,2005-08-23 09:05:14,1
3635,134,2,2.99,2005-08-23 19:42:46,15963,2005-08-23 19:42:46,3819,134,2005-08-25 22:12:46,1
3636,135,1,5.99,2005-05-25 11:35:18,78,2005-05-25 11:35:18,4067,135,2005-05-31 12:48:18,2
3637,135,2,3.99,2005-05-29 10:16:42,753,2005-05-29 10:16:42,1021,135,2005-06-05 08:52:42,2
3638,135,2,0.99,2005-06-15 07:42:58,1272,2005-06-15 07:42:58,3128,135,2005-06-18 12:00:58,1
3639,135,2,1.99,2005-06-16 10:30:22,1671,2005-06-16 10:30:22,3805,135,2005-06-22 11:08:22,2
3640,135,2,2.99,2005-06-20 05:22:18,2941,2005-06-20 05:22:18,3632,135,2005-06-26 07:40:18,2
3641,135,1,0.99,2005-07-07 06:25:19,4102,2005-07-07 06:25:19,3998,135,2005-07-11 00:50:19,2
3642,135,2,7.99,2005-07-09 04:01:02,5054,2005-07-09 04:01:02,4001,135,2005-07-18 05:16:02,2
3643,135,1,0.99,2005-07-10 02:44:27,5541,2005-07-10 02:44:27,1211,135,2005-07-13 04:13:27,2
3644,135,1,3.99,2005-07-11 07:39:38,6117,2005-07-11 07:39:38,2613,135,2005-07-18 12:07:38,2
3645,135,1,3.99,2005-07-12 01:14:03,6461,2005-07-12 01:14:03,1799,135,2005-07-19 21:12:03,1
3646,135,1,3.99,2005-07-12 18:19:57,6817,2005-07-12 18:19:57,184,135,2005-07-19 22:53:57,1
3647,135,2,4.99,2005-07-27 12:39:48,7297,2005-07-27 12:39:48,1855,135,2005-07-29 17:50:48,2
3648,135,1,0.99,2005-07-27 17:39:18,7437,2005-07-27 17:39:18,2617,135,2005-07-28 18:33:18,2
3649,135,1,7.99,2005-07-27 22:12:41,7554,2005-07-27 22:12:41,1805,135,2005-08-04 01:34:41,2
3650,135,1,0.99,2005-07-28 05:08:44,7734,2005-07-28 05:08:44,2726,135,2005-07-30 09:42:44,2
3651,135,1,0.99,2005-07-29 03:37:07,8315,2005-07-29 03:37:07,1420,135,2005-07-29 23:22:07,2
3652,135,2,7.99,2005-07-30 00:36:26,8885,2005-07-30 00:36:26,2984,135,2005-08-06 03:05:26,1
3653,135,1,6.99,2005-07-30 04:37:36,8987,2005-07-30 04:37:36,1434,135,2005-08-08 10:14:36,2
3654,135,2,4.99,2005-07-31 20:23:13,10091,2005-07-31 20:23:13,1878,135,2005-08-02 21:58:13,2
3655,135,2,0.99,2005-08-01 09:52:37,10471,2005-08-01 09:52:37,1684,135,2005-08-07 09:40:37,2
3656,135,1,2.99,2005-08-01 14:53:52,10611,2005-08-01 14:53:52,957,135,2005-08-07 09:15:52,2
3657,135,1,3.99,2005-08-01 18:24:41,10698,2005-08-01 18:24:41,2738,135,2005-08-08 18:59:41,2
3658,135,2,5.99,2005-08-02 11:35:53,11194,2005-08-02 11:35:53,2732,135,2005-08-10 11:28:53,1
3659,135,1,7.99,2005-08-17 07:21:22,11704,2005-08-17 07:21:22,1099,135,2005-08-25 06:06:22,1
3660,135,1,2.99,2005-08-18 03:53:34,12249,2005-08-18 03:53:34,3586,135,2005-08-21 01:14:34,1
3661,135,1,0.99,2005-08-19 08:46:45,13035,2005-08-19 08:46:45,4082,135,2005-08-22 11:42:45,1
3662,135,1,0.99,2005-08-20 20:19:05,14005,2005-08-20 20:19:05,1415,135,2005-08-26 01:42:05,2
3663,135,2,5.99,2005-08-21 01:57:26,14136,2005-08-21 01:57:26,268,135,2005-08-28 01:11:26,1
3664,135,2,2.99,2005-08-23 17:42:00,15908,2005-08-23 17:42:00,2453,135,2005-08-31 22:32:00,1
3665,135,1,0.99,2006-02-14 15:16:03,13390,2006-02-14 15:16:03,2855,135,None,1
3666,136,2,2.99,2005-05-31 21:20:09,1150,2005-05-31 21:20:09,1632,136,2005-06-03 19:15:09,2
3667,136,2,2.99,2005-06-17 19:14:30,2104,2005-06-17 19:14:30,3084,136,2005-06-19 16:26:30,1
3668,136,1,0.99,2005-07-08 22:05:35,4927,2005-07-08 22:05:35,2566,136,2005-07-14 23:22:35,2
3669,136,1,3.99,2005-07-10 05:51:12,5627,2005-07-10 05:51:12,244,136,2005-07-17 09:56:12,2
3670,136,2,3.99,2005-07-11 08:54:09,6142,2005-07-11 08:54:09,1722,136,2005-07-18 05:23:09,2
3671,136,1,8.99,2005-07-12 06:50:52,6585,2005-07-12 06:50:52,2064,136,2005-07-21 06:51:52,1
3672,136,2,0.99,2005-07-30 17:15:27,9319,2005-07-30 17:15:27,4066,136,2005-08-03 14:03:27,1
3673,136,2,5.99,2005-07-31 09:42:58,9764,2005-07-31 09:42:58,3761,136,2005-08-07 07:22:58,2
3674,136,2,10.99,2005-08-17 18:27:22,11992,2005-08-17 18:27:22,4132,136,2005-08-26 22:38:22,2
3675,136,1,5.99,2005-08-18 04:58:06,12287,2005-08-18 04:58:06,2238,136,2005-08-24 00:06:06,1
3676,136,2,0.99,2005-08-18 14:10:09,12539,2005-08-18 14:10:09,3259,136,2005-08-19 19:44:09,2
3677,136,2,4.99,2005-08-20 19:30:35,13992,2005-08-20 19:30:35,2798,136,2005-08-24 19:09:35,2
3678,136,2,0.99,2005-08-21 09:53:03,14379,2005-08-21 09:53:03,3062,136,2005-08-24 14:32:03,1
3679,136,1,2.99,2005-08-21 11:48:32,14437,2005-08-21 11:48:32,1504,136,2005-08-25 11:06:32,2
3680,136,1,4.99,2005-08-23 00:34:28,15439,2005-08-23 00:34:28,3848,136,2005-08-27 01:07:28,1
3681,137,1,2.99,2005-05-30 12:13:52,925,2005-05-30 12:13:52,3203,137,2005-06-02 14:41:52,2
3682,137,1,6.99,2005-06-18 20:24:23,2469,2005-06-18 20:24:23,1993,137,2005-06-27 15:39:23,1
3683,137,1,2.99,2005-06-19 18:43:57,2785,2005-06-19 18:43:57,826,137,2005-06-24 15:36:57,2
3684,137,2,3.99,2005-06-20 13:28:35,3058,2005-06-20 13:28:35,938,137,2005-06-28 13:57:35,2
3685,137,1,5.99,2005-06-21 19:16:09,3436,2005-06-21 19:16:09,2740,137,2005-06-30 13:58:09,2
3686,137,2,4.99,2005-07-06 04:30:18,3589,2005-07-06 04:30:18,3740,137,2005-07-10 09:18:18,1
3687,137,2,5.99,2005-07-06 09:10:37,3676,2005-07-06 09:10:37,1967,137,2005-07-14 08:24:37,1
3688,137,2,6.99,2005-07-06 18:06:12,3874,2005-07-06 18:06:12,1870,137,2005-07-12 16:55:12,1
3689,137,1,6.99,2005-07-07 18:25:26,4332,2005-07-07 18:25:26,1714,137,2005-07-16 15:05:26,1
3690,137,2,3.99,2005-07-08 00:26:56,4474,2005-07-08 00:26:56,4474,137,2005-07-12 23:07:56,1
3691,137,1,2.99,2005-07-09 06:40:24,5106,2005-07-09 06:40:24,110,137,2005-07-13 10:28:24,1
3692,137,1,3.99,2005-07-09 21:56:09,5443,2005-07-09 21:56:09,2951,137,2005-07-16 00:33:09,2
3693,137,1,2.99,2005-07-10 15:06:31,5804,2005-07-10 15:06:31,2168,137,2005-07-14 11:00:31,1
3694,137,1,6.99,2005-07-11 03:12:19,6039,2005-07-11 03:12:19,1776,137,2005-07-19 05:46:19,1
3695,137,2,0.99,2005-07-11 12:16:42,6200,2005-07-11 12:16:42,3258,137,2005-07-17 09:27:42,2
3696,137,1,8.99,2005-07-28 16:11:15,8028,2005-07-28 16:11:15,2715,137,2005-08-05 15:11:15,1
3697,137,1,4.99,2005-07-28 19:02:46,8106,2005-07-28 19:02:46,963,137,2005-07-30 20:48:46,2
3698,137,2,2.99,2005-07-30 03:25:51,8954,2005-07-30 03:25:51,991,137,2005-08-06 05:10:51,2
3699,137,1,4.99,2005-07-30 05:02:21,9002,2005-07-30 05:02:21,1936,137,2005-07-31 04:58:21,1
3700,137,2,4.99,2005-07-30 12:39:52,9200,2005-07-30 12:39:52,3277,137,2005-08-08 09:43:52,2
3701,137,2,7.99,2005-07-30 22:44:36,9466,2005-07-30 22:44:36,2595,137,2005-08-07 02:35:36,2
3702,137,1,4.99,2005-07-31 08:04:55,9709,2005-07-31 08:04:55,2096,137,2005-08-07 08:58:55,1
3703,137,1,2.99,2005-07-31 10:30:25,9789,2005-07-31 10:30:25,619,137,2005-08-03 14:58:25,1
3704,137,1,6.99,2005-07-31 23:40:11,10175,2005-07-31 23:40:11,3672,137,2005-08-09 02:22:11,1
3705,137,2,4.99,2005-08-01 14:16:28,10595,2005-08-01 14:16:28,966,137,2005-08-03 10:37:28,1
3706,137,2,5.99,2005-08-01 23:41:24,10842,2005-08-01 23:41:24,1300,137,2005-08-11 03:48:24,1
3707,137,2,4.99,2005-08-02 06:38:19,11057,2005-08-02 06:38:19,3143,137,2005-08-11 03:43:19,1
3708,137,1,3.99,2005-08-02 14:35:01,11281,2005-08-02 14:35:01,2210,137,2005-08-07 17:28:01,1
3709,137,2,3.99,2005-08-17 08:29:46,11732,2005-08-17 08:29:46,460,137,2005-08-23 14:21:46,2
3710,137,1,2.99,2005-08-17 22:00:22,12078,2005-08-17 22:00:22,684,137,2005-08-24 02:54:22,2
3711,137,1,0.99,2005-08-19 12:55:30,13148,2005-08-19 12:55:30,1762,137,2005-08-21 11:01:30,1
3712,137,1,5.99,2005-08-20 01:03:31,13472,2005-08-20 01:03:31,3074,137,2005-08-28 02:54:31,1
3713,137,1,5.99,2005-08-20 11:57:06,13776,2005-08-20 11:57:06,2439,137,2005-08-26 10:55:06,1
3714,137,1,7.99,2005-08-21 23:17:26,14754,2005-08-21 23:17:26,2355,137,2005-08-29 18:55:26,2
3715,137,2,7.99,2005-08-22 11:17:06,15082,2005-08-22 11:17:06,2046,137,2005-08-28 06:40:06,1
3716,137,1,0.99,2005-08-22 13:17:43,15133,2005-08-22 13:17:43,3408,137,2005-08-26 08:40:43,1
3717,137,2,2.99,2005-08-23 04:00:30,15537,2005-08-23 04:00:30,2958,137,2005-08-24 01:45:30,2
3718,137,2,4.99,2005-08-23 16:57:43,15889,2005-08-23 16:57:43,787,137,2005-08-27 22:14:43,1
3719,137,1,9.99,2005-08-23 21:56:04,16030,2005-08-23 21:56:04,4161,137,2005-08-31 01:24:04,2
3720,138,1,2.99,2005-05-28 03:53:26,523,2005-05-28 03:53:26,1905,138,2005-05-31 05:58:26,2
3721,138,1,0.99,2005-05-31 03:06:08,1020,2005-05-31 03:06:08,3402,138,2005-06-02 08:57:08,2
3722,138,2,0.99,2005-06-15 10:26:23,1316,2005-06-15 10:26:23,3891,138,2005-06-21 09:25:23,2
3723,138,2,0.99,2005-06-17 14:00:51,2038,2005-06-17 14:00:51,4231,138,2005-06-19 11:54:51,2
3724,138,1,7.99,2005-06-19 15:14:55,2731,2005-06-19 15:14:55,4218,138,2005-06-27 14:30:55,2
3725,138,2,2.99,2005-07-05 23:13:07,3481,2005-07-05 23:13:07,3575,138,2005-07-07 20:36:07,2
3726,138,1,0.99,2005-07-09 19:05:56,5378,2005-07-09 19:05:56,1570,138,2005-07-10 18:03:56,2
3727,138,1,1.99,2005-07-10 04:55:45,5600,2005-07-10 04:55:45,3713,138,2005-07-18 03:10:45,2
3728,138,1,4.99,2005-07-10 08:44:02,5679,2005-07-10 08:44:02,389,138,2005-07-14 05:30:02,1
3729,138,1,2.99,2005-07-12 01:08:52,6458,2005-07-12 01:08:52,2809,138,2005-07-16 20:22:52,1
3730,138,1,0.99,2005-07-12 21:10:04,6892,2005-07-12 21:10:04,1567,138,2005-07-13 23:03:04,2
3731,138,1,2.99,2005-07-27 09:16:28,7208,2005-07-27 09:16:28,1523,138,2005-07-28 09:40:28,1
3732,138,1,2.99,2005-07-28 06:10:55,7754,2005-07-28 06:10:55,1981,138,2005-07-29 02:46:55,1
3733,138,2,4.99,2005-07-28 19:28:23,8123,2005-07-28 19:28:23,2256,138,2005-08-04 19:41:23,1
3734,138,2,3.99,2005-07-28 21:10:30,8160,2005-07-28 21:10:30,2446,138,2005-08-05 16:52:30,2
3735,138,1,3.99,2005-07-29 07:06:03,8424,2005-07-29 07:06:03,366,138,2005-08-06 12:00:03,2
3736,138,2,1.99,2005-07-30 14:37:44,9259,2005-07-30 14:37:44,97,138,2005-08-06 18:05:44,2
3737,138,1,0.99,2005-07-31 04:17:02,9619,2005-07-31 04:17:02,1730,138,2005-08-05 06:36:02,2
3738,138,1,9.99,2005-07-31 15:49:40,9947,2005-07-31 15:49:40,1173,138,2005-08-08 11:11:40,1
3739,138,1,0.99,2005-07-31 21:06:12,10110,2005-07-31 21:06:12,4081,138,2005-08-03 02:03:12,2
3740,138,2,4.99,2005-08-01 00:27:53,10190,2005-08-01 00:27:53,4411,138,2005-08-01 20:32:53,2
3741,138,1,3.99,2005-08-01 03:08:56,10268,2005-08-01 03:08:56,2755,138,2005-08-08 02:41:56,1
3742,138,1,5.99,2005-08-01 08:41:54,10431,2005-08-01 08:41:54,1074,138,2005-08-07 09:44:54,2
3743,138,1,4.99,2005-08-02 05:13:00,11015,2005-08-02 05:13:00,4331,138,2005-08-08 04:18:00,2
3744,138,1,0.99,2005-08-02 07:48:31,11088,2005-08-02 07:48:31,2739,138,2005-08-05 08:09:31,2
3745,138,1,0.99,2005-08-02 21:37:36,11463,2005-08-02 21:37:36,1944,138,2005-08-08 03:11:36,2
3746,138,2,2.99,2005-08-18 14:40:38,12550,2005-08-18 14:40:38,4267,138,2005-08-19 13:33:38,2
3747,138,2,2.99,2005-08-19 03:05:41,12873,2005-08-19 03:05:41,2140,138,2005-08-22 06:57:41,2
3748,138,1,1.99,2005-08-21 03:40:11,14194,2005-08-21 03:40:11,2003,138,2005-08-26 07:38:11,1
3749,138,2,4.99,2005-08-21 11:36:15,14432,2005-08-21 11:36:15,2294,138,2005-08-24 08:02:15,2
3750,138,2,4.99,2005-08-21 13:52:54,14486,2005-08-21 13:52:54,3119,138,2005-08-23 07:58:54,1
3751,138,1,4.99,2005-08-22 07:41:08,14987,2005-08-22 07:41:08,1513,138,2005-08-24 03:15:08,2
3752,138,1,2.99,2005-08-23 00:03:01,15424,2005-08-23 00:03:01,3452,138,2005-08-27 23:27:01,2
3753,138,1,0.99,2005-08-23 02:39:56,15501,2005-08-23 02:39:56,4468,138,2005-08-25 04:39:56,1
3754,139,2,2.99,2005-06-14 23:42:56,1169,2005-06-14 23:42:56,1062,139,2005-06-16 04:02:56,2
3755,139,1,2.99,2005-06-16 15:52:32,1736,2005-06-16 15:52:32,3771,139,2005-06-21 14:39:32,2
3756,139,1,0.99,2005-06-19 10:47:42,2659,2005-06-19 10:47:42,66,139,2005-06-23 14:03:42,1
3757,139,2,7.99,2005-06-19 14:49:42,2718,2005-06-19 14:49:42,4443,139,2005-06-26 19:37:42,1
3758,139,2,0.99,2005-07-08 09:54:47,4660,2005-07-08 09:54:47,1208,139,2005-07-11 15:19:47,2
3759,139,2,2.99,2005-07-08 09:59:18,4663,2005-07-08 09:59:18,2959,139,2005-07-10 11:25:18,1
3760,139,2,2.99,2005-07-09 05:57:39,5092,2005-07-09 05:57:39,3256,139,2005-07-12 00:45:39,2
3761,139,2,7.99,2005-07-09 14:15:01,5265,2005-07-09 14:15:01,4482,139,2005-07-18 14:43:01,2
3762,139,1,6.99,2005-07-09 19:26:22,5390,2005-07-09 19:26:22,715,139,2005-07-14 22:46:22,1
3763,139,1,6.99,2005-07-10 00:15:00,5494,2005-07-10 00:15:00,3087,139,2005-07-17 01:12:00,2
3764,139,1,6.99,2005-07-12 02:57:39,6496,2005-07-12 02:57:39,3550,139,2005-07-20 01:43:39,1
3765,139,2,0.99,2005-07-12 14:22:08,6740,2005-07-12 14:22:08,2431,139,2005-07-14 14:35:08,1
3766,139,1,0.99,2005-07-27 15:07:58,7369,2005-07-27 15:07:58,3889,139,2005-07-30 09:16:58,2
3767,139,2,5.99,2005-07-28 06:42:02,7767,2005-07-28 06:42:02,329,139,2005-08-05 11:19:02,2
3768,139,2,2.99,2005-07-30 20:48:31,9415,2005-07-30 20:48:31,3336,139,2005-08-05 19:45:31,2
3769,139,2,4.99,2005-07-31 14:57:13,9920,2005-07-31 14:57:13,3108,139,2005-08-03 18:58:13,2
3770,139,1,2.99,2005-08-02 01:34:26,10900,2005-08-02 01:34:26,1749,139,2005-08-07 00:52:26,2
3771,139,1,6.99,2005-08-19 02:23:23,12859,2005-08-19 02:23:23,2289,139,2005-08-28 04:55:23,2
3772,139,2,3.99,2005-08-19 22:16:16,13401,2005-08-19 22:16:16,488,139,2005-08-25 19:01:16,2
3773,139,2,5.99,2005-08-21 22:25:53,14736,2005-08-21 22:25:53,207,139,2005-08-25 19:01:53,2
3774,139,1,2.99,2005-08-22 00:27:59,14788,2005-08-22 00:27:59,1917,139,2005-08-29 23:54:59,2
3775,139,1,2.99,2005-08-22 08:57:10,15024,2005-08-22 08:57:10,1831,139,2005-08-24 10:39:10,1
3776,139,2,2.99,2005-08-22 09:04:53,15029,2005-08-22 09:04:53,2234,139,2005-08-25 09:03:53,1
3777,139,1,2.99,2005-08-22 10:34:39,15062,2005-08-22 10:34:39,4393,139,2005-08-26 13:09:39,2
3778,139,1,9.99,2005-08-22 16:59:05,15218,2005-08-22 16:59:05,10,139,2005-08-30 17:01:05,1
3779,139,1,3.99,2005-08-23 01:38:48,15471,2005-08-23 01:38:48,2591,139,2005-08-31 19:47:48,1
3780,139,1,0.99,2005-08-23 12:12:05,15743,2005-08-23 12:12:05,1625,139,2005-08-26 11:35:05,1
3781,140,1,4.99,2005-06-16 04:51:18,1586,2005-06-16 04:51:18,769,140,2005-06-21 06:54:18,2
3782,140,1,2.99,2005-06-16 12:09:20,1687,2005-06-16 12:09:20,3686,140,2005-06-18 06:18:20,2
3783,140,2,6.99,2005-06-18 10:53:51,2332,2005-06-18 10:53:51,2152,140,2005-06-24 12:06:51,2
3784,140,2,0.99,2005-06-20 22:15:47,3171,2005-06-20 22:15:47,2838,140,2005-06-24 18:14:47,1
3785,140,1,4.99,2005-07-11 16:55:35,6286,2005-07-11 16:55:35,1070,140,2005-07-13 22:51:35,1
3786,140,1,9.99,2005-07-11 23:02:19,6407,2005-07-11 23:02:19,775,140,2005-07-21 00:30:19,1
3787,140,2,0.99,2005-07-12 05:51:47,6571,2005-07-12 05:51:47,3700,140,2005-07-15 11:31:47,1
3788,140,1,2.99,2005-07-12 22:30:29,6918,2005-07-12 22:30:29,4085,140,2005-07-19 22:51:29,1
3789,140,1,4.99,2005-07-27 07:58:26,7170,2005-07-27 07:58:26,370,140,2005-07-28 02:30:26,1
3790,140,1,4.99,2005-07-30 08:35:10,9094,2005-07-30 08:35:10,2699,140,2005-08-07 08:18:10,2
3791,140,1,0.99,2005-07-30 20:21:35,9404,2005-07-30 20:21:35,3832,140,2005-08-02 15:52:35,1
3792,140,1,6.99,2005-08-01 05:11:11,10342,2005-08-01 05:11:11,332,140,2005-08-10 00:27:11,1
3793,140,2,3.99,2005-08-02 20:04:36,11430,2005-08-02 20:04:36,2258,140,2005-08-08 19:43:36,1
3794,140,1,4.99,2005-08-17 22:20:01,12086,2005-08-17 22:20:01,3963,140,2005-08-26 02:14:01,1
3795,140,1,4.99,2005-08-18 19:34:02,12675,2005-08-18 19:34:02,569,140,2005-08-23 13:36:02,2
3796,140,2,10.99,2005-08-19 09:31:48,13053,2005-08-19 09:31:48,2044,140,2005-08-28 07:51:48,2
3797,140,1,2.99,2005-08-22 18:24:34,15261,2005-08-22 18:24:34,2200,140,2005-08-27 19:53:34,1
3798,140,1,2.99,2005-08-23 15:47:02,15852,2005-08-23 15:47:02,1506,140,2005-08-25 19:37:02,1
3799,141,2,2.99,2005-05-30 12:44:57,930,2005-05-30 12:44:57,2835,141,2005-06-04 10:53:57,2
3800,141,2,7.99,2005-06-15 05:05:07,1242,2005-06-15 05:05:07,821,141,2005-06-22 04:57:07,1
3801,141,2,7.99,2005-06-20 02:26:31,2895,2005-06-20 02:26:31,4445,141,2005-06-27 23:42:31,2
3802,141,1,4.99,2005-06-21 19:08:28,3434,2005-06-21 19:08:28,2295,141,2005-06-23 14:25:28,1
3803,141,1,1.99,2005-07-07 04:00:20,4057,2005-07-07 04:00:20,2838,141,2005-07-12 08:14:20,1
3804,141,2,0.99,2005-07-07 16:24:09,4297,2005-07-07 16:24:09,882,141,2005-07-13 15:08:09,2
3805,141,1,5.99,2005-07-08 09:50:10,4656,2005-07-08 09:50:10,839,141,2005-07-13 15:00:10,1
3806,141,2,2.99,2005-07-09 04:36:49,5062,2005-07-09 04:36:49,2190,141,2005-07-10 06:26:49,1
3807,141,1,0.99,2005-07-10 13:17:58,5769,2005-07-10 13:17:58,4052,141,2005-07-11 11:32:58,1
3808,141,2,4.99,2005-07-27 00:49:53,6979,2005-07-27 00:49:53,1001,141,2005-07-31 03:59:53,2
