id,gid,name,sort_name,type,edits_pending,last_updated,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,comment
13906,5a6c7a3a-ed32-4263-9b55-fc0b6edee16f,Paratico,Paratico,4,0,2013-07-21 19:39:33.318309+02,,,,,,,f,""
2882,20c75731-2d8a-4ab4-a4c4-18ec74023aea,Parwān,Parwān,2,0,2013-05-20 23:35:33.776969+02,,,,,,,f,""
3123,a16b6778-e910-4908-a334-1eb2e584c91a,Luanda,Luanda,2,0,2013-05-21 00:46:40.912742+02,,,,,,,f,""
2912,e8a76756-0dfe-4055-a6d4-3372b8fb33bd,Surxondaryo,Surxondaryo,2,0,2013-05-20 23:41:18.03024+02,,,,,,,f,""
14380,4e9b05ce-889f-4229-a0a8-5cf508c34284,Castelletto d'Erro,Castelletto d'Erro,4,0,2013-07-21 21:25:10.064276+02,,,,,,,f,""
13978,9a5a9b6f-2f4b-447e-9e47-15a49425f999,Prestine,Prestine,4,0,2013-07-21 19:55:27.676935+02,,,,,,,f,""
3054,a9c4aa9f-204f-43b5-99a1-ad0fe45afc76,Tubas,Tubas,2,0,2013-05-21 00:24:11.865228+02,,,,,,,f,""
19657,8e3c4665-b40e-4704-9f39-52a158204ae5,Volturino,Volturino,4,0,2013-07-22 11:13:32.613637+02,,,,,,,f,""
3202,cec192cd-00bd-4eab-98eb-20e3a20a82e5,Ombella-Mpoko,Ombella-Mpoko,2,0,2013-05-21 01:02:22.412234+02,,,,,,,f,""
3127,e6a6d064-b3f6-4e40-899d-68588848cbba,Uíge,Uíge,2,0,2013-05-21 00:47:24.550115+02,,,,,,,f,""
3170,46652089-4ca2-4b43-a407-cb091251a7b0,Zou,Zou,2,0,2013-05-21 00:55:48.296133+02,,,,,,,f,""
3259,a4dbbecb-0628-4c53-961f-9e7cceb5045f,Oum el Bouaghi,Oum el Bouaghi,2,0,2013-05-21 11:30:29.840745+02,,,,,,,f,""
3242,b79020ad-6b22-4ca1-8a4c-823e3164e62f,Littoral,Littoral,2,0,2013-05-21 01:09:21.496755+02,,,,,,,f,""
3297,c7d8d54a-b6cd-4f10-afd1-18de086d3c9f,Tipaza,Tipaza,2,0,2013-05-21 11:37:22.130721+02,,,,,,,f,""
3329,0d6282f6-2351-4e3c-a1a6-93d3a6690fe9,Shamāl Sīnā’,Shamāl Sīnā’,2,0,2013-05-21 11:43:05.526975+02,,,,,,,f,""
3363,4e1f9fc9-1b1a-4898-8835-f194e9c968c0,Eastern,Eastern,2,0,2013-05-21 12:05:04.134717+02,,,,,,,f,""
3406,7736c174-0649-4a0a-9b44-c872d1ed96dd,Gbarpolu,Gbarpolu,2,0,2013-05-21 13:21:44.750796+02,,,,,,,f,""
3437,4ca1b30b-3666-4e7e-a862-3ab22dd6d613,Murzuq,Murzuq,2,0,2013-05-21 13:27:45.174407+02,,,,,,,f,""
2444,9795004e-e957-4fc2-8938-aef1b573b297,Respublika Sakha (Yakutiya),"Sakha, Respublika (Yakutiya)",2,0,2013-05-24 00:55:03.640385+02,,,,,,,f,""
3468,b68684c2-6cc9-4d81-bed4-553407a5b6c1,Kayes,Kayes,2,0,2013-05-21 13:34:07.690277+02,,,,,,,f,""
3082,78a6bcfa-52ac-4111-a028-0f52edc0b701,Ḩamāh,Ḩamāh,2,0,2013-05-27 19:52:59.90302+02,,,,,,,f,""
1854,87f30df5-1ba4-4a4e-a7a3-88d08864afa6,Sisačko-moslavačka županija,Sisačko-moslavačka županija,2,0,2013-05-20 14:11:13.317267+02,,,,,,,f,""
2426,75db1d6c-b090-4114-895e-338b6fb1228c,Respublika Mariy El,"Mariy El, Respublika",2,0,2013-05-24 00:55:25.562394+02,,,,,,,f,""
1855,524f2140-0b0a-450e-9e88-48340e2d0b5e,Karlovačka županija,Karlovačka županija,2,0,2013-05-20 14:11:26.771619+02,,,,,,,f,""
1856,bd4ee1d5-0a13-441e-9b1f-2aeaf8d47aa5,Varaždinska županija,Varaždinska županija,2,0,2013-05-20 14:11:39.330843+02,,,,,,,f,""
1857,f8eb2baf-3e16-4e23-a804-c97eadcbce2b,Koprivničko-križevačka županija,Koprivničko-križevačka županija,2,0,2013-05-20 14:11:53.090502+02,,,,,,,f,""
13753,9fee2c8f-70a5-4d1b-9253-c00331985b88,Vico Canavese,Vico Canavese,4,0,2013-07-21 19:05:02.128656+02,,,,,,,f,""
1875,e9534cdf-f4d6-4346-bfbe-6a34619e518a,Lombardia,Lombardia,2,0,2013-05-20 14:35:41.719236+02,,,,,,,f,""
1887,f05bf3f9-6678-499a-85c0-4edcd24e3c27,Campania,Campania,2,0,2013-06-05 11:39:28.107438+02,,,,,,,f,""
1859,62223575-5a29-4807-9616-8db66397d403,Primorsko-goranska županija,Primorsko-goranska županija,2,0,2013-05-20 14:12:22.647081+02,,,,,,,f,""
1860,61c68e9f-13fc-4ed4-97a1-790af83c8f2d,Ličko-senjska županija,Ličko-senjska županija,2,0,2013-05-20 14:12:35.94983+02,,,,,,,f,""
1876,19a7a4c5-d897-4ab0-9657-632b1878c91c,Trentino-Alto Adige,Trentino-Alto Adige,2,0,2013-05-20 14:35:56.72755+02,,,,,,,f,""
1861,d2ab84e6-9b12-4262-8d0e-7dcff1ac9739,Virovitičko-podravska županija,Virovitičko-podravska županija,2,0,2013-05-20 14:12:49.147955+02,,,,,,,f,""
1862,08ff8936-8821-4c48-9ac4-87f0ccfda9de,Požeško-slavonska županija,Požeško-slavonska županija,2,0,2013-05-20 14:13:06.881236+02,,,,,,,f,""
1900,304b814a-0a75-4196-81a4-6e475cccb719,Schellenberg,Schellenberg,2,0,2013-05-20 15:38:21.497644+02,,,,,,,f,""
1863,1504483f-6e5d-471f-a8e5-3292bd2bc179,Brodsko-posavska županija,Brodsko-posavska županija,2,0,2013-06-05 10:14:01.609134+02,,,,,,,f,""
1877,a98ab30d-fb0f-491a-933a-154e3d77a8e0,Veneto,Veneto,2,0,2013-05-20 14:36:10.147476+02,,,,,,,f,""
1865,8fab51ba-3556-408f-a543-e38a389099e0,Osječko-baranjska županija,Osječko-baranjska županija,2,0,2013-05-20 14:13:58.952397+02,,,,,,,f,""
1890,b051b208-5a5b-41b4-94e0-183ce1fbefef,Calabria,Calabria,2,0,2013-06-05 11:26:29.261842+02,,,,,,,f,""
1891,d4c33fca-8194-4c8f-824c-9df8717138cc,Sicilia,Sicilia,2,0,2013-05-20 14:40:34.421722+02,,,,,,,f,""
1867,b9225d78-3773-44b2-b455-2eab1d6679a7,Vukovarsko-srijemska županija,Vukovarsko-srijemska županija,2,0,2013-05-20 14:14:36.061985+02,,,,,,,f,""
1878,3fdd79f3-689d-46d0-941c-bd9e39476176,Friuli-Venezia Giulia,Friuli-Venezia Giulia,2,0,2013-05-20 14:36:24.523529+02,,,,,,,f,""
1869,a83aecf5-e5e8-48ff-97b0-7af602605c3a,Istarska županija,Istarska županija,2,0,2013-05-20 14:15:04.422499+02,,,,,,,f,""
1870,616dc59f-8837-417d-8724-5929de1d036f,Dubrovačko-neretvanska županija,Dubrovačko-neretvanska županija,2,0,2013-05-20 14:15:17.461714+02,,,,,,,f,""
1871,61de7c47-cafc-4956-b377-256d26def333,Međimurska županija,Međimurska županija,2,0,2013-05-20 14:15:31.302882+02,,,,,,,f,""
1879,7ebb7fd2-397e-4d2b-9d24-1bf09a931640,Liguria,Liguria,2,0,2013-05-20 14:36:40.441691+02,,,,,,,f,""
5714,5934c1bf-6150-487a-b164-005ed80ad87f,Żywiec,Żywiec,3,0,2013-05-25 00:36:15.72597+02,,,,,,,f,""
1873,19dd435b-38bf-444f-b010-610cbbd3806f,Piemonte,Piemonte,2,0,2013-05-20 14:35:13.725574+02,,,,,,,f,""
5082,22c10271-daf7-4cb3-8056-5c6bc2786fd2,Novosibirsk,Novosibirsk,3,0,2013-05-24 22:24:00.01124+02,,,,,,,f,""
1892,166da62d-c492-481f-b98e-cc2069e0e0d7,Sardegna,Sardegna,2,0,2013-05-20 14:40:48.387444+02,,,,,,,f,""
1880,08bd9a29-34cb-4a72-b9ed-ff848aef6539,Emilia-Romagna,Emilia-Romagna,2,0,2013-05-20 14:36:52.530937+02,,,,,,,f,""
1881,759d90ac-bc28-4f4a-97d5-f26cd751cc5f,Toscana,Toscana,2,0,2013-05-20 14:37:10.895511+02,,,,,,,f,""
1882,76c96288-1551-4570-a7e2-2a778119c73f,Umbria,Umbria,2,0,2013-05-20 14:37:31.218815+02,,,,,,,f,""
13754,6c072611-4564-4389-83e7-264d363a369e,Pontedera,Pontedera,4,0,2013-07-21 19:05:15.27245+02,,,,,,,f,""
1884,eb9db460-9767-4cf5-a506-ba783e9ea8db,Lazio,Lazio,2,0,2013-05-20 14:38:11.932278+02,,,,,,,f,""
1889,7fa7a14b-23ef-4028-bb54-0b8b544c07bd,Basilicata,Basilicata,2,0,2013-06-05 12:25:13.37301+02,,,,,,,f,""
1886,e6f96a92-0f37-4dde-87ac-2b8953616790,Molise,Molise,2,0,2013-05-20 14:38:38.289948+02,,,,,,,f,""
1894,bdd7f588-b703-4bc4-aef7-436680bd0bbe,Eschen,Eschen,2,0,2013-05-20 15:36:56.715551+02,,,,,,,f,""
15476,de747e2f-ed2d-4500-9155-685d1b320b5a,Micigliano,Micigliano,4,0,2013-07-22 00:54:11.896329+02,,,,,,,f,""
1888,0a01b41f-a8dd-4223-907e-aa9b45a0f958,Puglia,Puglia,2,0,2013-05-20 14:39:12.000814+02,,,,,,,f,""
2237,60c554ba-59e4-4371-9de3-65f8aca040bd,"Găgăuzia, Unitatea teritorială autonomă (UTAG)","Găgăuzia, Unitatea teritorială autonomă (UTAG)",2,0,2013-05-20 19:04:54.948035+02,,,,,,,f,""
1895,5fe8b55e-d46b-4dcb-90a8-d7ae5a6e78f4,Gamprin,Gamprin,2,0,2013-05-20 15:37:11.171958+02,,,,,,,f,""
2404,9900c59e-cdc6-4315-bfeb-5df758ddc4bf,Ivanovskaya oblast',Ivanovskaya oblast',2,0,2013-05-20 19:40:02.843028+02,,,,,,,f,""
1896,074cd71d-58de-42dd-bd9f-22fc269fbffb,Mauren,Mauren,2,0,2013-05-20 15:37:22.889451+02,,,,,,,f,""
2273,0605fd0c-659d-4e17-afae-065ae89722d1,Gevgelija,Gevgelija,2,0,2013-05-20 19:11:55.858082+02,,,,,,,f,""
1897,076ff9ed-7142-48b1-9495-f58e1878e7de,Planken,Planken,2,0,2013-05-20 15:37:41.823284+02,,,,,,,f,""
1898,ef5fcc30-2605-4260-8784-c8d3cb8b145a,Ruggell,Ruggell,2,0,2013-05-20 15:37:55.013509+02,,,,,,,f,""
1899,dcec0e05-e863-49a8-9728-d9efea5dad28,Schaan,Schaan,2,0,2013-05-20 15:38:09.772743+02,,,,,,,f,""
2318,8de7dd71-5f0d-42ba-b557-41063b488643,Probištip,Probištip,2,0,2013-05-20 19:20:35.361919+02,,,,,,,f,""
1901,14341525-7d73-4d04-8904-8ca59f8c4853,Triesen,Triesen,2,0,2013-05-20 15:38:35.467821+02,,,,,,,f,""
1902,e1911d97-cfd9-4cf1-93b4-e4f465365bbb,Triesenberg,Triesenberg,2,0,2013-05-20 15:38:46.884402+02,,,,,,,f,""
1903,4ba3da97-bf77-4858-9783-a4031bbcb961,Vaduz,Vaduz,2,0,2013-05-20 15:38:58.561299+02,,,,,,,f,""
2352,49b449ae-8d33-43aa-ba0a-34009ad7d607,Rasinski okrug,Rasinski okrug,2,0,2013-05-20 19:28:01.402203+02,,,,,,,f,""
1904,c9428e13-412c-45cc-a679-2cf57d5de5f2,Diekirch,Diekirch,2,0,2013-05-20 15:45:54.467914+02,,,,,,,f,""
2439,88f4107c-905d-4887-be20-44eaf7cfe058,Penzenskaya oblast',Penzenskaya oblast',2,0,2013-05-20 19:49:02.071441+02,,,,,,,f,""
2522,0210b86a-2f3d-485b-85dc-725280665d4f,Dornod,Dornod,2,0,2013-05-20 21:13:11.667359+02,,,,,,,f,""
2467,472bcb98-ee64-4381-aa23-6bd8e173c752,Yaroslavskaya oblast',Yaroslavskaya oblast',2,0,2013-05-20 19:57:24.369283+02,,,,,,,f,""
2487,ab05b0f3-1324-46af-a638-dcb60c194ecf,Mts’khet’a-Mt’ianet’i,Mts’khet’a-Mt’ianet’i,2,0,2013-05-20 20:52:07.049933+02,,,,,,,f,""
2608,9dd30101-d116-444f-bfea-bdac77bc916c,Ha Nam,Ha Nam,2,0,2013-05-20 22:26:06.150957+02,,,,,,,f,""
2577,2aa4f8de-78fe-4bb2-b79f-248e6a7f0d74,Quang Nam,Quang Nam,2,0,2013-05-20 22:20:01.605374+02,,,,,,,f,""
6545,d8c03535-0473-4bce-a777-833b01a4c134,Williamson,Williamson,3,0,2013-05-25 03:30:31.183712+02,,,,,,,f,""
18170,953d2976-ba9c-4f44-ab06-dfe6a5a5a5ed,Liscate,Liscate,4,0,2013-07-22 07:56:09.107725+02,,,,,,,f,""
2641,f807d8a3-25ac-4cf1-bb80-6a12f85ccb0d,Kampong Spueu [Kâmpóng Spoe],Kampong Spueu [Kâmpóng Spoe],2,0,2013-05-20 22:32:01.818427+02,,,,,,,f,""
2643,cb6c5357-da22-48f3-94c3-990dcbbd875f,Kampot [Kâmpôt],Kampot [Kâmpôt],2,0,2013-05-20 22:32:17.904053+02,,,,,,,f,""
2685,cb28f75d-c255-4ba5-9b94-0b434e8b9ca0,Si Sa Ket,Si Sa Ket,2,0,2013-05-20 22:40:09.945975+02,,,,,,,f,""
2697,6230bc51-bd7a-4c2b-85fc-61f594b44187,Kalasin,Kalasin,2,0,2013-05-20 22:42:43.847687+02,,,,,,,f,""
2730,ac729f8a-e8a1-4059-87da-26854a95ff35,Surat Thani,Surat Thani,2,0,2013-05-20 22:49:11.440459+02,,,,,,,f,""
4578,2bf2eee3-172c-4cb4-9412-1b82661ecdac,Sulawesi Utara,Sulawesi Utara,2,0,2013-05-22 14:13:11.346506+02,,,,,,,f,""
2764,d40d0f5c-81bd-465a-b989-0b949ce105d1,Kalimantan,Kalimantan,2,0,2013-05-20 22:55:29.025719+02,,,,,,,f,""
1905,f367a71d-f019-4b23-ac85-5c00b3fdbec3,Grevenmacher,Grevenmacher,2,0,2013-05-20 15:46:07.778112+02,,,,,,,f,""
1906,f97ce969-d604-4c3b-9e68-cc32569993e3,Luxembourg,Luxembourg,2,0,2013-05-20 15:46:18.959874+02,,,,,,,f,""
2238,fa8a7c35-e232-4094-8c52-37ba47c5a346,Glodeni,Glodeni,2,0,2013-05-20 19:05:09.917189+02,,,,,,,f,""
1907,cc01c01a-ec18-4c34-b27c-288055477a9a,La Colle,La Colle,2,0,2013-05-20 15:46:58.827555+02,,,,,,,f,""
1908,e97f14a2-5cf6-41fd-bc34-6f0e49c68356,La Condamine,La Condamine,2,0,2013-05-20 15:47:14.947748+02,,,,,,,f,""
1909,37880eba-d7ff-4039-8bb6-d23fc3a56f29,Fontvieille,Fontvieille,2,0,2013-05-20 15:47:26.402593+02,,,,,,,f,""
2274,96b2d6b3-f41c-4075-b666-4a25635914ea,Gostivar,Gostivar,2,0,2013-05-20 19:12:06.678908+02,,,,,,,f,""
1910,f08ad2b3-131d-4449-adc7-fa474de840e4,La Gare,La Gare,2,0,2013-05-20 15:47:38.32095+02,,,,,,,f,""
1911,58cc748f-50da-4c63-9db6-22cac6396bae,Jardin Exotique,Jardin Exotique,2,0,2013-05-20 15:47:47.226724+02,,,,,,,f,""
2578,a6eecdff-f7ce-4cfb-b8ac-530e28a178f2,Kon Tum,Kon Tum,2,0,2013-05-20 22:20:13.184436+02,,,,,,,f,""
1912,ee3bed3c-a457-493c-b69a-681141a01d5e,Larvotto,Larvotto,2,0,2013-05-20 15:48:00.24723+02,,,,,,,f,""
2297,24391132-fcef-400b-90f8-ef834d0aa7c3,Kočani,Kočani,2,0,2013-05-20 19:16:23.086323+02,,,,,,,f,""
1913,fdf81b62-210f-4ca0-97a4-d6d86a12b694,Malbousquet,Malbousquet,2,0,2013-05-20 15:48:20.532209+02,,,,,,,f,""
1914,dd1d37c5-9449-41ad-ae5f-70ee36ccfad9,Monte-Carlo,Monte-Carlo,2,0,2013-05-20 15:48:32.501308+02,,,,,,,f,""
13755,f2c6a71b-5c97-4237-8cbe-6c85f722b95d,Acquafredda,Acquafredda,4,0,2013-07-21 19:05:26.860143+02,,,,,,,f,""
2319,0c5689ba-23ec-444d-a6bd-5a268009e523,Radoviš,Radoviš,2,0,2013-05-20 19:20:46.49107+02,,,,,,,f,""
1931,2b044aa5-fa97-4876-931a-a23f7dc40ac3,Herceg-Novi,Herceg-Novi,2,0,2013-05-20 15:56:25.043211+02,,,,,,,f,""
1984,33a29650-2e4c-471b-b2e5-f2613b02646e,Izola/Isola,Izola/Isola,2,0,2013-05-20 17:35:06.527334+02,,,,,,,f,""
3083,9fbffd54-88ab-436a-bb2e-2e4124fadeb9,Idlib,Idlib,2,0,2013-05-21 00:31:46.805299+02,,,,,,,f,""
2035,01c803db-25e5-4949-b3a5-cb97ac5ce088,Pivka,Pivka,2,0,2013-05-20 17:46:12.661517+02,,,,,,,f,""
2353,abaf3cdf-4c59-44ac-bc2c-a58993ba01b8,Nišavski okrug,Nišavski okrug,2,0,2013-05-20 19:28:13.657786+02,,,,,,,f,""
2073,20eef8f1-341e-4d0f-93c9-d80dc4887434,Trbovlje,Trbovlje,2,0,2013-05-20 17:53:38.297983+02,,,,,,,f,""
2106,b76c747d-032e-4c3e-826b-c52d44afd9ac,Jezersko,Jezersko,2,0,2013-05-20 18:00:04.401245+02,,,,,,,f,""
2609,a71f6eae-e603-4b9b-97aa-265cd1711997,Hung Yen,Hung Yen,2,0,2013-05-20 22:26:17.173702+02,,,,,,,f,""
2119,68b3fb5c-29aa-4b38-84f9-e685f2897523,Razkrižje,Razkrižje,2,0,2013-05-20 18:02:52.740894+02,,,,,,,f,""
2405,189f41da-4ec2-4b0d-a870-97d1582b880c,Kamchatskiy kray,Kamchatskiy kray,2,0,2013-05-20 19:40:18.777488+02,,,,,,,f,""
2148,fe337788-1661-4ff2-b608-4e9ab7820cb2,Sveti Tomaž,Sveti Tomaž,2,0,2013-05-20 18:08:46.015793+02,,,,,,,f,""
2187,57c7f0f7-a9ba-44f3-8ee4-d5bf13346c0a,Stara Zagora,Stara Zagora,2,0,2013-05-20 18:22:34.759979+02,,,,,,,f,""
2440,d73a1012-5ca0-443b-bc77-9fac9010b4eb,Primorskiy kray,Primorskiy kray,2,0,2013-05-20 19:49:20.863156+02,,,,,,,f,""
2967,431f6438-5df2-4d1e-a635-99aec5777633,Zanjān,Zanjān,2,0,2013-05-21 00:01:53.212279+02,,,,,,,f,""
2488,4871e396-8869-4424-a5eb-a1d7e94775ec,Racha-Lech’khumi-K’vemo Svanet’i,Racha-Lech’khumi-K’vemo Svanet’i,2,0,2013-05-20 20:52:17.955404+02,,,,,,,f,""
3260,88900e1e-c347-454b-9672-fc87f10cf29c,Batna,Batna,2,0,2013-06-05 10:33:53.921185+02,,,,,,,f,""
2500,c4394921-b38b-4480-a786-b527e1034ff8,Qostanay oblysy,Qostanay oblysy,2,0,2013-05-20 20:54:43.549197+02,,,,,,,f,""
2523,dd402eb2-c19f-46d3-8d47-ff7aa9167e8e,Dornogovĭ,Dornogovĭ,2,0,2013-05-20 21:13:22.533043+02,,,,,,,f,""
2687,c26a7814-df23-4cf6-bb99-5304927ff747,Yasothon,Yasothon,2,0,2013-05-20 22:40:32.02157+02,,,,,,,f,""
2731,1053712b-37fa-4036-9341-25c57525d8ad,Ranong,Ranong,2,0,2013-05-20 22:49:22.423767+02,,,,,,,f,""
2981,9c5a00de-e8cb-42cd-9fdf-8257e0c207bc,Yazd,Yazd,2,0,2013-05-21 00:05:09.364684+02,,,,,,,f,""
2765,2d6d5eed-00bd-465c-a027-d5fed6afeaa7,Maluku,Maluku,2,0,2013-05-20 22:55:40.81188+02,,,,,,,f,""
2810,10842a78-6871-4904-849a-decb5c0112d2,Kachin,Kachin,2,0,2013-05-20 23:04:21.286688+02,,,,,,,f,""
2820,734f514e-c97c-430e-9052-e68a4a52d724,Samtse,Samtse,2,0,2013-05-20 23:24:13.275736+02,,,,,,,f,""
3206,1073a577-e649-40b9-a0a2-6c49c30397a3,Ouaka,Ouaka,2,0,2013-05-21 01:03:05.940752+02,,,,,,,f,""
2856,b3c04238-01de-4266-9f44-6cce98da4722,Federally Administered Tribal Areas,Federally Administered Tribal Areas,2,0,2013-05-20 23:30:45.49706+02,,,,,,,f,""
14384,42ee7769-436e-4344-ba0f-efebb8f31f65,Castellar Guidobono,Castellar Guidobono,4,0,2013-07-21 21:25:58.36794+02,,,,,,,f,""
2877,18da8650-d6a5-4e65-bf13-9c714cf3a032,Lōgar,Lōgar,2,0,2013-05-20 23:34:32.460123+02,,,,,,,f,""
1925,7798aa59-8b80-4bfc-b2e6-0a431a461191,Bar,Bar,2,0,2013-06-05 07:09:05.685825+02,,,,,,,f,""
3126,0ddd3940-af08-495d-bb6d-f415016229df,Namibe,Namibe,2,0,2013-05-21 00:47:13.28531+02,,,,,,,f,""
3330,f9c318db-9905-4cb2-9d61-3090927b09c7,As Sādis min Uktūbar,As Sādis min Uktūbar,2,0,2013-06-05 07:29:20.513785+02,,,,,,,f,""
2959,3f602db0-9cb0-4996-985b-77346607d05a,Āz̄arbāyjān-e Gharbī,Āz̄arbāyjān-e Gharbī,2,0,2013-05-27 19:57:14.868772+02,,,,,,,f,""
3019,8dfab964-e56c-4fb8-8218-2fd3b7bb2994,Vayamba paḷāta,Vayamba paḷāta,2,0,2013-05-21 00:14:49.703848+02,,,,,,,f,""
3131,cfe30ff8-c205-42d6-a667-4ae9b5d391ce,Centre,Centre,2,0,2013-06-05 10:24:40.771+02,,,,,,,f,""
3020,6eaabf52-7451-4611-a83f-4d4512ee910e,Uturumæ̆da paḷāta,Uturumæ̆da paḷāta,2,0,2013-05-21 00:15:01.292125+02,,,,,,,f,""
14405,22d0356a-bb18-4894-8f49-a2de8c72873a,Cremolino,Cremolino,4,0,2013-07-21 21:30:16.455675+02,,,,,,,f,""
3055,8690452b-eb85-4d84-9aff-8849a4395462,Tulkarm,Tulkarm,2,0,2013-05-21 00:24:38.493835+02,,,,,,,f,""
3076,6d6c7aa5-a82f-4c0d-9003-cafb8cd087c5,Dimashq,Dimashq,2,0,2013-05-21 00:30:30.784844+02,,,,,,,f,""
3150,1623f2b0-eaa7-497c-a713-96e9d558c447,Karuzi,Karuzi,2,0,2013-05-21 00:52:08.64943+02,,,,,,,f,""
3197,cdea0c2e-4a90-495e-a4e9-fc29d77f2708,Haute-Sangha / Mambéré-Kadéï,Haute-Sangha / Mambéré-Kadéï,2,0,2013-05-21 01:01:18.950483+02,,,,,,,f,""
3152,cd7d2d91-2e2c-457f-bf82-33cbf39fbe93,Makamba,Makamba,2,0,2013-05-21 00:52:31.199485+02,,,,,,,f,""
3171,df1eca07-5546-49b1-a4e0-73dfbc9be7ac,Central,Central,2,0,2013-06-05 09:47:27.797741+02,,,,,,,f,""
3203,f1aee4ac-573e-4bd5-ad92-811773144123,Nana-Mambéré,Nana-Mambéré,2,0,2013-05-21 01:02:32.951214+02,,,,,,,f,""
3216,0071a74d-adc6-49ee-929c-4e3efd533243,Likouala,Likouala,2,0,2013-05-21 01:04:48.578615+02,,,,,,,f,""
3217,d1335b00-772a-47ae-9a9d-ad9deada13ce,Cuvette,Cuvette,2,0,2013-06-05 11:57:40.227511+02,,,,,,,f,""
3232,43536533-1a0b-4b22-8db4-dc8f2868fb29,Worodougou (Région du),Worodougou (Région du),2,0,2013-05-21 01:07:32.449553+02,,,,,,,f,""
3244,4be88e39-080b-4d37-8b3d-b2cbbf098888,North-West,North-West,2,0,2013-05-21 01:09:42.532525+02,,,,,,,f,""
17293,cc6d963e-f78c-409b-8953-b8a27e7bd394,Pieve Albignola,Pieve Albignola,4,0,2013-07-22 06:09:10.729362+02,,,,,,,f,""
3298,a9a7e4bf-36fe-437e-9c60-b70f843085cd,Mila,Mila,2,0,2013-05-21 11:37:32.921957+02,,,,,,,f,""
3302,9de44489-b51b-469f-99ac-64488bc26ddd,Ghardaïa,Ghardaïa,2,0,2013-05-21 11:38:17.195518+02,,,,,,,f,""
3364,00870a42-2d1e-4472-aafc-4263b879bea0,Northern,Northern,2,0,2013-05-21 12:05:15.828626+02,,,,,,,f,""
3377,7b03b07b-9842-46e0-89c6-6d7bb9168929,Kindia,Kindia,2,0,2013-05-21 12:08:04.083847+02,,,,,,,f,""
5083,519fb127-912a-43ab-b5f7-68ba2ce7253d,Alexandria,Alexandria,3,0,2013-05-24 22:24:10.385793+02,,,,,,,f,""
3407,c5f2471a-3da7-47a2-be41-026fc9d3f174,Lofa,Lofa,2,0,2013-05-21 13:21:55.840138+02,,,,,,,f,""
3182,dbec7de2-ddb9-47e4-8af2-a409d06d83ed,Équateur,Équateur,2,0,2013-05-27 19:43:32.406738+02,,,,,,,f,""
1915,409e0057-8524-4540-9a0f-be6bdfd17282,Moneghetti,Moneghetti,2,0,2013-05-20 15:48:48.907938+02,,,,,,,f,""
1916,83c64014-5e12-4935-a3c2-9f6c5061a067,Monaco-Ville,Monaco-Ville,2,0,2013-05-20 15:49:00.23205+02,,,,,,,f,""
2239,81e8ff6f-00d2-4cb3-ace8-f1038537a5ce,Hînceşti,Hînceşti,2,0,2013-05-20 19:05:21.083798+02,,,,,,,f,""
1917,ee104288-a894-4aff-9be9-c8b34f3d27df,Moulins,Moulins,2,0,2013-05-20 15:49:11.88318+02,,,,,,,f,""
1918,ada8b00a-1846-4621-9349-940dd0d6fb67,Port-Hercule,Port-Hercule,2,0,2013-05-20 15:49:20.128845+02,,,,,,,f,""
2812,99d4413b-7fb4-4883-8fca-5c5ae44464b1,Kayin,Kayin,2,0,2013-05-20 23:04:45.79872+02,,,,,,,f,""
1919,69923f2f-3a5e-4959-baae-b7690b69071f,Sainte-Dévote,Sainte-Dévote,2,0,2013-05-20 15:49:33.125493+02,,,,,,,f,""
2275,fd0eeea0-ddf2-45c0-acb3-3cf74684b312,Gradsko,Gradsko,2,0,2013-05-20 19:12:17.706371+02,,,,,,,f,""
1920,93981747-a68a-452c-8138-79d10a674318,La Source,La Source,2,0,2013-05-20 15:49:44.941878+02,,,,,,,f,""
1921,d8d38f60-112f-4c1d-a2f3-b223b0c13636,Spélugues,Spélugues,2,0,2013-05-20 15:49:52.864001+02,,,,,,,f,""
2579,41d0c11e-fc96-4207-8a79-41943abd931e,Quang Ngai,Quang Ngai,2,0,2013-05-20 22:20:24.519829+02,,,,,,,f,""
1922,fe0eb878-6f55-484a-81d4-c468c27708eb,Saint-Roman,Saint-Roman,2,0,2013-05-20 15:50:02.264536+02,,,,,,,f,""
2320,852bbc68-c5fa-4e0e-855d-f9f9e0860a84,Rankovce,Rankovce,2,0,2013-05-20 19:20:57.591174+02,,,,,,,f,""
1923,f2bc6a6c-23db-4355-a1b3-7052df7e25b9,Vallon de la Rousse,Vallon de la Rousse,2,0,2013-05-20 15:50:14.820169+02,,,,,,,f,""
13756,81cb658a-4ed7-42e1-971b-e7ecfb21bc3c,Volterra,Volterra,4,0,2013-07-21 19:05:38.439033+02,,,,,,,f,""
2647,a737ea53-c547-4c13-91f2-8bc981dee0fd,Bokèo,Bokèo,2,0,2013-06-05 11:58:58.012243+02,,,,,,,f,""
2356,92306774-42fc-4399-ac55-a05c80a6c7dc,Jablanički okrug,Jablanički okrug,2,0,2013-05-20 19:28:48.757456+02,,,,,,,f,""
3088,b9986608-5420-407b-8ca2-8d2c56ece512,As Suwaydā’,As Suwaydā’,2,0,2013-06-05 08:09:56.301791+02,,,,,,,f,""
3261,476daa18-815a-4634-a7c3-86e35380ac32,Béjaïa,Béjaïa,2,0,2013-06-05 08:57:57.639959+02,,,,,,,f,""
