film_id,attore_id,nome,cognome
237,186,JULIA,ZELLWEGER
452,184,HUMPHREY,GARLAND
498,76,ANGELINA,ASTAIRE
668,191,GREGORY,GOODING
20,52,CARMEN,HUNT
658,151,GEOFFREY,HESTON
85,5,JOHNNY,LOLLOBRIGIDA
729,186,JULIA,ZELLWEGER
45,163,CHRISTOPHER,WEST
816,13,UMA,WOOD
894,133,RICHARD,PENN
886,15,CUBA,OLIVIER
309,198,MARY,KEITEL
276,154,MERYL,GIBSON
86,194,MERYL,ALLEN
607,68,RIP,WINSLET
960,66,MARY,TANDY
34,157,GRETA,MALDEN
588,37,VAL,BOLGER
194,41,JODIE,DEGENERES
842,54,PENELOPE,PINKETT
441,180,JEFF,SILVERSTONE
188,173,ALAN,DREYFUSS
748,73,GARY,PENN
734,51,GARY,PHOENIX
453,16,FRED,COSTNER
836,74,MILLA,KEITEL
217,152,BEN,HARRIS
71,39,GOLDIE,BRODY
619,168,WILL,WILSON
739,117,RENEE,TRACY
290,84,JAMES,PITT
622,109,SYLVESTER,DERN
751,177,GENE,MCKELLEN
668,34,AUDREY,OLIVIER
726,99,JIM,MOSTEL
608,140,WHOOPI,HURT
215,158,VIVIEN,BASINGER
13,77,CARY,MCCONAUGHEY
203,13,UMA,WOOD
920,45,REESE,KILMER
212,170,MENA,HOPPER
982,174,MICHAEL,BENING
204,165,AL,GARLAND
706,195,JAYNE,SILVERSTONE
133,132,ADAM,HOPPER
596,52,CARMEN,HUNT
243,197,REESE,WEST
963,37,VAL,BOLGER
827,38,TOM,MCKELLEN
348,97,MEG,HAWKE
312,87,SPENCER,PECK
973,185,MICHAEL,BOLGER
776,79,MAE,HOFFMAN
754,33,MILLA,PECK
342,133,RICHARD,PENN
824,98,CHRIS,BRIDGES
930,55,FAY,KILMER
545,126,FRANCES,TOMEI
307,163,CHRISTOPHER,WEST
869,40,JOHNNY,CAGE
267,160,CHRIS,DEPP
837,102,WALTER,TORN
494,142,JADA,RYDER
719,113,MORGAN,HOPKINS
158,154,MERYL,GIBSON
450,38,TOM,MCKELLEN
113,124,SCARLETT,BENING
375,62,JAYNE,NEESON
199,17,HELEN,VOIGHT
729,140,WHOOPI,HURT
400,49,ANNE,CRONYN
165,6,BETTE,NICHOLSON
657,180,JEFF,SILVERSTONE
818,159,LAURA,BRODY
791,127,KEVIN,GARLAND
754,54,PENELOPE,PINKETT
907,181,MATTHEW,CARREY
953,145,KIM,ALLEN
665,60,HENRY,BERRY
515,13,UMA,WOOD
249,72,SEAN,WILLIAMS
418,22,ELVIS,MARX
749,77,CARY,MCCONAUGHEY
663,74,MILLA,KEITEL
714,200,THORA,TEMPLE
472,190,AUDREY,BAILEY
956,103,MATTHEW,LEIGH
583,25,KEVIN,BLOOM
842,136,ED,MANSFIELD
306,58,CHRISTIAN,AKROYD
181,171,OLYMPIA,PFEIFFER
674,192,JOHN,SUVARI
256,35,JUDY,DEAN
477,67,JESSICA,BAILEY
423,196,BELA,WALKEN
213,57,JUDE,CRUISE
693,131,JANE,JACKMAN
492,184,HUMPHREY,GARLAND
969,118,CUBA,ALLEN
5,59,DUSTIN,TAUTOU
924,4,JENNIFER,DAVIS
978,45,REESE,KILMER
778,175,WILLIAM,HACKMAN
47,153,MINNIE,KILMER
694,59,DUSTIN,TAUTOU
280,15,CUBA,OLIVIER
708,147,FAY,WINSLET
303,86,GREG,CHAPLIN
675,52,CARMEN,HUNT
324,125,ALBERT,NOLTE
249,83,BEN,WILLIS
157,138,LUCILLE,DEE
188,31,SISSY,SOBIESKI
600,159,LAURA,BRODY
892,151,GEOFFREY,HESTON
6,137,MORGAN,WILLIAMS
385,13,UMA,WOOD
956,71,ADAM,GRANT
864,117,RENEE,TRACY
103,92,KIRSTEN,AKROYD
27,154,MERYL,GIBSON
80,200,THORA,TEMPLE
166,192,JOHN,SUVARI
858,90,SEAN,GUINESS
861,67,JESSICA,BAILEY
92,85,MINNIE,ZELLWEGER
957,66,MARY,TANDY
968,162,OPRAH,KILMER
896,189,CUBA,BIRCH
311,188,ROCK,DUKAKIS
454,119,WARREN,JACKMAN
766,153,MINNIE,KILMER
22,124,SCARLETT,BENING
146,101,SUSAN,DAVIS
989,151,GEOFFREY,HESTON
720,34,AUDREY,OLIVIER
236,10,CHRISTIAN,GABLE
225,26,RIP,CRAWFORD
812,12,KARL,BERRY
458,177,GENE,MCKELLEN
42,23,SANDRA,KILMER
172,119,WARREN,JACKMAN
695,190,AUDREY,BAILEY
246,169,KENNETH,HOFFMAN
639,138,LUCILLE,DEE
166,171,OLYMPIA,PFEIFFER
465,192,JOHN,SUVARI
456,181,MATTHEW,CARREY
352,193,BURT,TEMPLE
529,172,GROUCHO,WILLIAMS
714,166,NICK,DEGENERES
268,137,MORGAN,WILLIAMS
683,125,ALBERT,NOLTE
894,120,PENELOPE,MONROE
298,56,DAN,HARRIS
153,94,KENNETH,TORN
18,144,ANGELA,WITHERSPOON
654,68,RIP,WINSLET
74,9,JOE,SWANK
263,124,SCARLETT,BENING
33,162,OPRAH,KILMER
844,156,FAY,WOOD
385,133,RICHARD,PENN
894,169,KENNETH,HOFFMAN
342,171,OLYMPIA,PFEIFFER
16,57,JUDE,CRUISE
731,22,ELVIS,MARX
178,117,RENEE,TRACY
379,73,GARY,PENN
928,32,TIM,HACKMAN
208,159,LAURA,BRODY
218,7,GRACE,MOSTEL
174,46,PARKER,GOLDBERG
768,152,BEN,HARRIS
398,169,KENNETH,HOFFMAN
961,53,MENA,TEMPLE
786,123,JULIANNE,DENCH
149,148,EMILY,DEE
130,59,DUSTIN,TAUTOU
656,118,CUBA,ALLEN
841,114,MORGAN,MCDORMAND
489,179,ED,GUINESS
188,158,VIVIEN,BASINGER
268,83,BEN,WILLIS
303,90,SEAN,GUINESS
617,187,RENEE,BALL
209,107,GINA,DEGENERES
512,189,CUBA,BIRCH
300,122,SALMA,NOLTE
413,134,GENE,HOPKINS
625,145,KIM,ALLEN
832,61,CHRISTIAN,NEESON
142,60,HENRY,BERRY
144,72,SEAN,WILLIAMS
911,82,WOODY,JOLIE
307,64,RAY,JOHANSSON
553,37,VAL,BOLGER
725,70,MICHELLE,MCCONAUGHEY
600,54,PENELOPE,PINKETT
457,78,GROUCHO,SINATRA
446,85,MINNIE,ZELLWEGER
938,194,MERYL,ALLEN
74,28,WOODY,HOFFMAN
68,58,CHRISTIAN,AKROYD
600,99,JIM,MOSTEL
402,145,KIM,ALLEN
461,191,GREGORY,GOODING
947,97,MEG,HAWKE
66,45,REESE,KILMER
502,34,AUDREY,OLIVIER
318,147,FAY,WINSLET
370,140,WHOOPI,HURT
431,157,GRETA,MALDEN
135,194,MERYL,ALLEN
673,141,CATE,HARRIS
657,104,PENELOPE,CRONYN
728,56,DAN,HARRIS
608,66,MARY,TANDY
957,122,SALMA,NOLTE
27,110,SUSAN,DAVIS
894,41,JODIE,DEGENERES
286,165,AL,GARLAND
215,103,MATTHEW,LEIGH
608,91,CHRISTOPHER,BERRY
540,99,JIM,MOSTEL
499,198,MARY,KEITEL
699,44,NICK,STALLONE
331,72,SEAN,WILLIAMS
575,196,BELA,WALKEN
33,146,ALBERT,JOHANSSON
291,144,ANGELA,WITHERSPOON
349,169,KENNETH,HOFFMAN
503,123,JULIANNE,DENCH
571,185,MICHAEL,BOLGER
29,187,RENEE,BALL
984,101,SUSAN,DAVIS
242,44,NICK,STALLONE
515,17,HELEN,VOIGHT
435,187,RENEE,BALL
538,132,ADAM,HOPPER
436,131,JANE,JACKMAN
322,170,MENA,HOPPER
291,22,ELVIS,MARX
451,151,GEOFFREY,HESTON
249,129,DARYL,CRAWFORD
630,85,MINNIE,ZELLWEGER
832,164,HUMPHREY,WILLIS
27,148,EMILY,DEE
118,37,VAL,BOLGER
918,57,JUDE,CRUISE
686,136,ED,MANSFIELD
719,62,JAYNE,NEESON
961,87,SPENCER,PECK
875,85,MINNIE,ZELLWEGER
885,109,SYLVESTER,DERN
942,103,MATTHEW,LEIGH
159,21,KIRSTEN,PALTROW
23,4,JENNIFER,DAVIS
489,111,CAMERON,ZELLWEGER
564,128,CATE,MCQUEEN
456,46,PARKER,GOLDBERG
138,107,GINA,DEGENERES
162,132,ADAM,HOPPER
261,139,EWAN,GOODING
107,142,JADA,RYDER
646,29,ALEC,WAYNE
325,72,SEAN,WILLIAMS
339,143,RIVER,DEAN
376,52,CARMEN,HUNT
198,104,PENELOPE,CRONYN
36,96,GENE,WILLIS
139,42,TOM,MIRANDA
417,58,CHRISTIAN,AKROYD
353,157,GRETA,MALDEN
694,64,RAY,JOHANSSON
540,144,ANGELA,WITHERSPOON
480,91,CHRISTOPHER,BERRY
504,142,JADA,RYDER
135,58,CHRISTIAN,AKROYD
140,20,LUCILLE,TRACY
836,126,FRANCES,TOMEI
926,123,JULIANNE,DENCH
188,97,MEG,HAWKE
708,190,AUDREY,BAILEY
952,198,MARY,KEITEL
478,85,MINNIE,ZELLWEGER
421,56,DAN,HARRIS
650,110,SUSAN,DAVIS
18,142,JADA,RYDER
436,60,HENRY,BERRY
232,14,VIVIEN,BERGEN
934,106,GROUCHO,DUNST
665,42,TOM,MIRANDA
586,132,ADAM,HOPPER
651,32,TIM,HACKMAN
277,115,HARRISON,BALE
395,198,MARY,KEITEL
946,176,JON,CHASE
811,9,JOE,SWANK
441,3,ED,CHASE
631,149,RUSSELL,TEMPLE
718,72,SEAN,WILLIAMS
889,150,JAYNE,NOLTE
194,178,LISA,MONROE
672,50,NATALIE,HOPKINS
514,133,RICHARD,PENN
426,58,CHRISTIAN,AKROYD
66,98,CHRIS,BRIDGES
416,91,CHRISTOPHER,BERRY
811,149,RUSSELL,TEMPLE
395,165,AL,GARLAND
780,121,LIZA,BERGMAN
744,181,MATTHEW,CARREY
744,139,EWAN,GOODING
894,106,GROUCHO,DUNST
293,191,GREGORY,GOODING
891,163,CHRISTOPHER,WEST
649,136,ED,MANSFIELD
268,18,DAN,TORN
863,18,DAN,TORN
322,73,GARY,PENN
775,94,KENNETH,TORN
203,39,GOLDIE,BRODY
546,181,MATTHEW,CARREY
312,95,DARYL,WAHLBERG
802,22,ELVIS,MARX
660,143,RIVER,DEAN
466,69,KENNETH,PALTROW
151,118,CUBA,ALLEN
405,175,WILLIAM,HACKMAN
90,114,MORGAN,MCDORMAND
326,169,KENNETH,HOFFMAN
598,39,GOLDIE,BRODY
206,159,LAURA,BRODY
205,102,WALTER,TORN
958,143,RIVER,DEAN
426,36,BURT,DUKAKIS
91,15,CUBA,OLIVIER
797,30,SANDRA,PECK
374,61,CHRISTIAN,NEESON
62,190,AUDREY,BAILEY
387,78,GROUCHO,SINATRA
101,48,FRANCES,DAY-LEWIS
344,159,LAURA,BRODY
374,190,AUDREY,BAILEY
884,164,HUMPHREY,WILLIS
637,107,GINA,DEGENERES
982,44,NICK,STALLONE
7,185,MICHAEL,BOLGER
386,143,RIVER,DEAN
988,11,ZERO,CAGE
697,9,JOE,SWANK
353,121,LIZA,BERGMAN
260,124,SCARLETT,BENING
404,143,RIVER,DEAN
132,2,NICK,WAHLBERG
66,158,VIVIEN,BASINGER
578,152,BEN,HARRIS
879,28,WOODY,HOFFMAN
693,128,CATE,MCQUEEN
125,198,MARY,KEITEL
607,115,HARRISON,BALE
180,170,MENA,HOPPER
95,165,AL,GARLAND
298,195,JAYNE,SILVERSTONE
11,40,JOHNNY,CAGE
540,142,JADA,RYDER
874,190,AUDREY,BAILEY
835,99,JIM,MOSTEL
845,102,WALTER,TORN
970,54,PENELOPE,PINKETT
475,94,KENNETH,TORN
670,140,WHOOPI,HURT
161,194,MERYL,ALLEN
345,128,CATE,MCQUEEN
340,161,HARVEY,HOPE
987,96,GENE,WILLIS
852,179,ED,GUINESS
388,52,CARMEN,HUNT
759,100,SPENCER,DEPP
463,45,REESE,KILMER
555,37,VAL,BOLGER
805,7,GRACE,MOSTEL
503,27,JULIA,MCQUEEN
150,41,JODIE,DEGENERES
392,63,CAMERON,WRAY
103,51,GARY,PHOENIX
73,63,CAMERON,WRAY
810,149,RUSSELL,TEMPLE
761,149,RUSSELL,TEMPLE
908,164,HUMPHREY,WILLIS
190,175,WILLIAM,HACKMAN
362,175,WILLIAM,HACKMAN
490,51,GARY,PHOENIX
973,28,WOODY,HOFFMAN
478,20,LUCILLE,TRACY
314,2,NICK,WAHLBERG
562,73,GARY,PENN
124,102,WALTER,TORN
623,190,AUDREY,BAILEY
301,75,BURT,POSEY
255,14,VIVIEN,BERGEN
583,16,FRED,COSTNER
939,196,BELA,WALKEN
505,78,GROUCHO,SINATRA
668,182,DEBBIE,AKROYD
500,27,JULIA,MCQUEEN
244,96,GENE,WILLIS
68,166,NICK,DEGENERES
659,162,OPRAH,KILMER
764,26,RIP,CRAWFORD
502,28,WOODY,HOFFMAN
649,172,GROUCHO,WILLIAMS
612,14,VIVIEN,BERGEN
735,103,MATTHEW,LEIGH
494,185,MICHAEL,BOLGER
664,145,KIM,ALLEN
737,179,ED,GUINESS
634,22,ELVIS,MARX
58,28,WOODY,HOFFMAN
337,13,UMA,WOOD
784,116,DAN,STREEP
596,191,GREGORY,GOODING
136,104,PENELOPE,CRONYN
678,85,MINNIE,ZELLWEGER
893,86,GREG,CHAPLIN
835,157,GRETA,MALDEN
213,12,KARL,BERRY
947,53,MENA,TEMPLE
68,76,ANGELINA,ASTAIRE
768,46,PARKER,GOLDBERG
957,50,NATALIE,HOPKINS
543,92,KIRSTEN,AKROYD
232,81,SCARLETT,DAMON
218,146,ALBERT,JOHANSSON
709,193,BURT,TEMPLE
859,176,JON,CHASE
413,62,JAYNE,NEESON
761,85,MINNIE,ZELLWEGER
53,70,MICHELLE,MCCONAUGHEY
998,169,KENNETH,HOFFMAN
358,28,WOODY,HOFFMAN
486,153,MINNIE,KILMER
177,146,ALBERT,JOHANSSON
932,101,SUSAN,DAVIS
750,105,SIDNEY,CROWE
517,118,CUBA,ALLEN
637,31,SISSY,SOBIESKI
105,43,KIRK,JOVOVICH
397,178,LISA,MONROE
998,73,GARY,PENN
574,151,GEOFFREY,HESTON
731,46,PARKER,GOLDBERG
33,180,JEFF,SILVERSTONE
619,28,WOODY,HOFFMAN
980,49,ANNE,CRONYN
370,197,REESE,WEST
530,78,GROUCHO,SINATRA
243,58,CHRISTIAN,AKROYD
980,10,CHRISTIAN,GABLE
36,116,DAN,STREEP
720,146,ALBERT,JOHANSSON
294,167,LAURENCE,BULLOCK
104,82,WOODY,JOLIE
578,192,JOHN,SUVARI
553,58,CHRISTIAN,AKROYD
980,53,MENA,TEMPLE
864,89,CHARLIZE,DENCH
827,55,FAY,KILMER
27,140,WHOOPI,HURT
29,13,UMA,WOOD
635,12,KARL,BERRY
420,116,DAN,STREEP
785,88,KENNETH,PESCI
598,43,KIRK,JOVOVICH
436,92,KIRSTEN,AKROYD
290,70,MICHELLE,MCCONAUGHEY
821,26,RIP,CRAWFORD
934,140,WHOOPI,HURT
921,64,RAY,JOHANSSON
414,15,CUBA,OLIVIER
393,78,GROUCHO,SINATRA
914,187,RENEE,BALL
913,157,GRETA,MALDEN
690,95,DARYL,WAHLBERG
464,76,ANGELINA,ASTAIRE
835,93,ELLEN,PRESLEY
233,71,ADAM,GRANT
768,141,CATE,HARRIS
691,139,EWAN,GOODING
144,195,JAYNE,SILVERSTONE
280,64,RAY,JOHANSSON
320,96,GENE,WILLIS
679,60,HENRY,BERRY
47,95,DARYL,WAHLBERG
693,140,WHOOPI,HURT
885,195,JAYNE,SILVERSTONE
360,103,MATTHEW,LEIGH
418,14,VIVIEN,BERGEN
834,191,GREGORY,GOODING
529,37,VAL,BOLGER
560,196,BELA,WALKEN
97,65,ANGELA,HUDSON
322,99,JIM,MOSTEL
994,6,BETTE,NICHOLSON
457,17,HELEN,VOIGHT
217,19,BOB,FAWCETT
347,103,MATTHEW,LEIGH
622,174,MICHAEL,BENING
193,154,MERYL,GIBSON
679,87,SPENCER,PECK
923,138,LUCILLE,DEE
594,133,RICHARD,PENN
527,20,LUCILLE,TRACY
647,150,JAYNE,NOLTE
785,144,ANGELA,WITHERSPOON
639,103,MATTHEW,LEIGH
726,176,JON,CHASE
461,51,GARY,PHOENIX
189,101,SUSAN,DAVIS
28,162,OPRAH,KILMER
826,6,BETTE,NICHOLSON
452,129,DARYL,CRAWFORD
592,195,JAYNE,SILVERSTONE
654,186,JULIA,ZELLWEGER
392,195,JAYNE,SILVERSTONE
538,114,MORGAN,MCDORMAND
191,141,CATE,HARRIS
453,70,MICHELLE,MCCONAUGHEY
139,170,MENA,HOPPER
669,129,DARYL,CRAWFORD
427,93,ELLEN,PRESLEY
194,98,CHRIS,BRIDGES
541,65,ANGELA,HUDSON
529,102,WALTER,TORN
576,196,BELA,WALKEN
969,113,MORGAN,HOPKINS
664,187,RENEE,BALL
17,82,WOODY,JOLIE
349,22,ELVIS,MARX
537,14,VIVIEN,BERGEN
615,115,HARRISON,BALE
775,22,ELVIS,MARX
880,161,HARVEY,HOPE
768,187,RENEE,BALL
241,158,VIVIEN,BASINGER
140,1,PENELOPE,GUINESS
171,5,JOHNNY,LOLLOBRIGIDA
236,69,KENNETH,PALTROW
900,37,VAL,BOLGER
732,179,ED,GUINESS
144,151,GEOFFREY,HESTON
341,80,RALPH,CRUZ
854,27,JULIA,MCQUEEN
228,94,KENNETH,TORN
6,108,WARREN,NOLTE
201,17,HELEN,VOIGHT
45,68,RIP,WINSLET
368,160,CHRIS,DEPP
521,119,WARREN,JACKMAN
772,141,CATE,HARRIS
253,190,AUDREY,BAILEY
128,116,DAN,STREEP
433,49,ANNE,CRONYN
614,119,WARREN,JACKMAN
186,121,LIZA,BERGMAN
474,52,CARMEN,HUNT
498,75,BURT,POSEY
831,107,GINA,DEGENERES
570,48,FRANCES,DAY-LEWIS
109,53,MENA,TEMPLE
891,152,BEN,HARRIS
25,166,NICK,DEGENERES
484,18,DAN,TORN
974,9,JOE,SWANK
320,146,ALBERT,JOHANSSON
890,155,IAN,TANDY
887,40,JOHNNY,CAGE
474,187,RENEE,BALL
202,70,MICHELLE,MCCONAUGHEY
566,84,JAMES,PITT
963,77,CARY,MCCONAUGHEY
19,104,PENELOPE,CRONYN
162,173,ALAN,DREYFUSS
368,148,EMILY,DEE
399,118,CUBA,ALLEN
446,137,MORGAN,WILLIAMS
770,7,GRACE,MOSTEL
229,66,MARY,TANDY
34,75,BURT,POSEY
871,146,ALBERT,JOHANSSON
312,48,FRANCES,DAY-LEWIS
765,98,CHRIS,BRIDGES
840,79,MAE,HOFFMAN
336,41,JODIE,DEGENERES
700,113,MORGAN,HOPKINS
827,176,JON,CHASE
280,17,HELEN,VOIGHT
775,156,FAY,WOOD
331,86,GREG,CHAPLIN
283,105,SIDNEY,CROWE
341,52,CARMEN,HUNT
541,75,BURT,POSEY
31,2,NICK,WAHLBERG
107,98,CHRIS,BRIDGES
622,180,JEFF,SILVERSTONE
462,18,DAN,TORN
877,82,WOODY,JOLIE
738,117,RENEE,TRACY
363,90,SEAN,GUINESS
305,33,MILLA,PECK
352,194,MERYL,ALLEN
282,139,EWAN,GOODING
652,108,WARREN,NOLTE
999,66,MARY,TANDY
295,48,FRANCES,DAY-LEWIS
289,124,SCARLETT,BENING
831,105,SIDNEY,CROWE
64,153,MINNIE,KILMER
538,20,LUCILLE,TRACY
654,106,GROUCHO,DUNST
957,7,GRACE,MOSTEL
631,102,WALTER,TORN
139,149,RUSSELL,TEMPLE
988,112,RUSSELL,BACALL
10,37,VAL,BOLGER
838,30,SANDRA,PECK
256,97,MEG,HAWKE
876,159,LAURA,BRODY
188,177,GENE,MCKELLEN
697,25,KEVIN,BLOOM
109,198,MARY,KEITEL
966,121,LIZA,BERGMAN
122,196,BELA,WALKEN
369,5,JOHNNY,LOLLOBRIGIDA
278,134,GENE,HOPKINS
312,124,SCARLETT,BENING
116,113,MORGAN,HOPKINS
949,125,ALBERT,NOLTE
1,53,MENA,TEMPLE
215,172,GROUCHO,WILLIAMS
967,157,GRETA,MALDEN
188,125,ALBERT,NOLTE
347,65,ANGELA,HUDSON
405,173,ALAN,DREYFUSS
318,171,OLYMPIA,PFEIFFER
744,178,LISA,MONROE
336,116,DAN,STREEP
495,108,WARREN,NOLTE
480,153,MINNIE,KILMER
968,78,GROUCHO,SINATRA
290,39,GOLDIE,BRODY
219,45,REESE,KILMER
399,154,MERYL,GIBSON
626,167,LAURENCE,BULLOCK
418,159,LAURA,BRODY
361,195,JAYNE,SILVERSTONE
558,118,CUBA,ALLEN
169,196,BELA,WALKEN
838,113,MORGAN,HOPKINS
304,88,KENNETH,PESCI
67,144,ANGELA,WITHERSPOON
470,122,SALMA,NOLTE
2,160,CHRIS,DEPP
572,59,DUSTIN,TAUTOU
494,40,JOHNNY,CAGE
125,34,AUDREY,OLIVIER
96,28,WOODY,HOFFMAN
553,97,MEG,HAWKE
877,100,SPENCER,DEPP
350,108,WARREN,NOLTE
647,131,JANE,JACKMAN
975,45,REESE,KILMER
912,103,MATTHEW,LEIGH
250,100,SPENCER,DEPP
725,49,ANNE,CRONYN
54,5,JOHNNY,LOLLOBRIGIDA
889,92,KIRSTEN,AKROYD
637,132,ADAM,HOPPER
118,11,ZERO,CAGE
784,44,NICK,STALLONE
316,82,WOODY,JOLIE
561,105,SIDNEY,CROWE
188,141,CATE,HARRIS
485,136,ED,MANSFIELD
607,165,AL,GARLAND
546,95,DARYL,WAHLBERG
830,174,MICHAEL,BENING
988,153,MINNIE,KILMER
983,21,KIRSTEN,PALTROW
533,94,KENNETH,TORN
249,137,MORGAN,WILLIAMS
163,31,SISSY,SOBIESKI
89,81,SCARLETT,DAMON
628,79,MAE,HOFFMAN
217,151,GEOFFREY,HESTON
959,172,GROUCHO,WILLIAMS
127,144,ANGELA,WITHERSPOON
712,102,WALTER,TORN
898,152,BEN,HARRIS
479,131,JANE,JACKMAN
135,33,MILLA,PECK
962,111,CAMERON,ZELLWEGER
591,146,ALBERT,JOHANSSON
856,93,ELLEN,PRESLEY
561,108,WARREN,NOLTE
403,111,CAMERON,ZELLWEGER
641,118,CUBA,ALLEN
961,122,SALMA,NOLTE
881,106,GROUCHO,DUNST
705,38,TOM,MCKELLEN
103,32,TIM,HACKMAN
938,65,ANGELA,HUDSON
479,123,JULIANNE,DENCH
515,196,BELA,WALKEN
35,95,DARYL,WAHLBERG
431,39,GOLDIE,BRODY
967,158,VIVIEN,BASINGER
867,166,NICK,DEGENERES
383,131,JANE,JACKMAN
326,130,GRETA,KEITEL
337,62,JAYNE,NEESON
348,76,ANGELINA,ASTAIRE
194,81,SCARLETT,DAMON
882,185,MICHAEL,BOLGER
620,136,ED,MANSFIELD
972,67,JESSICA,BAILEY
769,79,MAE,HOFFMAN
665,140,WHOOPI,HURT
650,59,DUSTIN,TAUTOU
970,138,LUCILLE,DEE
477,37,VAL,BOLGER
172,107,GINA,DEGENERES
223,159,LAURA,BRODY
462,193,BURT,TEMPLE
494,123,JULIANNE,DENCH
235,23,SANDRA,KILMER
892,56,DAN,HARRIS
242,108,WARREN,NOLTE
900,7,GRACE,MOSTEL
748,95,DARYL,WAHLBERG
384,116,DAN,STREEP
348,54,PENELOPE,PINKETT
953,150,JAYNE,NOLTE
8,110,SUSAN,DAVIS
317,84,JAMES,PITT
523,8,MATTHEW,JOHANSSON
642,169,KENNETH,HOFFMAN
485,11,ZERO,CAGE
906,196,BELA,WALKEN
11,90,SEAN,GUINESS
852,173,ALAN,DREYFUSS
689,52,CARMEN,HUNT
130,103,MATTHEW,LEIGH
186,198,MARY,KEITEL
415,194,MERYL,ALLEN
902,74,MILLA,KEITEL
741,99,JIM,MOSTEL
832,1,PENELOPE,GUINESS
427,36,BURT,DUKAKIS
571,5,JOHNNY,LOLLOBRIGIDA
37,112,RUSSELL,BACALL
422,148,EMILY,DEE
786,119,WARREN,JACKMAN
548,189,CUBA,BIRCH
292,110,SUSAN,DAVIS
88,59,DUSTIN,TAUTOU
495,22,ELVIS,MARX
297,98,CHRIS,BRIDGES
729,152,BEN,HARRIS
118,100,SPENCER,DEPP
264,198,MARY,KEITEL
525,110,SUSAN,DAVIS
617,74,MILLA,KEITEL
85,147,FAY,WINSLET
201,35,JUDY,DEAN
560,143,RIVER,DEAN
901,7,GRACE,MOSTEL
930,132,ADAM,HOPPER
437,158,VIVIEN,BASINGER
133,148,EMILY,DEE
88,116,DAN,STREEP
859,142,JADA,RYDER
45,13,UMA,WOOD
481,142,JADA,RYDER
733,51,GARY,PHOENIX
459,155,IAN,TANDY
40,104,PENELOPE,CRONYN
15,170,MENA,HOPPER
645,48,FRANCES,DAY-LEWIS
752,8,MATTHEW,JOHANSSON
554,167,LAURENCE,BULLOCK
187,159,LAURA,BRODY
771,172,GROUCHO,WILLIAMS
530,21,KIRSTEN,PALTROW
383,155,IAN,TANDY
806,136,ED,MANSFIELD
728,97,MEG,HAWKE
615,65,ANGELA,HUDSON
333,127,KEVIN,GARLAND
764,84,JAMES,PITT
978,31,SISSY,SOBIESKI
958,76,ANGELINA,ASTAIRE
348,11,ZERO,CAGE
339,93,ELLEN,PRESLEY
150,48,FRANCES,DAY-LEWIS
738,194,MERYL,ALLEN
886,168,WILL,WILSON
603,55,FAY,KILMER
841,5,JOHNNY,LOLLOBRIGIDA
244,34,AUDREY,OLIVIER
855,95,DARYL,WAHLBERG
304,70,MICHELLE,MCCONAUGHEY
958,43,KIRK,JOVOVICH
321,21,KIRSTEN,PALTROW
927,161,HARVEY,HOPE
750,79,MAE,HOFFMAN
405,24,CAMERON,STREEP
508,147,FAY,WINSLET
51,187,RENEE,BALL
114,125,ALBERT,NOLTE
269,135,RITA,REYNOLDS
603,112,RUSSELL,BACALL
34,26,RIP,CRAWFORD
299,154,MERYL,GIBSON
648,42,TOM,MIRANDA
410,162,OPRAH,KILMER
231,112,RUSSELL,BACALL
39,65,ANGELA,HUDSON
17,13,UMA,WOOD
911,181,MATTHEW,CARREY
670,47,JULIA,BARRYMORE
585,103,MATTHEW,LEIGH
296,85,MINNIE,ZELLWEGER
309,32,TIM,HACKMAN
988,54,PENELOPE,PINKETT
872,74,MILLA,KEITEL
198,45,REESE,KILMER
208,154,MERYL,GIBSON
147,131,JANE,JACKMAN
274,20,LUCILLE,TRACY
414,84,JAMES,PITT
953,70,MICHELLE,MCCONAUGHEY
538,187,RENEE,BALL
407,155,IAN,TANDY
898,171,OLYMPIA,PFEIFFER
26,130,GRETA,KEITEL
676,90,SEAN,GUINESS
596,181,MATTHEW,CARREY
207,66,MARY,TANDY
945,63,CAMERON,WRAY
88,69,KENNETH,PALTROW
908,175,WILLIAM,HACKMAN
453,92,KIRSTEN,AKROYD
553,92,KIRSTEN,AKROYD
628,70,MICHELLE,MCCONAUGHEY
393,3,ED,CHASE
912,22,ELVIS,MARX
322,188,ROCK,DUKAKIS
860,123,JULIANNE,DENCH
711,19,BOB,FAWCETT
359,43,KIRK,JOVOVICH
297,166,NICK,DEGENERES
118,103,MATTHEW,LEIGH
153,155,IAN,TANDY
881,33,MILLA,PECK
283,66,MARY,TANDY
840,37,VAL,BOLGER
754,2,NICK,WAHLBERG
830,84,JAMES,PITT
302,108,WARREN,NOLTE
173,7,GRACE,MOSTEL
432,86,GREG,CHAPLIN
843,198,MARY,KEITEL
20,159,LAURA,BRODY
147,9,JOE,SWANK
177,40,JOHNNY,CAGE
403,138,LUCILLE,DEE
856,70,MICHELLE,MCCONAUGHEY
683,134,GENE,HOPKINS
609,72,SEAN,WILLIAMS
922,48,FRANCES,DAY-LEWIS
850,161,HARVEY,HOPE
152,19,BOB,FAWCETT
401,50,NATALIE,HOPKINS
16,12,KARL,BERRY
52,83,BEN,WILLIS
857,129,DARYL,CRAWFORD
716,49,ANNE,CRONYN
377,105,SIDNEY,CROWE
587,140,WHOOPI,HURT
