<page title>,diameter x length,diaphragm blades,filter size,focal length,groupselements,maximum aperture,maximum magnification,minimum aperture,object distance,optical construction,weight,dimensions diameter,focusing distance,lens construction,number of diaphragm,aspect ratio,battery,dimensions w x h x d,effective pixels,focal length equiv,gps,hdmi,image stabilisation,iso sensitivity,lcd screen size inch,max aperture,max resolution,max shutter speed,movie size,optical zoom,sensor size,sensor type,storage type,total pixels,usb,weight inc batteries,wireless,continuous shooting fps,focal length fmm,image processor,lens mount,microphone,shutter speed,viewfinder,dimensions weight,exposure control,flash,others,picture size,power supply,shooting range focusing range,shutter,closest focusing distance,dimensions approx,maximum reproduction ratio,weight approx,auto power off time,film,film feeding out,film size,lens,shutter release,accessory,angle of view,diaphragm blade number,filter diameter,lens construction groupselements,macro mag ratio,minimum focus,model,type of zooming,aperture,autofocus,camera mount type,dimensions dxl,elementsgroups,filter thread,format compatibility,image stabilization,magnification,minimum focus distance,tripod collar,closest marked focusing distance m,dimensions dia x length extension from lens mount mm,filter attachment size mm,lens construction elements groups,weight g,angle of view for sd1,dimensions,minimum focusing distance,number of diaphragm blades,continuous shooting,lcd type,capacity,card type,class rating,read speed,speed rating,write speed,corresponding mounts,filter size mm,maximum magnifications,mininum aperture,operating temperature range,receptor head,type,flash synchronization,filterattachment size,focusing,no of diaphragm blades,iris blades,mount,builtin flash,digital zoom,file format,flash range,lcd monitor,self timer,shooting modes,manual focus,diameter x length extension from lens mount,picture angle,angle of view 35mm equivalent,dimensions diameter x length,maximum magnification ratio,35mm film equivalent focal length,af actuator,angle of view horzntl vertl diagnl,closest focusing distance m,distance information,filter diameter mm,image size,image stabilizer,lens construction elementsgroups,max diameter x length mm,maximum magnification x,the figures when used on apsc sized digital camera,diameter x llength,macro magn ratio,model no,mounts available,supplied accessories,audio recording,burst rate,color spaces,connectivity,exposure metering,exposure modes,external flash connection,file formats,flash modes,focus range,maximum effective flash range,memory card type,pixels,resolution,screen,sensor,software system requirements,video clip length,video recording,viewfinder type,white balance modes,wifi,zoom,battery type,operating temperature,power consumption,power source,flash duration,flashready indicator,construction,effect,filter factor,front filter thread size,front lens cap size,grade,multicoated,size,ac power adapter,bit depth,dimensions wxhxd,operatingstorage temperature,remote control,screen coverage,closest focussing distance m,dustmoisture resistance,autofocus points,camera format,dedicated flash system,diopter adjustment,display screen,dust reduction system,flash compensation,focus mode,focus type,interval recording,max sync speed,metering method,sensor type size,viewfinder coverage,viewfinder eye point,viewfinder magnification,viewfinder pixel count,wifi capable,available capacities,card dimension,compatibility,form factor,performancespeed,security,storage temperature,support,35mm equivalent focal length,accessory shoe,recording media,scene modes,video format,accessories,coating,compatible mount,aperture range,weightinclbattery,card dimensions,weightinc batteries,iso,measuring modes,measuring range,magnification extension tube ef12 ii,magnification extension tube ef25 ii,continuous shooting flash,continuous shooting jpeg,continuous shooting raw,full zoom focus shutter response,shot to shot with flash,shot to shot without flash,shutter response,switch on time to taking a photo,wide focus shutter response,sdhc card dimension,builtin memory,waterproofing,diagonal angle of view,hard case,horizontal angle of view,lens hood,magnification with extension tube ef12,bounce head,coverage,guide no,recycle time,ttl dedication,closest focus distance,focus modes,rotating,item no,mount type,applications,interface,aperture type,optical image stabilizer,overall length,standard accessories,focus method,apertureshutter priority,brightness difference,cine speeds,display readout,ev range iso100,exposure calibration,exposure memory,flash to ambient ratio,fstop display range,iso range,measuring system,multiple flash,shadowhighlight calculation,shutter speed ambient,shutter speed flash,format,maximum magn ratio,model no,supplied accessory,maxdiameter,aperture blades,min aperture,lens type,stabilisation,focus adjustment,bus interface speed,durability,swivel head,specialties,startup time,viewfinder size,depth mm,height mm,width mm,tiltshift,focal length maximum aperture,max diameter x length weight,audio format,image sensor,nfc,application,color temperature,macro magnification ratio,angle of view diagonal,compatible mounts,diameter,entire length 9,length 8,standard accessory,weight 10,working distance,package style,recording capacity gb,speed class,usable capacity gb,file size,focus,frame rate,minimum illumination,recording format,speaker,screen size,weight oz
Sony 64GB 94MB/s Class 10 SDHC SF64UX Memory Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECO package,64.0,Class 10 (SD Speed Class),57.6,,,,,,,,
Fujifilm Fujinon XF 23mm F1.4 R Lenses,,7,,23mm,,,,,,,10.6 oz (301 g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4°,,,,,,,,Maximum: f/1.4,Yes,Fujifilm X mount,"Approx. 2.83 x 2.48"" (72 x 63 mm)",11/8,Front:62 mm,APS-C,,0.1x,"11.02"" (28 cm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamron SP AF 90mm F/2.8 Di Macro 1:1 Lenses for Sony mount,"[mm] 71,5 x 97",9,[mm] 55,[mm] 90,9-10,"2,8",Ratio 1:1,32 Minimum,[m] 0.29,,[g] 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony 35mm f/1.4G Wide Angle Prime Lens,,9,,35mm,,,,,,,1.12 lb (510 g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:05,,,,,,,,,63°,,,,,,,,Maximum: f/1.4,Yes,"Sony Alpha, Minolta AF","Approx. 2.72 x 2.99"" (6.9 x 7.6 cm)",10/8,Front:55 mm,35mm Film / Full-Frame Digital Sensor,No,0.2x,"11.81"" (30.00 cm)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Alpha A77 II Kit with 16-50mm F2.8 Lens Digital SLR Cameras (PAL),,"7, Rounded",,16 - 50mm,,,,,,,1.60 lb / 726 g with battery and memory card 1.27 lb (577 g),,,,,"16:09 3:2, 16:9","1x NP-FM500H Rechargeable Lithium-Ion Battery Pack, 7.2VDC, 1650mAh",,,,,,,"Auto, 100-25600 (Extended Mode: 50-25600) 100 - 12800",,,24MP: 6000 x 4000,,,,,,,,,,,,,,Sony Alpha/ Minolta,,,,,Auto,,,,,,Type: Electronic & Mechanical,,,,,,,,,,,,83° - 32°,,,,,,,,Maximum: f/2.8,Yes,,"Approx. 3.19 x 3.46"" (81 x 88 mm)",16/13,Front:72 mm,,Sensor-Shift,0.2x,"11.81"" (30 cm)",,,,,,,,,,,Up to 12 fps,,,,,,,,,,,,,,,,,,,,,Yes,,,,,"10 sec, 2 sec",,,,,,,,,,,,,,,,,,,,,,,,,"Built-in Mic: With Video, Stereo",,,"1/8"" Microphone, DC Input, HDMI D (Micro), Micro-USB, Multi Interface Terminal",,"Modes: Aperture Priority, Auto, Continuous Advance Priority AE, Intelligent Auto, Manual, Memory Recall, Movie, Programmed Auto, Scene Selection, Shutter Priority, Superior Auto, Sweep Panorama","Hot Shoe, PC Terminal, Proprietary, Wireless","Still Images: JPEG, RAW",Auto,,,Memory Stick Pro Duo,Actual: 24.7 Megapixel,,,,,1920 x 1080,"Yes, NTSC/PAL",Electronic,"Auto, Cloudy, Color Temperature, Color Temperature Filter, Custom, Daylight, Flash, Fluorescent (Cool White), Fluorescent (Day White), Fluorescent (Daylight), Fluorescent (Warm White), Incandescent, Shade",,,,,,,,,,,,,,,,,AC-PW10AM (Optional),14-bit,"5.6 x 4.1 x 3.2"" / 142.6 x 104.2 x 80.9 mm excluding protrusions",,RMT-DSLR2 (Optional),,,,"Phase Detection: 79, 15 cross-type",APS-C / (1.5x Crop Factor),TTL,- 4 to +3 m,"3"" Rear Screen Swivel LCD (1,228,800)",Yes,-3 EV to +3 EV (in 1/3 or 1/2 EV steps),"Automatic (A), Continuous-servo AF (C), Direct Manual Focus (DMF), Single-servo AF (S)",Auto & Manual,,1 / 250 sec,"Center-weighted average metering, Multi-zone metering, Spot metering","CMOS, 23.5 x 15.6 mm",100%,27.00 mm,Approx. 1.09x,"2,359,296",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.37' (12 m) ISO100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5""",,,,,,,,,,,,,,,,,,,,,,,,,1920 x 1080p (Full HD),Auto,"@ 1920 x 1080: 60 fps, 50 fps, 25 fps, 24 fps",,,,,
Panasonic HC-MDH2 Video Camera and Camcorder,,,,2.82 - 59.2 mm,,,,,,,,,,,,,,Approx. 205 x 217 x 479 mm (8.07 x 8.54 x 18.85 inch),"Motion Image
(Level Shot Function OFF)",,,Yes,,,,,,,,21 x,,,,17.52 megapixels,2.0 Hi-Speed,,,,,,,"2ch Stereo, Zoom Microphone","Motion Image
Auto Slow Shutter ON : 1/25 - 1/8000",,,,-,,,,,,,,,,,,,,,,,,,49mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 x / 1500 x (The maximum value of zoom magnification),,,"7.5 cm (3.0"") Wide LCD monitor (460,800 dots)",,,,,,,,,,,,,,,,"HYBRID O.I.S.+ (Optical Image Stabilizer), Level Shot Function",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard
-","Intelligent Zoom OFF
26 x",,,Max. 6.7W (Recording) / Max. 10.7W (Charging),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes (cold),SD/SDHC/SDXC Memory Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,"AV
Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,"AC Adaptor
Yes",,,,,,,,Auto / Manual,,"2 lx (Scene Mode Low Light 1/25), 1 lx (Colour Night View)",[AVCHD] AVCHD Progressive,Dynamic type,,
Canon EF 70-200mm f/4L IS USM Lenses,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,-,Ring USM ¹,29º - 10º,1.2,Yes,67 mm,-,4-stops,20/15,76 x 172,0.21 (at 200mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samyang 14mm T3.1 VDSLR Cine Lens - Canon,,,,14mm,,,,,,,21.9 oz (620.0 g),,,14 elements in 10 groups,,,,,,,,,,,,,,,,,,,,,,,,,,,Canon EF-Mount,,,,,,,,,,,,,,,,,,,,,,,Full Frame: 115.7°,,,,,,,,Maximum: T3.1,,,,,,,,,"11.02"" (28 cm)",,,,,,,,"3.43 x 3.78"" (8.70 x 9.61 cm)",,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuji Instax Mini 90 Neo Classic with Fujifilm Instax Mini Film Photo Paper (2 Packs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Real image finder, 0.37x, with target spot and parallax adjustment for macro mode","113.4mm x 91.9mm x 57.2mm, 296g (excluding the battery, strap and film)","Automatic, LV5.0 - 15.5 (ISO800), lighten-darken control ±2/3EV, +1EV","Automatic electronic flash (with brightness adjustment function), forced firing mode (with brightness adjustment function), flash off mode, red eye reduction mode",,62mm x 46mm,NP-45A lithium-ion battery.charge capacity: 10 film packs (based on our test conditions),,,,,,,,"Fujifilm Instant Color Film ""instax mini"" (separately available)",Automatic,86mm x 54mm,"Move in / out type lens, 2 components, 2 elements, f=60mm, F=12.7","Programmed electronic shutter release, 1.8 - 1/400 sec. shutter speeds (macro mode: aperture automatically fixed at F22, bulb mode: maximum 10-second shutter open time)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motor-driven 3-range switching, 0.3m - ∞ (macro mode: 0.3m - 0.6m, normal mode: 0.6m - 3.0m, landscape mode: 3.0m - ∞)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B+W 49mm XS-PRO UV MRC-NANO (010M) Filters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schott Glass,Absorbs UV rays and reduces bluish cast from daylight,0,49 mm,49 mm,10,"Yes, MRC (Multi-Resistant Coating)",49mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikon AF-S Zoom-NIKKOR 17-35mm f/2.8D IF-ED Lenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,82.5 x 106,77.0,13/10,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujifilm Finepix HS35 Digital Camera,,,,,,,,,,,,,,,,"4:3, 3:2, 16:9",Li-ion NP-W126,131 x 97 x 126 mm,16 megapixels,24–720mm,NO,HDMI Mini,YES,"Auto, 100, 200, 400, 800, 1600, 3200 (6400 and 12800 with boost)",3,F2.8 - F5.6,4608 x 3456,1/4000 sec,1920 x 1080,30x,"1/2"" (6.4 x 4.8 mm)",EXRCMOS,SD/SDHC/SDXC,16 megapixels,2.0,687g,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikon AF-S DX NIKKOR 18-200mm f/3.5-5.6G ED VR II Lenses (White Box),,,,18-200mm,,f/3.5-5.6,,f/22-36,,,Approximately 565 g/19.9oz,,,16 elements in 12 groups (with two ED glass and three aspherical lens elements),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 m/1.6 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72mm,,7 (rounded),,,,,,,,,,,Approximately 77 x 96.5 mm/3.0 x 3.8 in.,76°-8°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamron AF 70-300mm f/4-5.6 Di LD Macro Lenses - Pentax Mount,[mm] 76.6 x 116.5,9,[mm] 62,[mm] 70-300,9-13,F/4-5.6,Ratio 1:2,32 Minimum,[m] 0.95,rotation,[g] 435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigma 50mm f/1.4 EX DG HSM Lenses - Canon Mount,,,,,,,01:07.4 Filter Size 77mm,F16 Minimum,,,505g,84.5mm X Length 68.2mm,45cm,8 Elements in 6 Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8 degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Blades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canon PowerShot SX700 Digital Camera - Black,,,,,,,,,,,9.5 oz / 269 g,,,,,"1:1, 3:2, 4:3, 16:9","1x NB-6LH Rechargeable Lithium-Ion Battery Pack, 3.7VDC, 1060mAh",,,,,,,"Auto, 100-3200",,,16MP: 4608 x 3456,,,,,,,,,,,,,,,,,,,,,,,,,1 - 1/3200 sec,,,,,,,,,EFL: 4.5-135 mm (35 mm equivalent: 25-750 mm),,,,,,,,,,,,,,,,,,Optical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,"10 Sec, 2 Sec 1",A (Aperture Priority),,,,,,,,,,,,,,,,,,,,,,,,"Built-in Mic: With Video, Stereo",Up to 8.5 fps,,,"Average, Center-weighted, Evaluative","Modes: AE Lock, Aperture Priority, Hybrid Auto, Manual, Program, Shutter Priority, Smart Auto",,Still Images: JPEG,Auto,"Auto: 0.4"" (1.02 cm) - Infinity",Wide: 1.6 - 11' (0.49 - 3.35 m),SD,Actual: 16.8 Megapixel,"1920 x 1080: 60 fps, 30 fps","3.0"" LCD Rear Screen (922,000 pixels)","1/2.3"" CMOS",,Limited by Memory Card Capacity,Yes,,"Auto, Cloudy, Custom, Daylight, Fluorescent, Fluorescent H, Tungsten",Yes,Optical: 30x,,,,,,,,,,,,,,,,,"4.4 x 2.6 x 1.4"" / 11.2 x 6.6 x 3.6 cm",,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikon AF-S NIKKOR 24-70mm f/2.8G ED Lenses,,,,24-70 mm,,f/2.8,,f/22,,,Approx. 900 g/31.7 oz.,,,"15 elements in 11 groups (with 3 ED glass elements, 3 aspherical lenses and one Nano Crystal Coat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/3.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.38 m/1.2 ft. (with focal length 35-50 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,77 mm,Internal Focusing (IF) system; autofocus with a built-in SWM and manual focus,9 (rounded),,,,,,,,,,,Approx. 83×133 mm/3.3x5.2 in.,84° - 34°20’ (61° - 22°50’ with DX-format camera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikon Coolpix AW120 Outdoor Digital Camera - Orange,,,,,,,,,,,,,,,,,Nikon EN-EL12 Lithium-Ion battery,110 x 66 x 26 mm (4.33 x 2.6 x 1.02″),16 megapixels,,Build-In,N/A,"Optical, Lens-shift and Electronic VR (still pictures), Lens-shift VR (movies)","Auto, 125, 200, 400, 800, 1600 (3200, 6400 available in Auto mode)",,,4608 x 3456,,"1920x1080 (30p, 25p, 60i, 50i), 1280x720 (30p, 25p), 1920x1080 (15p, 12.5p), 640x480 (120p, 100p), 1280x720 (60p, 50p), 320x240 (240p, 200p), iFrame 720 (30p, 25p), 640x480 (30p, 25p)",5×,"1/2.3"" (6.17 x 4.55 mm)",CMOS,"SD / SDHC/SDXC, internal storage of 3.6 GB",,USB 2.0 (480 Mbit/sec),,Build-In,,,,,,4-1/4000sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixed,,,,,,,,,,,,,,,,,,,,,Yes (up to 4x),,,,,,Yes (with 99 focus areas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213 g (0.47 lb / 7.51 oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoya 77mm HD CPL Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circular Polarizing HD Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glass,Removes reflections and increases color saturation without affecting the overall color balance,Between 2.3 and 2.8 (approx. +1.3 stops),77mm,77mm,Not Applicable,Yes,77mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nature, travel, outdoor photography",No Change,,,,,,,,,,,,,,,,,,,,,
Olympus OM-D E-M1 Kit with 12-40mm F2.8 Lens Digital Mirrorless Camera - Black,,,,,,,,,,,"1.09 lb / 497 g CIPA guideline compliant, with battery and memory card",,,,,"4:3, 16:9","1x BLN-1 Rechargeable Lithium-Ion Battery Pack, 7.6VDC, 1220mAh",,,,,,,"Auto, 100-25600",,,15.9MP: 4608 x 3456,,,,,,,,,,,,,,Micro Four Thirds,,,,,,,,,,,Type: Electronic & Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sensor-Shift, 5-Way",,,,,,,,,,,,,Up to 10 fps,,,,,,,,,,,,,,,,,,,,,No,,,,,"12 sec, 2 sec",,,,,,,,,,,,,,,,,,,,,,,,,"Built-in Mic: With Still Images & Video, Stereo",Up to 10 fps,,USB 2.0,,"Modes: Aperture Priority, Art Filter, Bulb, Manual, Programmed Auto, Scene Selection, Shutter Priority, Time, Underwater, iAUTO","Hot Shoe, PC Terminal, Proprietary, Wireless","Still Images: JPEG, MPO, RAW",Auto,,,SD,Actual: 16.8 Megapixel,1920 x 1080: 30 fps,,,,Up to 29 Min,"Yes, NTSC/PAL",Electronic,"Auto, Cloudy, Custom, Flash, Fluorescent, Incandescent, Kelvin, Shade, Sunlight, Underwater",,,,,,,,,,,,,,,,,,12-bit,"5.1 x 3.7 x 2.5"" / 130.4 x 93.5 x 63.1 mm CIPA guideline compliant, excluding protrusions",Operating,RM-UC1 (Optional),100%,,,Contrast Detection: 81,Micro Four Thirds (2x Crop Factor),TTL Groups: 4 Channels: 4,- 4 to +2 m,"3"" Wide Touchscreen Tilting LCD (1,037,000)",Yes,"-3 EV to +3 EV (in 1/3, 1/2 or 1 EV steps)","Single-servo AF (S), Continuous-servo AF (C), Manual Focus (M)",Auto & Manual,Yes,1 / 320 sec,"Center-weighted average metering, Multi-zone metering, Spot metering","MOS, 17.3 x 13 mm",100%,21.00 mm,Approx. 1.48x,"2,360,000",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
