id,artist,name,locale,edits_pending,last_updated,type,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,primary_for_locale,ended
12326,1587,Deep Purple and The Royal Philharmonic Orchestra,,0,2012-05-15 20:57:13.252186+02,,Deep Purple and The Royal Philharmonic Orchestra,,,,,,,f,f
23624,1587,深い紫,,0,2012-05-15 20:57:13.252186+02,,深い紫,,,,,,,f,f
16325,1,Diversen,de,0,2013-09-18 22:03:10.347486+02,,Diversen,,,,,,,f,f
3903,37472,"Gluck, Christoph Willibald",,0,2012-05-15 20:57:13.252186+02,,"Gluck, Christoph Willibald",,,,,,,f,f
17910,1,Various Talented Artists,en,0,2013-09-18 22:03:10.347486+02,,Various Talented Artists,,,,,,,f,f
7550,73502,"Handel, G. F.",,0,2012-05-15 20:57:13.252186+02,,"Handel, G. F.",,,,,,,f,f
1407,73502,Handel,,0,2012-05-15 20:57:13.252186+02,,Handel,,,,,,,f,f
12574,1,Artistas Varios,,0,2012-05-15 20:57:13.252186+02,,Artistas Varios,,,,,,,f,f
28748,299,Mac Fleetwood,,0,2012-05-15 20:57:13.252186+02,,Mac Fleetwood,,,,,,,f,f
60696,73502,Handel and Messiah,,0,2012-05-15 20:57:13.252186+02,,Handel and Messiah,,,,,,,f,f
1406,73502,"Handel, Georg Friedrich",,0,2012-05-15 20:57:13.252186+02,,"Handel, Georg Friedrich",,,,,,,f,f
21760,122653,Tchaikovsy,,0,2013-07-29 23:19:12.415012+02,3,Tchaikovsy,,,,,,,f,f
62105,32474,Johann Christoph Pachelbel,,0,2012-05-15 20:57:13.252186+02,,Johann Christoph Pachelbel,,,,,,,f,f
23565,1587,Dee Purple,,0,2012-05-15 20:57:13.252186+02,,Dee Purple,,,,,,,f,f
49463,31044,Jim Barnes,,0,2012-05-15 20:57:13.252186+02,,Jim Barnes,,,,,,,f,f
73743,455460,Sixx AM,,0,2012-05-15 20:57:13.252186+02,,Sixx AM,,,,,,,f,f
23635,182,アリス・クーパー,,0,2012-05-15 20:57:13.252186+02,,アリス・クーパー,,,,,,,f,f
86277,1965,プラシーボ,,0,2012-05-15 20:57:13.252186+02,,プラシーボ,,,,,,,f,f
29218,31429,Suzy Quatro,,0,2012-05-15 20:57:13.252186+02,,Suzy Quatro,,,,,,,f,f
98493,1587,"Paice, Blackmore ,Gillan, Glover, Lord",,0,2012-05-15 20:57:13.252186+02,,"Paice, Blackmore ,Gillan, Glover, Lord",,,,,,,f,f
10841,1,Artistes variés,fr,0,2013-06-20 10:00:21.165009+02,,Artistes variés,,,,,,,f,f
19044,1,Bande originale,fr,0,2013-06-19 01:00:54.006197+02,,Bande originale,,,,,,,f,f
29610,122653,Tchaikivsky,,0,2013-07-29 22:52:07.070401+02,3,Tchaikivsky,,,,,,,f,f
17007,10342,포레,,0,2012-05-15 20:57:13.252186+02,,포레,,,,,,,f,f
906,1434,Cars,,0,2012-05-15 20:57:13.252186+02,,Cars,,,,,,,f,f
8318,73502,George Frideric Händel,,0,2012-05-15 20:57:13.252186+02,,George Frideric Händel,,,,,,,f,f
14818,73502,Haendel,,0,2012-05-15 20:57:13.252186+02,,Haendel,,,,,,,f,f
48591,189237,Kenny Wayne Shepard,,0,2012-05-15 20:57:13.252186+02,,Kenny Wayne Shepard,,,,,,,f,f
15732,1,Vrious Artists,,0,2012-07-03 00:24:22.458046+02,3,Vrious Artists,,,,,,,f,f
25297,73502,George Friedrich Händel,,0,2012-05-15 20:57:13.252186+02,,George Friedrich Händel,,,,,,,f,f
23315,31429,Suzy Quattro,,0,2012-05-15 20:57:13.252186+02,,Suzy Quattro,,,,,,,f,f
4042,37472,Christph Willibald Gluck,,0,2012-05-15 20:57:13.252186+02,,Christph Willibald Gluck,,,,,,,f,f
4016,1,Vários artistas,pt,0,2012-10-07 14:00:18.810635+02,,Vários artistas,,,,,,,t,f
15542,73502,George Frederic Handel,,0,2012-05-15 20:57:13.252186+02,,George Frederic Handel,,,,,,,f,f
94396,122653,Illich,,0,2013-07-29 23:03:03.05596+02,3,Illich,,,,,,,f,f
15603,37472,Glück,,0,2012-05-15 20:57:13.252186+02,,Glück,,,,,,,f,f
49520,44563,Boccerini,,0,2012-05-15 20:57:13.252186+02,,Boccerini,,,,,,,f,f
95872,632902,Anna Lotta Larsson,,0,2012-05-15 20:57:13.252186+02,,Anna Lotta Larsson,,,,,,,f,f
11303,182,Vincent Furnier,,0,2012-05-15 20:57:13.252186+02,,Vincent Furnier,,,,,,,f,f
85762,73502,George Frideric Haendel,,0,2012-05-15 20:57:13.252186+02,,George Frideric Haendel,,,,,,,f,f
12467,24245,T. Albinoni,,0,2012-05-15 20:57:13.252186+02,,T. Albinoni,,,,,,,f,f
5563,2017,Pat Benetar,,0,2012-05-15 20:57:13.252186+02,,Pat Benetar,,,,,,,f,f
18964,10342,Fauri,,0,2012-05-15 20:57:13.252186+02,,Fauri,,,,,,,f,f
25411,32474,Johann Pachelbel (1653-1706),,0,2012-05-15 20:57:13.252186+02,,Johann Pachelbel (1653-1706),,,,,,,f,f
26616,11285,ヴォルフガンク・アマデウス・モーツァルト,,0,2012-05-15 20:57:13.252186+02,,ヴォルフガンク・アマデウス・モーツァルト,,,,,,,f,f
48593,189237,KWSB,,0,2012-05-15 20:57:13.252186+02,,KWSB,,,,,,,f,f
23284,1587,Dep Purple,,0,2012-05-15 20:57:13.252186+02,,Dep Purple,,,,,,,f,f
14975,14549,Thin Lizzie,,0,2012-05-15 20:57:13.252186+02,,Thin Lizzie,,,,,,,f,f
20675,122653,Tchaikowsky,,0,2013-07-29 23:20:06.71196+02,3,Tchaikowsky,,,,,,,f,f
20627,1,Comp.,fr,0,2013-06-19 01:00:54.006197+02,,Comp.,,,,,,,f,f
64474,11285,모짜르트,,0,2012-05-15 20:57:13.252186+02,,모짜르트,,,,,,,f,f
36785,122653,Illyich,,0,2013-07-29 21:26:43.603375+02,3,Illyich,,,,,,,f,f
3828,31429,Suzie Quatro,,0,2012-05-15 20:57:13.252186+02,,Suzie Quatro,,,,,,,f,f
23293,182,Alice Coper,,0,2012-05-15 20:57:13.252186+02,,Alice Coper,,,,,,,f,f
14070,31044,JIMMY BARNS,,0,2012-05-15 20:57:13.252186+02,,JIMMY BARNS,,,,,,,f,f
100059,37472,Christopher Gluck,,0,2012-05-15 20:57:13.252186+02,,Christopher Gluck,,,,,,,f,f
19554,1,div.,fr,0,2013-06-19 01:00:54.006197+02,,div.,,,,,,,f,f
16088,35460,The Angles,,0,2012-05-15 20:57:13.252186+02,,The Angles,,,,,,,f,f
14786,73502,G.F. Haendel,,0,2012-05-15 20:57:13.252186+02,,G.F. Haendel,,,,,,,f,f
44148,1,Blandat,sv,0,2012-06-12 12:12:49.001008+02,,Blandat,,,,,,,t,f
11240,73502,Georg Friedrich Haendel,,0,2012-05-15 20:57:13.252186+02,,Georg Friedrich Haendel,,,,,,,f,f
12172,11285,Wolfgang A. Mozart,,0,2013-04-01 15:27:42.671847+02,3,Wolfgang A. Mozart,,,,,,,f,f
1141,1133,The Cult - Labbatt Tracks,,0,2012-05-15 20:57:13.252186+02,,The Cult - Labbatt Tracks,,,,,,,f,f
94482,1,AAVV,it,0,2013-06-19 01:00:54.006197+02,,AAVV,,,,,,,f,f
8967,1,Assorted Artisits,,0,2013-06-13 09:17:53.29966+02,3,Assorted Artisits,,,,,,,f,f
64521,32474,파헬벨,,0,2012-05-15 20:57:13.252186+02,,파헬벨,,,,,,,f,f
17775,1,Varied,en,0,2013-09-18 22:03:10.347486+02,,Varied,,,,,,,f,f
41702,14549,Phil Lynott & Thin Lizzy,,0,2012-05-15 20:57:13.252186+02,,Phil Lynott & Thin Lizzy,,,,,,,f,f
92143,1587,ジープパープル,,0,2012-05-15 20:57:13.252186+02,,ジープパープル,,,,,,,f,f
10652,1,diverse componisten,,0,2012-05-15 20:57:13.252186+02,,diverse componisten,,,,,,,f,f
9560,2327,Johann S. Bach,,0,2013-03-31 19:49:50.34934+02,3,Johann S. Bach,,,,,,,f,f
102738,122653,Tchikovsky,,0,2013-07-29 23:22:20.472507+02,3,Tchikovsky,,,,,,,f,f
23282,1587,DP,,0,2012-05-15 20:57:13.252186+02,,DP,,,,,,,f,f
100404,1,Casa Musica,,0,2012-05-15 20:57:13.252186+02,,Casa Musica,,,,,,,f,f
118231,1,Eri esittäjiä,fi,0,2012-06-12 12:12:49.001008+02,,Eri esittäjiä,,,,,,,t,f
23095,32474,J. Pachelbel,,0,2012-05-15 20:57:13.252186+02,,J. Pachelbel,,,,,,,f,f
12746,73502,George Frederich Haendel,,0,2012-05-15 20:57:13.252186+02,,George Frederich Haendel,,,,,,,f,f
17788,37472,C. W. Gluck,,0,2012-05-15 20:57:13.252186+02,,C. W. Gluck,,,,,,,f,f
314,9973,Hooters,,0,2012-05-15 20:57:13.252186+02,,Hooters,,,,,,,f,f
18369,1,varias,,0,2012-05-15 20:57:13.252186+02,,varias,,,,,,,f,f
6984,73502,G.F. Handel,,0,2012-05-15 20:57:13.252186+02,,G.F. Handel,,,,,,,f,f
48961,632902,Anna-Lotta Larsson,,0,2012-05-15 20:57:13.252186+02,,Anna-Lotta Larsson,,,,,,,f,f
1003,1133,"Cult, The",,0,2012-05-15 20:57:13.252186+02,,"Cult, The",,,,,,,f,f
10872,35460,Angels,,0,2012-05-15 20:57:13.252186+02,,Angels,,,,,,,f,f
6095,1,A.A.V.V.,it,0,2013-06-19 01:00:54.006197+02,,A.A.V.V.,,,,,,,f,f
100373,2327,J.S.Bash,,0,2013-03-31 20:00:11.920586+02,3,J.S.Bash,,,,,,,f,f
86187,2017,Pat Bernatar,,0,2012-05-15 20:57:13.252186+02,,Pat Bernatar,,,,,,,f,f
71325,11285,WA Mozart,,0,2013-04-01 15:22:25.531803+02,3,WA Mozart,,,,,,,f,f
52590,122653,Llyich,,0,2013-07-29 21:40:18.732442+02,3,Llyich,,,,,,,f,f
110802,122653,Ilitsch,,0,2013-07-29 20:45:33.744339+02,3,Ilitsch,,,,,,,f,f
42947,32474,Pachabel,,0,2012-05-15 20:57:13.252186+02,,Pachabel,,,,,,,f,f
28059,122653,Tchaikovskys,,0,2013-07-29 23:18:46.045741+02,3,Tchaikovskys,,,,,,,f,f
5666,21724,Nugent Ted,,0,2012-05-15 20:57:13.252186+02,,Nugent Ted,,,,,,,f,f
81721,73502,ヘンデル,,0,2012-05-15 20:57:13.252186+02,,ヘンデル,,,,,,,f,f
9561,2327,Johann Sebstian Bach,,0,2013-03-31 19:49:59.865462+02,3,Johann Sebstian Bach,,,,,,,f,f
70900,985,B.Idol,,0,2012-05-15 20:57:13.252186+02,,B.Idol,,,,,,,f,f
14654,1,Various DHM Artists,,0,2013-06-13 09:27:53.178792+02,3,Various DHM Artists,,,,,,,f,f
4370,10342,Faure,,0,2012-05-15 20:57:13.252186+02,,Faure,,,,,,,f,f
92146,1587,ディープ・パープル,,0,2012-05-15 20:57:13.252186+02,,ディープ・パープル,,,,,,,f,f
7629,95306,Georgia Satellites,,0,2012-05-15 20:57:13.252186+02,,Georgia Satellites,,,,,,,f,f
15737,1,V/a,en,0,2013-09-18 22:03:10.347486+02,,V/a,,,,,,,f,f
110810,1,Sampler,en,0,2013-09-18 22:03:10.347486+02,,Sampler,,,,,,,f,f
23286,1587,Dep Purpel,,0,2012-05-15 20:57:13.252186+02,,Dep Purpel,,,,,,,f,f
9819,122653,Ilyitch,,0,2013-07-29 21:32:14.21515+02,3,Ilyitch,,,,,,,f,f
25969,24245,Albimoni,,0,2012-05-15 20:57:13.252186+02,,Albimoni,,,,,,,f,f
20568,10342,G. Fauré,,0,2012-05-15 20:57:13.252186+02,,G. Fauré,,,,,,,f,f
45944,2327,J.S. バッハ,,0,2012-05-15 20:57:13.252186+02,,J.S. バッハ,,,,,,,f,f
27824,73502,Georg Fredrich Handel,,0,2012-05-15 20:57:13.252186+02,,Georg Fredrich Handel,,,,,,,f,f
10877,1,Various (not original artists),en,0,2013-09-18 22:03:10.347486+02,,Various (not original artists),,,,,,,f,f
78605,44563,Luigi Bocccherini,,0,2012-05-15 20:57:13.252186+02,,Luigi Bocccherini,,,,,,,f,f
72980,122653,Illitch,,0,2013-07-29 21:53:32.371874+02,3,Illitch,,,,,,,f,f
5243,73502,George Friedrich Handel,,0,2012-05-15 20:57:13.252186+02,,George Friedrich Handel,,,,,,,f,f
5239,1,Various,en,0,2013-09-18 22:03:10.347486+02,,Various,,,,,,,f,f
8997,73502,G. F. Händel,,0,2012-05-15 20:57:13.252186+02,,G. F. Händel,,,,,,,f,f
45972,146720,"Killers, The",,0,2012-05-15 20:57:13.252186+02,,"Killers, The",,,,,,,f,f
36892,1,Various Artitsts,,0,2012-06-30 10:45:44.031652+02,3,Various Artitsts,,,,,,,f,f
9824,73502,"Handel, George Frideric",,0,2012-05-15 20:57:13.252186+02,,"Handel, George Frideric",,,,,,,f,f
24284,35460,Angel City,,0,2012-05-15 20:57:13.252186+02,,Angel City,,,,,,,f,f
86754,35460,Angels From Angel City,,0,2012-05-15 20:57:13.252186+02,,Angels From Angel City,,,,,,,f,f
110710,1,Variois,,0,2012-05-15 20:57:13.252186+02,,Variois,,,,,,,f,f
10886,1,Compilaciones,,0,2012-05-15 20:57:13.252186+02,,Compilaciones,,,,,,,f,f
9689,11783,Queens Of The Stoneage,,0,2012-05-15 20:57:13.252186+02,,Queens Of The Stoneage,,,,,,,f,f
6709,37472,Gluck,,0,2012-05-15 20:57:13.252186+02,,Gluck,,,,,,,f,f
22043,310,B. Ferry,,0,2012-05-15 20:57:13.252186+02,,B. Ferry,,,,,,,f,f
9511,73502,"Händel, Georg Friedrich",,0,2012-05-15 20:57:13.252186+02,,"Händel, Georg Friedrich",,,,,,,f,f
8283,11285,Wolfgang Armadeus Mozart,,0,2013-04-01 15:27:22.845207+02,3,Wolfgang Armadeus Mozart,,,,,,,f,f
106004,69475,Purpel Schulz,,0,2012-05-15 20:57:13.252186+02,,Purpel Schulz,,,,,,,f,f
9015,2735,Z Z Top,,0,2012-05-15 20:57:13.252186+02,,Z Z Top,,,,,,,f,f
8671,37472,"Gluck, Christoph W.",,0,2012-05-15 20:57:13.252186+02,,"Gluck, Christoph W.",,,,,,,f,f
26061,24245,Albioni,,0,2012-05-15 20:57:13.252186+02,,Albioni,,,,,,,f,f
2516,73502,G. F. Handel,,0,2012-05-15 20:57:13.252186+02,,G. F. Handel,,,,,,,f,f
2284,299,Flettwood Mac,,0,2012-05-15 20:57:13.252186+02,,Flettwood Mac,,,,,,,f,f
21680,122653,Tchailovisky,,0,2013-07-29 23:20:34.230206+02,3,Tchailovisky,,,,,,,f,f
9223,1,V. Artist,en,0,2013-09-18 22:03:10.347486+02,,V. Artist,,,,,,,f,f
7700,73502,George Frederick Handel,,0,2012-05-15 20:57:13.252186+02,,George Frederick Handel,,,,,,,f,f
43914,122653,Èajkovskij,,0,2013-07-29 20:17:01.951085+02,3,Èajkovskij,,,,,,,f,f
50455,24245,Albionon,,0,2012-05-15 20:57:13.252186+02,,Albionon,,,,,,,f,f
8202,11783,QOTSA,,0,2012-05-15 20:57:13.252186+02,,QOTSA,,,,,,,f,f
23285,1587,Deep Purpel,,0,2012-05-15 20:57:13.252186+02,,Deep Purpel,,,,,,,f,f
48592,189237,KWS,,0,2012-05-15 20:57:13.252186+02,,KWS,,,,,,,f,f
24496,11285,Mosart,,0,2013-04-01 15:22:16.637794+02,3,Mosart,,,,,,,f,f
13737,2327,Bach (1685-1750),,0,2013-05-06 17:54:41.156713+02,3,Bach (1685-1750),,,,,,,f,f
4196,73502,"Handel, George Friedrich (1685 - 1759)",,0,2012-05-15 20:57:13.252186+02,,"Handel, George Friedrich (1685 - 1759)",,,,,,,f,f
25449,73502,George Friederich Handel,,0,2012-05-15 20:57:13.252186+02,,George Friederich Handel,,,,,,,f,f
8244,1,Vari Artisti,,0,2012-05-15 20:57:13.252186+02,,Vari Artisti,,,,,,,f,f
14302,11285,モーツァルト,,0,2012-05-15 20:57:13.252186+02,,モーツァルト,,,,,,,f,f
4915,310,Brian Ferry,,0,2012-05-15 20:57:13.252186+02,,Brian Ferry,,,,,,,f,f
54327,9061,Split Ends,,0,2012-05-15 20:57:13.252186+02,,Split Ends,,,,,,,f,f
616,299,Fleetwood Mack,,0,2012-05-15 20:57:13.252186+02,,Fleetwood Mack,,,,,,,f,f
12925,9235,Living End,,0,2012-05-15 20:57:13.252186+02,,Living End,,,,,,,f,f
25404,37472,Christop Willibald Gluck,,0,2012-05-15 20:57:13.252186+02,,Christop Willibald Gluck,,,,,,,f,f
25706,37472,Christoph Gluck,,0,2012-05-15 20:57:13.252186+02,,Christoph Gluck,,,,,,,f,f
11535,11285,Wolfgang Amadues Mozart,,0,2013-04-01 15:27:41.611527+02,3,Wolfgang Amadues Mozart,,,,,,,f,f
73053,2327,Себастьян Бах,,0,2012-05-15 20:57:13.252186+02,,Себастьян Бах,,,,,,,f,f
10092,32474,Pachebel,,0,2012-05-15 20:57:13.252186+02,,Pachebel,,,,,,,f,f
13666,2327,J. S. Bacj,,0,2013-03-31 20:00:14.623877+02,3,J. S. Bacj,,,,,,,f,f
1214,1,Variées,fr,0,2013-06-19 01:00:54.006197+02,,Variées,,,,,,,f,f
23925,44563,Bochherini,,0,2012-05-15 20:57:13.252186+02,,Bochherini,,,,,,,f,f
11462,1,Divers,fr,0,2013-06-19 01:00:54.006197+02,,Divers,,,,,,,f,f
5725,2327,Johann Sabastian Bach,,0,2013-03-31 19:49:51.210246+02,3,Johann Sabastian Bach,,,,,,,f,f
20570,37472,Chr.W. van Gluck,,0,2012-05-15 20:57:13.252186+02,,Chr.W. van Gluck,,,,,,,f,f
64486,44563,루이지 보케리니,,0,2012-05-15 20:57:13.252186+02,,루이지 보케리니,,,,,,,f,f
4677,1,Varios artistas,es,0,2012-06-12 12:12:49.001008+02,,Varios artistas,,,,,,,t,f
23448,24245,Tommaso Albinoni,,0,2012-05-15 20:57:13.252186+02,,Tommaso Albinoni,,,,,,,f,f
9613,1,Various Items,en,0,2013-09-18 22:03:10.347486+02,,Various Items,,,,,,,f,f
110936,24245,Tomaso Albinoni,,0,2012-05-15 20:57:13.252186+02,,Tomaso Albinoni,,,,,,,f,f
111148,122653,Tchakovsky,,0,2013-07-29 23:21:06.242867+02,3,Tchakovsky,,,,,,,f,f
118397,24245,Tomas Albinoni,,0,2012-05-15 20:57:13.252186+02,,Tomas Albinoni,,,,,,,f,f
113945,1,Erinevad esitajad,et,0,2012-06-12 12:12:49.001008+02,,Erinevad esitajad,,,,,,,t,f
115030,1,TVサントラ,ja,0,2013-09-18 22:03:10.347486+02,,TVサントラ,,,,,,,f,f
113947,1,Erinevad,et,0,2013-09-18 22:03:10.347486+02,,Erinevad,,,,,,,f,f
116292,1,Çeşitli sanatçılar,tr,0,2013-06-20 10:00:13.051659+02,,Çeşitli sanatçılar,,,,,,,f,f
117227,1,Różni artyści,pl,0,2013-09-18 22:03:10.347486+02,,Różni artyści,,,,,,,f,f
117226,1,Różni wykonawcy,pl,0,2012-06-12 12:12:49.001008+02,,Różni wykonawcy,,,,,,,t,f
117228,1,Różni,,0,2012-05-15 20:57:13.252186+02,,Różni,,,,,,,f,f
117476,182,Alica Cooper,,0,2012-05-15 20:57:13.252186+02,,Alica Cooper,,,,,,,f,f
117566,1,Varias Artistas,,0,2012-05-15 20:57:13.252186+02,,Varias Artistas,,,,,,,f,f
117870,1,Wszyscy artysci,pl,0,2013-09-18 22:03:10.347486+02,,Wszyscy artysci,,,,,,,f,f
4648,2327,Johann Sebastion Bach,,0,2013-03-31 19:46:25.913695+02,3,Johann Sebastion Bach,,,,,,,f,f
13721,2327,Johann Sebasitan Bach,,0,2013-03-31 19:49:56.928151+02,3,Johann Sebasitan Bach,,,,,,,f,f
119170,2327,Johann Sebastian Bach,fr,0,2012-06-19 02:59:34.504524+02,1,"Bach, Johann Sebastian",,,,,,,t,f
119172,2327,ヨハン・ゼバスティアン・バッハ,ja,0,2012-06-12 12:12:49.001008+02,,ヨハン・ゼバスティアン・バッハ,,,,,,,t,f
134992,73502,Georg Friedrich Händel,de,0,2013-06-17 13:44:41.611269+02,2,"Händel, Georg Friedrich",1685,2,23,1727,1,22,f,t
